league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
AUT-Bundesliga,2024-25,WSG Tirol,David Gugganig,AUT,DF,27,1997,1,1,90,22.3,0,0.0,1,1,100.0,0,1,0,1,100.0,0,0,0,0,
AUT-Bundesliga,2024-25,Wolfsberger AC,Lukas Gütlbauer,AUT,GK,23,2000,2,2,180,2.0,4,2.0,9,5,55.6,1,0,1,0,0.0,0,0,0,0,
AUT-Bundesliga,2024-25,Wolfsberger AC,Nikolas Polster,AUT,GK,22,2002,30,30,2700,30.0,34,1.13,96,67,69.8,15,7,8,9,30.0,5,5,0,0,0.0
BEL-Belgian Pro League,2024-25,Anderlecht,Colin Coosemans,BEL,GK,31,1992,28,28,2520,28.0,25,0.89,128,101,80.5,14,6,8,14,50.0,2,0,2,0,100.0
BEL-Belgian Pro League,2024-25,Anderlecht,Mads Kikkenborg,DEN,GK,24,1999,2,2,180,2.0,2,1.0,10,8,80.0,1,0,1,0,0.0,0,0,0,0,
BEL-Belgian Pro League,2024-25,Antwerp,Senne Lammens,BEL,GK,22,2002,30,30,2700,30.0,32,1.07,161,127,81.4,12,10,8,7,23.3,6,2,4,0,66.7
BEL-Belgian Pro League,2024-25,Beerschot,Davor Matijas,CRO,GK,24,1999,10,9,852,9.5,22,2.32,45,22,64.4,0,1,8,2,22.2,7,6,1,0,14.3
BEL-Belgian Pro League,2024-25,Beerschot,Nick Shinton,BEL,GK,23,2001,21,21,1845,20.5,37,1.8,119,83,72.3,3,8,10,3,14.3,4,4,0,0,0.0
BEL-Belgian Pro League,2024-25,Cercle Brugge,Maxime Delanghe,BEL,GK,23,2001,21,21,1881,20.9,27,1.29,87,59,71.3,5,9,7,7,33.3,3,2,1,0,33.3
BEL-Belgian Pro League,2024-25,Cercle Brugge,Warleson,BRA,GK,27,1996,10,9,817,9.1,17,1.87,47,30,63.8,2,2,5,0,0.0,0,0,0,0,
BEL-Belgian Pro League,2024-25,Charleroi,Martin Delavallée,BEL,GK,20,2004,8,8,720,8.0,13,1.62,47,34,72.3,2,2,4,1,12.5,0,0,0,0,
BEL-Belgian Pro League,2024-25,Charleroi,Mohamed Koné,CIV,GK,22,2002,21,21,1890,21.0,21,1.0,74,53,75.7,8,5,8,6,28.6,4,3,1,0,25.0
BEL-Belgian Pro League,2024-25,Charleroi,Théo Defourny,BEL,GK,32,1992,1,1,90,1.0,2,2.0,4,2,50.0,0,0,1,0,0.0,0,0,0,0,
BEL-Belgian Pro League,2024-25,Club Brugge,Nordin Jackers,BEL,GK,26,1997,1,0,31,0.3,1,2.9,3,2,66.7,0,0,0,0,,0,0,0,0,
BEL-Belgian Pro League,2024-25,Club Brugge,Simon Mignolet,BEL,GK,36,1988,30,30,2669,29.7,35,1.18,103,69,68.9,17,8,5,8,26.7,4,3,1,0,25.0
BEL-Belgian Pro League,2024-25,Dender,Guillaume Dietsch,FRA,GK,23,2001,1,0,49,0.5,1,1.84,2,1,50.0,0,0,0,0,,0,0,0,0,
BEL-Belgian Pro League,2024-25,Dender,Julien Devriendt,BEL,GK,25,1998,4,3,315,3.5,9,2.57,26,17,69.2,0,1,2,0,0.0,1,1,0,0,0.0
BEL-Belgian Pro League,2024-25,Dender,Michael Verrips,NED,GK,27,1996,27,27,2336,26.0,41,1.58,129,90,73.6,8,7,12,7,25.9,7,7,0,0,0.0
BEL-Belgian Pro League,2024-25,Genk,Hendrik Van Crombrugge,BEL,GK,31,1993,19,19,1710,19.0,24,1.26,71,47,66.2,13,3,3,8,42.1,1,0,0,1,
BEL-Belgian Pro League,2024-25,Genk,Mike Penders,BEL,GK,19,2005,11,11,989,11.0,8,0.73,32,24,78.1,8,2,1,4,36.4,1,1,0,0,0.0
BEL-Belgian Pro League,2024-25,Gent,Daniel Schmidt,JPN,GK,32,1992,1,1,90,1.0,0,0.0,5,5,100.0,1,0,0,1,100.0,0,0,0,0,
BEL-Belgian Pro League,2024-25,Gent,Davy Roef,BEL,GK,30,1994,26,26,2340,26.0,30,1.15,143,114,79.7,9,11,6,11,42.3,1,1,0,0,0.0
BEL-Belgian Pro League,2024-25,Gent,Tom Vandenberghe,BEL,GK,31,1992,3,3,270,3.0,3,1.0,11,8,72.7,1,1,1,1,33.3,0,0,0,0,
BEL-Belgian Pro League,2024-25,Kortrijk,Lucas Pirard,BEL,GK,29,1995,7,5,543,6.0,10,1.66,28,18,67.9,2,1,2,1,20.0,1,1,0,0,0.0
BEL-Belgian Pro League,2024-25,Kortrijk,Marko Ilić,SRB,GK,26,1998,5,5,425,4.7,9,1.91,27,19,66.7,0,1,4,0,0.0,0,0,0,0,
BEL-Belgian Pro League,2024-25,Kortrijk,Patrik Gunnarsson,ISL,GK,23,2000,11,11,922,10.2,16,1.56,36,21,55.6,3,2,6,1,9.1,0,0,0,0,
BEL-Belgian Pro League,2024-25,Kortrijk,Tom Vandenberghe,BEL,GK,31,1992,9,9,810,9.0,20,2.22,50,31,62.0,2,1,6,1,11.1,1,1,0,0,0.0
BEL-Belgian Pro League,2024-25,Mechelen,Ortwin De Wolf,BEL,GK,27,1997,30,30,2700,30.0,40,1.33,142,106,75.4,10,8,12,9,30.0,5,5,0,0,0.0
BEL-Belgian Pro League,2024-25,OH Leuven,Maxence Prevot,FRA,GK,27,1997,1,1,90,1.0,1,1.0,5,4,80.0,0,0,1,0,0.0,0,0,0,0,
BEL-Belgian Pro League,2024-25,OH Leuven,Tobe Leysen,BEL,GK,22,2002,29,29,2610,29.0,32,1.1,126,95,77.8,8,13,8,9,31.0,5,4,1,0,20.0
BEL-Belgian Pro League,2024-25,Sint-Truiden,Jo Coppens,BEL,GK,33,1990,3,3,270,3.0,11,3.67,18,7,44.4,0,0,3,0,0.0,1,1,0,0,0.0
BEL-Belgian Pro League,2024-25,Sint-Truiden,Leo Kokubo,JPN,GK,23,2001,27,27,2430,27.0,45,1.67,121,77,70.2,7,10,10,4,14.8,10,9,1,0,10.0
BEL-Belgian Pro League,2024-25,Standard Liège,Arnaud Bodart,BEL,GK,26,1998,2,2,180,2.0,1,0.5,6,5,83.3,1,1,0,1,50.0,0,0,0,0,
BEL-Belgian Pro League,2024-25,Standard Liège,Gavin Bazunu,IRL,GK,22,2002,6,6,540,6.0,12,2.0,25,13,52.0,1,1,4,1,16.7,0,0,0,0,
BEL-Belgian Pro League,2024-25,Standard Liège,Laurent Henkinet,BEL,GK,31,1992,4,4,315,3.5,1,0.29,13,12,92.3,3,1,0,2,50.0,0,0,0,0,
BEL-Belgian Pro League,2024-25,Standard Liège,Matthieu Epolo,BEL,GK,20,2004,19,18,1665,18.5,21,1.14,93,72,77.4,5,6,7,8,44.4,1,0,1,0,100.0
BEL-Belgian Pro League,2024-25,Union SG,Anthony Moris,LUX,GK,34,1990,30,30,2700,30.0,25,0.83,99,74,75.8,15,10,5,13,43.3,2,1,0,1,0.0
BEL-Belgian Pro League,2024-25,Westerlo,Andreas Jungdal,DEN,GK,22,2002,8,8,720,8.0,10,1.25,27,17,66.7,4,2,2,2,25.0,2,1,1,0,50.0
BEL-Belgian Pro League,2024-25,Westerlo,Koen Van Langendonck,BEL,GK,35,1989,10,10,900,10.0,16,1.6,41,24,65.9,2,2,6,2,20.0,3,2,1,0,33.3
BEL-Belgian Pro League,2024-25,Westerlo,Nick Gillekens,BEL,GK,29,1995,1,1,90,1.0,3,3.0,11,8,72.7,0,0,1,0,0.0,0,0,0,0,
BEL-Belgian Pro League,2024-25,Westerlo,Sinan Bolat,TUR,GK,35,1988,11,11,990,11.0,20,1.82,62,42,71.0,4,3,4,1,9.1,2,2,0,0,0.0
ENG-Premier League,2024-25,Arsenal,David Raya,ESP,GK,28,1995,38,38,3420,38.0,34,0.89,120,86,74.2,20,14,4,13,34.2,3,3,0,0,0.0
ENG-Premier League,2024-25,Aston Villa,Emiliano Martínez,ARG,GK,31,1992,37,37,3194,35.5,45,1.27,142,96,69.0,18,9,10,8,21.6,2,1,1,0,50.0
ENG-Premier League,2024-25,Aston Villa,Robin Olsen,SWE,GK,34,1990,4,1,226,2.5,6,2.39,14,8,64.3,1,0,0,1,100.0,1,1,0,0,0.0
ENG-Premier League,2024-25,Bournemouth,Kepa Arrizabalaga,ESP,GK,29,1994,31,31,2790,31.0,39,1.26,134,95,73.9,13,7,11,8,25.8,4,4,0,0,0.0
ENG-Premier League,2024-25,Bournemouth,Mark Travers,IRL,GK,25,1999,5,5,450,5.0,5,1.0,25,20,80.0,2,2,1,1,20.0,0,0,0,0,
ENG-Premier League,2024-25,Bournemouth,Neto,BRA,GK,35,1989,2,2,180,2.0,2,1.0,13,11,84.6,0,2,0,0,0.0,0,0,0,0,
ENG-Premier League,2024-25,Brentford,Hákon Rafn Valdimarsson,ISL,GK,22,2001,2,1,145,1.6,2,1.24,4,3,50.0,0,0,1,1,100.0,0,0,0,0,
ENG-Premier League,2024-25,Brentford,Mark Flekken,NED,GK,31,1993,37,37,3275,36.4,55,1.51,203,150,73.4,16,8,13,7,18.9,1,1,0,0,0.0
ENG-Premier League,2024-25,Brighton,Bart Verbruggen,NED,GK,21,2002,36,36,3240,36.0,58,1.61,143,87,65.7,14,13,9,7,19.4,9,9,0,0,0.0
ENG-Premier League,2024-25,Brighton,Jason Steele,ENG,GK,33,1990,2,2,180,2.0,1,0.5,4,3,75.0,2,0,0,1,50.0,0,0,0,0,
ENG-Premier League,2024-25,Chelsea,Filip Jørgensen,DEN,GK,22,2002,6,6,540,6.0,9,1.5,28,19,71.4,3,0,3,1,16.7,1,1,0,0,0.0
ENG-Premier League,2024-25,Chelsea,Robert Sánchez,ESP,GK,26,1997,32,32,2880,32.0,34,1.06,127,92,76.4,17,9,6,10,31.3,5,4,1,0,20.0
ENG-Premier League,2024-25,Crystal Palace,Dean Henderson,ENG,GK,27,1997,38,38,3420,38.0,51,1.34,150,101,66.7,13,14,11,11,28.9,2,1,1,0,50.0
ENG-Premier League,2024-25,Everton,Jordan Pickford,ENG,GK,30,1994,38,38,3420,38.0,44,1.16,163,117,73.0,11,15,12,12,31.6,2,0,2,0,100.0
ENG-Premier League,2024-25,Fulham,Bernd Leno,GER,GK,32,1992,38,38,3420,38.0,54,1.42,159,106,67.9,15,9,14,5,13.2,4,3,1,0,25.0
ENG-Premier League,2024-25,Ipswich Town,Alex Palmer,ENG,GK,27,1996,13,13,1170,13.0,30,2.31,71,43,59.2,1,3,9,0,0.0,1,1,0,0,0.0
ENG-Premier League,2024-25,Ipswich Town,Arijanet Muric,KVX,GK,25,1998,18,18,1620,18.0,33,1.83,100,67,70.0,2,6,10,1,5.6,3,3,0,0,0.0
ENG-Premier League,2024-25,Ipswich Town,Christian Walton,ENG,GK,28,1995,7,7,630,7.0,19,2.71,39,20,56.4,1,1,5,1,14.3,2,2,0,0,0.0
ENG-Premier League,2024-25,Leicester City,Danny Ward,WAL,GK,31,1993,2,1,135,1.5,6,4.0,10,4,40.0,0,0,1,0,0.0,0,0,0,0,
ENG-Premier League,2024-25,Leicester City,Jakub Stolarczyk,POL,GK,23,2000,10,10,900,10.0,16,1.6,44,28,63.6,3,1,6,2,20.0,0,0,0,0,
ENG-Premier League,2024-25,Leicester City,Mads Hermansen,DEN,GK,24,2000,27,27,2385,26.5,58,2.19,155,99,64.5,3,6,18,1,3.7,4,3,1,0,25.0
ENG-Premier League,2024-25,Liverpool,Alisson,BRA,GK,31,1992,28,28,2508,27.9,29,1.04,100,73,72.0,18,7,3,9,32.1,1,1,0,0,0.0
ENG-Premier League,2024-25,Liverpool,Caoimhín Kelleher,IRL,GK,25,1998,10,10,900,10.0,12,1.2,37,24,67.6,7,2,1,4,40.0,1,0,1,0,100.0
ENG-Premier League,2024-25,Liverpool,Vitezslav Jaros,CZE,GK,23,2001,1,0,12,0.1,0,0.0,1,1,100.0,0,0,0,1,,0,0,0,0,
ENG-Premier League,2024-25,Manchester City,Ederson,BRA,GK,30,1993,26,26,2320,25.8,26,1.01,78,53,69.2,16,4,6,10,38.5,2,2,0,0,0.0
ENG-Premier League,2024-25,Manchester City,Stefan Ortega,GER,GK,31,1992,13,12,1100,12.2,18,1.47,50,33,68.0,5,4,3,3,25.0,2,2,0,0,0.0
ENG-Premier League,2024-25,Manchester Utd,Altay Bayındır,TUR,GK,26,1998,4,4,360,4.0,10,2.5,17,8,41.2,1,0,3,1,25.0,0,0,0,0,
ENG-Premier League,2024-25,Manchester Utd,André Onana,CMR,GK,28,1996,34,34,3060,34.0,44,1.29,132,88,68.9,10,9,15,9,26.5,4,3,1,0,25.0
ENG-Premier League,2024-25,Newcastle Utd,Martin Dúbravka,SVK,GK,35,1989,10,10,900,10.0,12,1.2,41,29,70.7,7,0,3,5,50.0,0,0,0,0,
ENG-Premier League,2024-25,Newcastle Utd,Nick Pope,ENG,GK,32,1992,28,28,2520,28.0,35,1.25,120,86,71.7,13,6,9,8,28.6,2,1,1,0,50.0
ENG-Premier League,2024-25,Nott'ham Forest,Matz Sels,BEL,GK,32,1992,38,38,3420,38.0,46,1.21,165,119,73.9,19,8,11,13,34.2,3,3,0,0,0.0
ENG-Premier League,2024-25,Southampton,Aaron Ramsdale,ENG,GK,26,1998,30,30,2700,30.0,66,2.2,188,120,67.6,2,5,23,3,10.0,7,5,2,0,28.6
ENG-Premier League,2024-25,Southampton,Alex McCarthy,ENG,GK,34,1989,5,5,450,5.0,13,2.6,37,24,70.3,0,0,5,0,0.0,2,2,0,0,0.0
ENG-Premier League,2024-25,Southampton,Joe Lumley,ENG,GK,29,1995,3,3,270,3.0,7,2.33,20,13,65.0,0,1,2,0,0.0,0,0,0,0,
ENG-Premier League,2024-25,Tottenham,Antonín Kinský,CZE,GK,21,2003,6,6,540,6.0,11,1.83,32,23,65.6,1,0,5,1,16.7,0,0,0,0,
ENG-Premier League,2024-25,Tottenham,Brandon Austin,ENG,GK,25,1999,1,1,90,1.0,2,2.0,4,2,50.0,0,0,1,0,0.0,0,0,0,0,
ENG-Premier League,2024-25,Tottenham,Fraser Forster,ENG,GK,36,1988,7,7,630,7.0,15,2.14,42,27,69.0,1,2,4,1,14.3,2,2,0,0,0.0
ENG-Premier League,2024-25,Tottenham,Guglielmo Vicario,ITA,GK,27,1996,24,24,2160,24.0,37,1.54,102,67,64.7,9,3,12,4,16.7,1,1,0,0,0.0
ENG-Premier League,2024-25,West Ham,Alphonse Areola,FRA,GK,31,1993,26,25,2260,25.1,41,1.63,115,77,64.3,5,7,13,5,20.0,0,0,0,0,
ENG-Premier League,2024-25,West Ham,Łukasz Fabiański,POL,GK,39,1985,14,13,1160,12.9,21,1.63,71,50,74.6,6,3,4,2,15.4,3,3,0,0,0.0
ENG-Premier League,2024-25,Wolves,Daniel Bentley,ENG,GK,31,1993,2,2,180,2.0,4,2.0,12,8,66.7,1,0,1,1,50.0,0,0,0,0,
ENG-Premier League,2024-25,Wolves,José Sá,POR,GK,31,1993,29,29,2609,29.0,48,1.66,117,69,63.2,11,5,13,7,24.1,7,5,2,0,28.6
ENG-Premier League,2024-25,Wolves,Sam Johnstone,ENG,GK,31,1993,7,7,630,7.0,17,2.43,39,23,61.5,0,1,6,0,0.0,2,2,0,0,0.0
ENG-Premier League,2024-25,Wolves,Tom King,WAL,GK,29,1995,1,0,1,0.0,0,0.0,0,0,,0,0,0,0,,0,0,0,0,
ESP-La Liga,2024-25,Alavés,Adrian Rodriguez,ESP,GK,23,2000,2,1,122,1.4,2,1.48,6,4,83.3,0,1,0,1,100.0,1,1,0,0,0.0
ESP-La Liga,2024-25,Alavés,Antonio Sivera,ESP,GK,27,1996,32,32,2810,31.2,39,1.25,112,75,73.2,9,10,13,8,25.0,9,9,0,0,0.0
ESP-La Liga,2024-25,Alavés,Jesús Owono,EQG,GK,23,2001,6,5,487,5.4,7,1.29,14,7,57.1,1,1,3,0,0.0,1,1,0,0,0.0
ESP-La Liga,2024-25,Athletic Club,Alex Padilla,ESP,GK,20,2003,5,3,321,3.6,6,1.68,17,12,70.6,0,1,2,0,0.0,1,1,0,0,0.0
ESP-La Liga,2024-25,Athletic Club,Julen Agirrezabala,ESP,GK,23,2000,14,14,1206,13.4,9,0.67,34,24,76.5,9,4,1,5,35.7,2,1,1,0,50.0
ESP-La Liga,2024-25,Athletic Club,Unai Simón,ESP,GK,27,1997,21,21,1890,21.0,14,0.67,62,47,79.0,10,8,3,10,47.6,2,1,1,0,50.0
ESP-La Liga,2024-25,Atlético Madrid,Jan Oblak,SVN,GK,31,1993,36,36,3240,36.0,30,0.83,114,86,78.1,20,10,6,15,41.7,5,5,0,0,0.0
ESP-La Liga,2024-25,Atlético Madrid,Juan Musso,ARG,GK,30,1994,2,2,180,2.0,0,0.0,2,2,100.0,2,0,0,2,100.0,0,0,0,0,
ESP-La Liga,2024-25,Barcelona,Iñaki Peña,ESP,GK,25,1999,16,15,1396,15.5,18,1.16,53,35,69.8,7,3,5,4,26.7,2,2,0,0,0.0
ESP-La Liga,2024-25,Barcelona,Marc-André ter Stegen,GER,GK,32,1992,8,8,674,7.5,9,1.2,22,13,63.6,7,0,1,1,12.5,1,1,0,0,0.0
ESP-La Liga,2024-25,Barcelona,Wojciech Szczęsny,POL,GK,34,1990,15,15,1350,15.0,12,0.8,33,21,66.7,14,1,0,8,53.3,1,1,0,0,0.0
ESP-La Liga,2024-25,Betis,Adrián,ESP,GK,37,1987,19,19,1710,19.0,27,1.42,76,49,65.8,10,5,4,3,15.8,1,1,0,0,0.0
ESP-La Liga,2024-25,Betis,Fran Vieites,ESP,GK,25,1999,4,4,360,4.0,5,1.25,11,6,54.5,1,2,1,0,0.0,0,0,0,0,
ESP-La Liga,2024-25,Betis,Rui Silva,POR,GK,30,1994,15,15,1350,15.0,18,1.2,54,37,72.2,5,5,5,4,26.7,3,3,0,0,0.0
ESP-La Liga,2024-25,Celta Vigo,Iván Villar,ESP,GK,27,1997,4,4,360,4.0,9,2.25,18,10,50.0,2,0,2,0,0.0,1,0,1,0,100.0
ESP-La Liga,2024-25,Celta Vigo,Vicente Guaita,ESP,GK,37,1987,34,34,3060,34.0,48,1.41,127,79,64.6,14,7,13,8,23.5,3,3,0,0,0.0
ESP-La Liga,2024-25,Espanyol,Joan García,ESP,GK,23,2001,38,38,3420,38.0,51,1.34,192,140,75.5,11,9,18,8,21.1,6,4,2,0,33.3
ESP-La Liga,2024-25,Getafe,David Soria,ESP,GK,31,1993,38,38,3420,38.0,39,1.03,126,86,75.4,11,9,18,9,23.7,9,8,1,0,11.1
ESP-La Liga,2024-25,Girona,Krapyvtsov Vladyslav,UKR,GK,19,2005,2,2,180,2.0,7,3.5,18,11,66.7,0,0,2,0,0.0,1,1,0,0,0.0
ESP-La Liga,2024-25,Girona,Pau López,ESP,GK,29,1994,1,0,45,0.5,2,4.0,3,1,33.3,0,0,0,0,,0,0,0,0,
ESP-La Liga,2024-25,Girona,Paulo Gazzaniga,ARG,GK,32,1992,36,36,3195,35.5,51,1.44,143,90,65.7,11,8,17,8,22.2,5,2,3,0,60.0
ESP-La Liga,2024-25,Las Palmas,Dinko Horkaš,CRO,GK,25,1999,13,11,1085,12.1,19,1.58,54,35,66.7,2,0,9,1,9.1,2,1,1,0,50.0
ESP-La Liga,2024-25,Las Palmas,Jasper Cillessen,NED,GK,35,1989,27,27,2335,25.9,42,1.62,128,85,70.3,6,8,13,3,11.1,8,4,3,1,42.9
ESP-La Liga,2024-25,Leganés,Juan Soriano,ESP,GK,26,1997,6,6,540,6.0,7,1.17,25,19,72.0,1,2,3,1,16.7,0,0,0,0,
ESP-La Liga,2024-25,Leganés,Marko Dmitrović,SRB,GK,32,1992,32,32,2880,32.0,49,1.53,150,103,72.0,8,11,13,10,31.3,8,7,0,1,0.0
ESP-La Liga,2024-25,Mallorca,Dominik Greif,SVK,GK,27,1997,31,31,2790,31.0,34,1.1,116,83,72.4,11,8,12,7,22.6,2,2,0,0,0.0
ESP-La Liga,2024-25,Mallorca,Leo Román,ESP,GK,24,2000,7,7,630,7.0,10,1.43,49,39,81.6,2,1,4,2,28.6,1,1,0,0,0.0
ESP-La Liga,2024-25,Osasuna,Aitor Fernández,ESP,GK,33,1991,1,1,90,1.0,0,0.0,5,5,100.0,0,1,0,1,100.0,0,0,0,0,
ESP-La Liga,2024-25,Osasuna,Sergio Herrera,ESP,GK,31,1993,37,37,3330,37.0,52,1.41,182,131,75.3,12,15,10,8,21.6,7,7,0,0,0.0
ESP-La Liga,2024-25,Rayo Vallecano,Augusto Batalla,ARG,GK,28,1996,32,32,2880,32.0,39,1.22,133,93,75.2,10,12,10,8,25.0,8,6,2,0,25.0
ESP-La Liga,2024-25,Rayo Vallecano,Dani Cárdenas,ESP,GK,27,1997,6,6,540,6.0,6,1.0,20,14,70.0,3,1,2,2,33.3,0,0,0,0,
ESP-La Liga,2024-25,Real Madrid,Andriy Lunin,UKR,GK,25,1999,7,7,630,7.0,7,1.0,20,13,65.0,6,0,1,4,57.1,0,0,0,0,
ESP-La Liga,2024-25,Real Madrid,Fran,ESP,GK,19,2005,1,1,90,1.0,2,2.0,2,0,0.0,0,0,1,0,0.0,0,0,0,0,
ESP-La Liga,2024-25,Real Madrid,Thibaut Courtois,BEL,GK,32,1992,30,30,2700,30.0,29,0.97,104,76,75.0,20,6,4,11,36.7,3,3,0,0,0.0
ESP-La Liga,2024-25,Real Sociedad,Unai Marrero,ESP,GK,22,2001,2,2,180,2.0,3,1.5,12,8,75.0,0,0,2,0,0.0,1,0,1,0,100.0
ESP-La Liga,2024-25,Real Sociedad,Álex Remiro,ESP,GK,29,1995,36,36,3240,36.0,43,1.19,130,86,70.8,13,7,16,13,36.1,6,5,1,0,16.7
ESP-La Liga,2024-25,Sevilla,Álvaro Fernández,ESP,GK,26,1998,9,8,747,8.3,16,1.93,36,20,61.1,2,1,5,3,37.5,2,2,0,0,0.0
ESP-La Liga,2024-25,Sevilla,Ørjan Nyland,NOR,GK,33,1990,30,30,2673,29.7,39,1.31,112,73,67.9,8,10,12,7,23.3,4,3,1,0,25.0
ESP-La Liga,2024-25,Valencia,Giorgi Mamardashvili,GEO,GK,23,2000,34,34,3060,34.0,48,1.41,136,89,68.4,11,11,12,8,23.5,7,5,2,0,28.6
ESP-La Liga,2024-25,Valencia,Stole Dimitrievski,MKD,GK,30,1993,4,4,360,4.0,6,1.5,12,6,58.3,0,2,2,0,0.0,2,1,0,1,0.0
ESP-La Liga,2024-25,Valladolid,André Ferreira,POR,GK,28,1996,6,6,540,6.0,20,3.33,39,19,56.4,0,0,6,0,0.0,3,3,0,0,0.0
ESP-La Liga,2024-25,Valladolid,Arnau Rafús,ESP,GK,21,2003,1,1,90,1.0,2,2.0,2,0,0.0,0,0,1,0,0.0,0,0,0,0,
ESP-La Liga,2024-25,Valladolid,Karl Jakob Hein,EST,GK,22,2002,31,31,2790,31.0,68,2.19,163,96,60.7,4,4,23,5,16.1,4,4,0,0,0.0
