league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
ESP-La Liga,2024-25,Villarreal,Diego Conde,ESP,GK,25,1998,22,22,1962,21.8,33,1.51,94,62,68.1,11,6,5,2,9.1,4,3,0,1,0.0
ESP-La Liga,2024-25,Villarreal,Luiz Lúcio Reis Júnior,BRA,GK,23,2001,17,16,1458,16.2,18,1.11,66,48,78.8,9,4,3,5,31.3,4,4,0,0,0.0
FRA-Ligue 1,2024-25,Angers,Melvin Zinga,FRA,GK,22,2002,1,1,90,1.0,2,2.0,4,2,75.0,0,0,1,0,0.0,1,1,0,0,0.0
FRA-Ligue 1,2024-25,Angers,Yahia Fofana,CIV,GK,23,2000,33,33,2970,33.0,51,1.55,186,135,74.2,10,6,17,7,21.2,4,3,0,1,0.0
FRA-Ligue 1,2024-25,Auxerre,Donovan Léon,GUF,GK,31,1992,32,32,2880,32.0,48,1.5,164,118,73.8,11,8,13,9,28.1,6,5,1,0,16.7
FRA-Ligue 1,2024-25,Auxerre,Théo De Percin,MTQ,GK,23,2001,2,2,180,2.0,3,1.5,9,5,77.8,0,1,1,1,50.0,2,1,1,0,50.0
FRA-Ligue 1,2024-25,Brest,Grégoire Coudert,FRA,GK,25,1999,2,2,180,2.0,5,2.5,13,9,61.5,1,0,1,0,0.0,0,0,0,0,
FRA-Ligue 1,2024-25,Brest,Marco Bizot,NED,GK,33,1991,32,32,2880,32.0,54,1.69,128,74,64.1,14,5,13,10,31.3,10,8,1,1,11.1
FRA-Ligue 1,2024-25,Le Havre,Arthur Desmas,FRA,GK,30,1994,18,18,1620,18.0,38,2.11,93,54,61.3,5,0,13,3,16.7,3,2,1,0,33.3
FRA-Ligue 1,2024-25,Le Havre,Mathieu Gorgelin,FRA,GK,33,1990,16,16,1440,16.0,33,2.06,82,50,63.4,5,4,7,1,6.3,3,3,0,0,0.0
FRA-Ligue 1,2024-25,Lens,Brice Samba,FRA,GK,30,1994,15,15,1350,15.0,14,0.93,54,40,81.5,6,6,3,7,46.7,4,4,0,0,0.0
FRA-Ligue 1,2024-25,Lens,Hervé Koffi,BFA,GK,27,1996,5,5,450,5.0,8,1.6,26,18,76.9,1,0,4,0,0.0,2,2,0,0,0.0
FRA-Ligue 1,2024-25,Lens,Mathew Ryan,AUS,GK,32,1992,14,14,1260,14.0,17,1.21,62,44,75.8,8,1,5,6,42.9,3,2,1,0,33.3
FRA-Ligue 1,2024-25,Lille,Lucas Chevalier,FRA,GK,22,2001,34,34,3060,34.0,36,1.06,126,91,74.6,17,9,8,11,32.4,4,4,0,0,0.0
FRA-Ligue 1,2024-25,Lyon,Lucas Perri,BRA,GK,26,1997,33,33,2970,33.0,44,1.33,160,116,74.4,17,6,10,10,30.3,3,3,0,0,0.0
FRA-Ligue 1,2024-25,Lyon,Rémy Descamps,FRA,GK,28,1996,1,1,90,1.0,2,2.0,6,4,66.7,0,0,1,0,0.0,0,0,0,0,
FRA-Ligue 1,2024-25,Marseille,Gerónimo Rulli,ARG,GK,32,1992,34,34,3060,34.0,47,1.38,135,87,67.4,20,5,9,5,14.7,6,3,3,0,50.0
FRA-Ligue 1,2024-25,Monaco,Philipp Köhn,SUI,GK,26,1998,19,19,1710,19.0,19,1.0,63,44,71.4,11,5,3,8,42.1,1,1,0,0,0.0
FRA-Ligue 1,2024-25,Monaco,Radosław Majecki,POL,GK,24,1999,15,15,1350,15.0,22,1.47,65,43,69.2,7,2,6,3,20.0,2,2,0,0,0.0
FRA-Ligue 1,2024-25,Montpellier,Benjamin Lecomte,FRA,GK,33,1991,30,30,2700,30.0,68,2.27,173,107,64.2,3,4,23,1,3.3,7,6,1,0,14.3
FRA-Ligue 1,2024-25,Montpellier,Dimitry Bertaud,COD,GK,26,1998,4,4,360,4.0,11,2.75,21,10,57.1,1,0,3,0,0.0,2,2,0,0,0.0
FRA-Ligue 1,2024-25,Nantes,Alban Lafont,FRA,GK,25,1999,12,12,1080,12.0,19,1.58,49,32,67.3,2,4,6,2,16.7,3,3,0,0,0.0
FRA-Ligue 1,2024-25,Nantes,Anthony Lopes,POR,GK,33,1990,18,18,1563,17.4,26,1.5,71,46,69.0,5,6,7,3,16.7,5,4,0,1,0.0
FRA-Ligue 1,2024-25,Nantes,Patrik Carlgren,SWE,GK,32,1992,5,4,417,4.6,7,1.51,28,21,75.0,1,2,1,1,25.0,0,0,0,0,
FRA-Ligue 1,2024-25,Nice,Marcin Bułka,POL,GK,24,1999,34,34,3060,34.0,41,1.21,161,120,75.8,17,9,8,8,23.5,3,2,1,0,33.3
FRA-Ligue 1,2024-25,Paris S-G,Arnau Tenas,ESP,GK,23,2001,1,1,90,1.0,1,1.0,4,3,75.0,1,0,0,0,0.0,0,0,0,0,
FRA-Ligue 1,2024-25,Paris S-G,Gianluigi Donnarumma,ITA,GK,25,1999,24,24,2091,23.2,25,1.08,74,49,67.6,18,5,1,4,16.7,1,1,0,0,0.0
FRA-Ligue 1,2024-25,Paris S-G,Matvei Safonov,RUS,GK,25,1999,10,9,879,9.8,9,0.92,25,17,72.0,7,1,1,3,33.3,2,2,0,0,0.0
FRA-Ligue 1,2024-25,Reims,Yehvann Diouf,SEN,GK,24,1999,34,34,3060,34.0,47,1.38,179,131,76.0,8,9,17,7,20.6,5,4,1,0,20.0
FRA-Ligue 1,2024-25,Rennes,Brice Samba,FRA,GK,30,1994,17,17,1529,17.0,27,1.59,87,58,70.1,7,0,10,5,29.4,3,1,2,0,66.7
FRA-Ligue 1,2024-25,Rennes,Gauthier Gallon,FRA,GK,31,1993,1,0,45,0.5,0,0.0,0,0,,0,0,0,0,,0,0,0,0,
FRA-Ligue 1,2024-25,Rennes,Steve Mandanda,FRA,GK,39,1985,18,17,1486,16.5,23,1.39,51,29,58.8,6,2,9,6,35.3,3,2,1,0,33.3
FRA-Ligue 1,2024-25,Saint-Étienne,Gautier Larsonneur,FRA,GK,27,1997,34,34,3060,34.0,77,2.26,209,132,69.4,8,6,20,5,14.7,15,13,2,0,13.3
FRA-Ligue 1,2024-25,Strasbourg,Karl-Johan Johnsson,SWE,GK,34,1990,3,3,270,3.0,6,2.0,22,16,77.3,1,1,1,0,0.0,1,1,0,0,0.0
FRA-Ligue 1,2024-25,Strasbourg,Đorđe Petrović,SRB,GK,24,1999,31,31,2790,31.0,38,1.23,147,110,78.9,15,8,8,10,32.3,8,7,1,0,12.5
FRA-Ligue 1,2024-25,Toulouse,Guillaume Restes,FRA,GK,19,2005,29,29,2543,28.3,36,1.27,92,58,62.0,9,7,13,8,27.6,2,1,1,0,50.0
FRA-Ligue 1,2024-25,Toulouse,Kjetil Haug,NOR,GK,26,1998,6,5,498,5.5,7,1.27,16,9,56.3,2,2,1,1,20.0,0,0,0,0,
FRA-Ligue 1,2024-25,Toulouse,Álex Domínguez,ESP,GK,26,1998,1,0,19,0.2,0,0.0,0,0,,0,0,0,1,,0,0,0,0,
GER-Bundesliga,2024-25,Augsburg,Finn Dahmen,GER,GK,26,1998,19,19,1710,19.0,19,1.0,82,65,79.3,7,6,6,9,47.4,2,2,0,0,0.0
GER-Bundesliga,2024-25,Augsburg,Nediljko Labrović,CRO,GK,24,1999,15,15,1350,15.0,32,2.13,74,42,60.8,4,4,7,2,13.3,3,3,0,0,0.0
GER-Bundesliga,2024-25,Bayern Munich,Daniel Peretz,ISR,GK,24,2000,3,3,270,3.0,5,1.67,7,2,28.6,2,0,1,0,0.0,0,0,0,0,
GER-Bundesliga,2024-25,Bayern Munich,Jonas Urbig,GER,GK,20,2003,8,8,720,8.0,12,1.5,28,16,57.1,4,3,1,2,25.0,0,0,0,0,
GER-Bundesliga,2024-25,Bayern Munich,Manuel Neuer,GER,GK,38,1986,22,22,1980,22.0,15,0.68,45,30,68.9,18,4,0,13,59.1,2,1,0,1,0.0
GER-Bundesliga,2024-25,Bayern Munich,Sven Ulreich,GER,GK,35,1988,1,1,90,1.0,0,0.0,0,0,,1,0,0,1,100.0,0,0,0,0,
GER-Bundesliga,2024-25,Bochum,Patrick Drewes,GER,GK,31,1993,21,21,1890,21.0,46,2.19,99,51,56.6,2,5,14,2,9.5,5,3,2,0,40.0
GER-Bundesliga,2024-25,Bochum,Timo Horn,GER,GK,31,1993,13,13,1170,13.0,22,1.69,54,32,59.3,3,3,7,3,23.1,1,0,0,1,
GER-Bundesliga,2024-25,Dortmund,Alexander Meyer,GER,GK,33,1991,2,2,180,2.0,4,2.0,11,7,63.6,1,0,1,0,0.0,0,0,0,0,
GER-Bundesliga,2024-25,Dortmund,Gregor Kobel,SUI,GK,26,1997,32,32,2880,32.0,47,1.47,129,82,66.7,16,6,10,7,21.9,4,4,0,0,0.0
GER-Bundesliga,2024-25,Eint Frankfurt,Kauã Santos,BRA,GK,21,2003,9,8,765,8.5,12,1.41,46,35,76.1,5,1,2,3,37.5,1,1,0,0,0.0
GER-Bundesliga,2024-25,Eint Frankfurt,Kevin Trapp,GER,GK,34,1990,26,26,2295,25.5,34,1.33,117,82,70.9,12,8,6,6,23.1,2,0,2,0,100.0
GER-Bundesliga,2024-25,Freiburg,Florian Müller,GER,GK,26,1997,9,8,753,8.4,16,1.91,30,15,53.3,4,1,3,1,12.5,2,2,0,0,0.0
GER-Bundesliga,2024-25,Freiburg,Noah Atubolu,GER,GK,22,2002,26,26,2307,25.6,37,1.44,120,81,69.2,12,6,8,10,38.5,2,0,2,0,100.0
GER-Bundesliga,2024-25,Gladbach,Jonas Omlin,SUI,GK,30,1994,12,11,978,10.9,26,2.39,72,45,66.7,2,1,8,1,9.1,3,2,1,0,33.3
GER-Bundesliga,2024-25,Gladbach,Moritz Nicolas,GER,GK,26,1997,19,19,1639,18.2,25,1.37,92,69,78.3,9,4,6,4,21.1,5,5,0,0,0.0
GER-Bundesliga,2024-25,Gladbach,Tiago Cardoso,LUX,GK,18,2006,5,4,380,4.2,3,0.71,23,20,87.0,2,1,1,2,50.0,0,0,0,0,
GER-Bundesliga,2024-25,Gladbach,Tobias Sippel,GER,GK,36,1988,1,0,59,0.7,3,4.58,4,1,25.0,0,0,0,0,,0,0,0,0,
GER-Bundesliga,2024-25,Heidenheim,Frank Feller,GER,GK,20,2004,2,1,121,1.3,0,0.0,2,2,100.0,1,0,0,2,200.0,0,0,0,0,
GER-Bundesliga,2024-25,Heidenheim,Kevin Müller,GER,GK,33,1991,33,33,2939,32.7,64,1.96,169,105,65.7,7,5,21,7,21.2,6,6,0,0,0.0
GER-Bundesliga,2024-25,Hoffenheim,Luca Philipp,GER,GK,23,2000,6,6,540,6.0,15,2.5,35,21,60.0,1,3,2,0,0.0,1,1,0,0,0.0
GER-Bundesliga,2024-25,Hoffenheim,Oliver Baumann,GER,GK,34,1990,28,28,2520,28.0,53,1.89,138,84,63.0,6,8,14,4,14.3,5,2,3,0,60.0
GER-Bundesliga,2024-25,Holstein Kiel,Thomas Dähne,GER,GK,30,1994,9,9,810,9.0,19,2.11,55,36,69.1,2,2,5,0,0.0,3,2,1,0,33.3
GER-Bundesliga,2024-25,Holstein Kiel,Timon Weiner,GER,GK,25,1999,25,25,2250,25.0,61,2.44,140,81,59.3,4,5,16,2,8.0,4,4,0,0,0.0
GER-Bundesliga,2024-25,Leverkusen,Lukáš Hrádecký,FIN,GK,34,1989,29,29,2610,29.0,38,1.31,118,83,71.2,16,11,2,6,20.7,4,4,0,0,0.0
GER-Bundesliga,2024-25,Leverkusen,Matej Kovar,CZE,GK,24,2000,5,5,450,5.0,5,1.0,16,12,68.8,3,1,1,3,60.0,0,0,0,0,
GER-Bundesliga,2024-25,Mainz 05,Lasse Rieß,GER,GK,23,2001,2,2,180,2.0,2,1.0,8,6,75.0,1,1,0,0,0.0,0,0,0,0,
GER-Bundesliga,2024-25,Mainz 05,Robin Zentner,GER,GK,29,1994,32,32,2880,32.0,41,1.28,142,100,73.9,13,9,10,9,28.1,5,4,1,0,20.0
GER-Bundesliga,2024-25,RB Leipzig,Maarten Vandevoordt,BEL,GK,22,2002,6,4,429,4.8,9,1.89,21,12,57.1,1,1,2,0,0.0,0,0,0,0,
GER-Bundesliga,2024-25,RB Leipzig,Péter Gulácsi,HUN,GK,34,1990,30,30,2631,29.2,39,1.33,137,97,73.0,12,11,7,14,46.7,3,2,1,0,33.3
GER-Bundesliga,2024-25,St. Pauli,Ben Alexander Voll,GER,GK,23,2000,2,1,91,1.0,2,1.98,5,3,60.0,0,1,0,0,0.0,0,0,0,0,
GER-Bundesliga,2024-25,St. Pauli,Nikola Vasilj,BIH,GK,28,1995,33,33,2969,33.0,39,1.18,135,93,71.9,8,7,18,9,27.3,5,1,4,0,80.0
GER-Bundesliga,2024-25,Stuttgart,Alexander Nübel,GER,GK,27,1996,34,34,3060,34.0,53,1.56,136,83,62.5,14,8,12,7,20.6,3,2,1,0,33.3
GER-Bundesliga,2024-25,Union Berlin,Alexander Schwolow,GER,GK,32,1992,6,6,540,6.0,13,2.17,28,15,57.1,2,0,4,0,0.0,1,1,0,0,0.0
GER-Bundesliga,2024-25,Union Berlin,Frederik Rønnow,DEN,GK,31,1992,28,28,2520,28.0,37,1.32,111,71,67.6,8,11,9,8,28.6,5,1,4,0,80.0
GER-Bundesliga,2024-25,Werder Bremen,Michael Zetterer,GER,GK,29,1995,34,34,3060,34.0,57,1.68,156,102,65.4,14,9,11,10,29.4,3,3,0,0,0.0
GER-Bundesliga,2024-25,Wolfsburg,Kamil Grabara,POL,GK,25,1999,29,29,2585,28.7,49,1.71,137,88,65.7,9,7,13,5,17.2,3,2,1,0,33.3
GER-Bundesliga,2024-25,Wolfsburg,Marius Müller,GER,GK,31,1993,6,5,475,5.3,5,0.95,23,18,78.3,2,3,0,1,20.0,0,0,0,0,
ITA-Serie A,2024-25,Atalanta,Juan Musso,ARG,GK,30,1994,1,1,90,1.0,0,0.0,4,4,100.0,1,0,0,1,100.0,0,0,0,0,
ITA-Serie A,2024-25,Atalanta,Marco Carnesecchi,ITA,GK,24,2000,34,34,3060,34.0,34,1.0,129,97,75.2,19,7,8,13,38.2,2,2,0,0,0.0
ITA-Serie A,2024-25,Atalanta,Rui Patrício,POR,GK,36,1988,3,3,270,3.0,3,1.0,14,11,78.6,2,1,0,1,33.3,0,0,0,0,
ITA-Serie A,2024-25,Bologna,Federico Ravaglia,ITA,GK,24,1999,12,11,1056,11.7,14,1.19,24,10,45.8,5,2,4,4,36.4,1,1,0,0,0.0
ITA-Serie A,2024-25,Bologna,Łukasz Skorupski,POL,GK,33,1991,27,27,2364,26.3,33,1.26,82,50,61.0,11,12,4,8,29.6,2,1,1,0,50.0
ITA-Serie A,2024-25,Cagliari,Alen Sherri,ALB,GK,26,1997,7,7,621,6.9,11,1.59,31,20,64.5,1,2,4,1,14.3,0,0,0,0,
ITA-Serie A,2024-25,Cagliari,Elia Caprile,ITA,GK,22,2001,18,18,1620,18.0,22,1.22,66,44,68.2,5,4,9,5,27.8,1,1,0,0,0.0
ITA-Serie A,2024-25,Cagliari,Giuseppe Ciocci,ITA,GK,22,2002,1,0,9,0.1,0,0.0,0,0,,0,0,0,0,,0,0,0,0,
ITA-Serie A,2024-25,Cagliari,Simone Scuffet,ITA,GK,28,1996,13,13,1170,13.0,23,1.77,56,33,67.9,3,3,7,1,7.7,5,5,0,0,0.0
ITA-Serie A,2024-25,Como,Emil Audero,IDN,GK,27,1997,8,8,720,8.0,18,2.25,34,16,58.8,2,2,4,0,0.0,4,4,0,0,0.0
ITA-Serie A,2024-25,Como,Jean Butez,FRA,GK,29,1995,19,18,1666,18.5,20,1.08,68,48,73.5,8,4,6,5,27.8,2,2,0,0,0.0
ITA-Serie A,2024-25,Como,Pepe Reina,ESP,GK,41,1982,12,12,1034,11.5,14,1.22,41,27,68.3,3,4,5,2,16.7,1,1,0,0,0.0
ITA-Serie A,2024-25,Empoli,Devis Vásquez,COL,GK,26,1998,32,32,2880,32.0,45,1.41,125,79,64.8,6,12,14,6,18.8,3,1,1,1,50.0
ITA-Serie A,2024-25,Empoli,Jacopo Seghetti,ITA,GK,19,2005,1,1,90,1.0,3,3.0,6,3,50.0,0,0,1,0,0.0,0,0,0,0,
ITA-Serie A,2024-25,Empoli,Marco Silvestri,ITA,GK,33,1991,5,5,450,5.0,11,2.2,27,17,59.3,0,1,4,0,0.0,0,0,0,0,
ITA-Serie A,2024-25,Fiorentina,David de Gea,ESP,GK,33,1990,35,35,3150,35.0,38,1.09,135,96,72.6,19,5,11,11,31.4,3,1,2,0,66.7
ITA-Serie A,2024-25,Fiorentina,Pietro Terracciano,ITA,GK,34,1990,3,3,270,3.0,3,1.0,13,10,76.9,0,3,0,1,33.3,0,0,0,0,
ITA-Serie A,2024-25,Genoa,Benjamin Siegrist,SUI,GK,32,1992,2,2,152,1.7,2,1.18,12,10,83.3,1,1,0,0,0.0,0,0,0,0,
ITA-Serie A,2024-25,Genoa,Daniele Sommariva,ITA,GK,27,1997,1,0,28,0.3,1,3.21,3,2,66.7,0,0,0,0,,0,0,0,0,
ITA-Serie A,2024-25,Genoa,Nicola Leali,ITA,GK,31,1993,29,29,2610,29.0,31,1.07,111,82,74.8,8,10,11,10,34.5,4,3,1,0,25.0
ITA-Serie A,2024-25,Genoa,Pierluigi Gollini,ITA,GK,29,1995,7,7,630,7.0,15,2.14,32,16,62.5,1,2,4,1,14.3,4,3,1,0,25.0
ITA-Serie A,2024-25,Hellas Verona,Lorenzo Montipò,ITA,GK,28,1996,36,36,3240,36.0,64,1.78,161,97,61.5,9,7,20,8,22.2,4,2,1,1,33.3
ITA-Serie A,2024-25,Hellas Verona,Simone Perilli,ITA,GK,29,1995,2,2,180,2.0,2,1.0,11,9,81.8,1,0,1,0,0.0,0,0,0,0,
ITA-Serie A,2024-25,Inter,Josep Martinez,ESP,GK,26,1998,5,5,450,5.0,3,0.6,14,11,78.6,4,1,0,3,60.0,0,0,0,0,
ITA-Serie A,2024-25,Inter,Yann Sommer,SUI,GK,35,1988,33,33,2970,33.0,32,0.97,116,84,75.0,20,8,5,13,39.4,4,3,1,0,25.0
ITA-Serie A,2024-25,Juventus,Mattia Perin,ITA,GK,31,1992,5,5,450,5.0,3,0.6,16,13,81.3,2,3,0,3,60.0,0,0,0,0,
ITA-Serie A,2024-25,Juventus,Michele Di Gregorio,ITA,GK,27,1997,33,33,2970,33.0,32,0.97,103,71,73.8,16,13,4,14,42.4,5,5,0,0,0.0
ITA-Serie A,2024-25,Lazio,Christos Mandas,GRE,GK,22,2001,9,9,810,9.0,7,0.78,27,20,74.1,3,5,1,4,44.4,0,0,0,0,
ITA-Serie A,2024-25,Lazio,Ivan Provedel,ITA,GK,30,1994,29,29,2610,29.0,42,1.45,92,52,58.7,15,6,8,5,17.2,4,4,0,0,0.0
ITA-Serie A,2024-25,Lecce,Wladimiro Falcone,ITA,GK,29,1995,38,38,3420,38.0,58,1.53,181,125,72.4,8,10,20,9,23.7,10,8,1,1,11.1
ITA-Serie A,2024-25,Milan,Marco Sportiello,ITA,GK,32,1992,2,1,126,1.4,2,1.43,6,4,66.7,1,0,0,1,100.0,0,0,0,0,
ITA-Serie A,2024-25,Milan,Mike Maignan,FRA,GK,29,1995,37,37,3294,36.6,41,1.12,136,97,70.6,17,9,11,12,32.4,2,1,1,0,50.0
ITA-Serie A,2024-25,Monza,Andrea Mazza,ITA,GK,20,2004,1,0,8,0.1,0,0.0,0,0,,0,0,0,0,,0,0,0,0,
ITA-Serie A,2024-25,Monza,Semuel Pizzignacco,ITA,GK,22,2001,9,8,736,8.2,17,2.08,38,22,55.3,1,2,5,1,12.5,0,0,0,0,
ITA-Serie A,2024-25,Monza,Stefano Turati,ITA,GK,22,2001,30,30,2676,29.7,52,1.75,145,93,65.5,2,7,21,2,6.7,4,2,2,0,50.0
ITA-Serie A,2024-25,Napoli,Alex Meret,ITA,GK,27,1997,34,34,3005,33.4,25,0.75,84,59,71.4,21,9,4,16,47.1,4,1,2,1,66.7
ITA-Serie A,2024-25,Napoli,Elia Caprile,ITA,GK,22,2001,4,3,325,3.6,1,0.28,8,7,87.5,3,0,0,3,100.0,0,0,0,0,
ITA-Serie A,2024-25,Napoli,Simone Scuffet,ITA,GK,28,1996,1,1,90,1.0,1,1.0,4,3,75.0,0,1,0,0,0.0,0,0,0,0,
ITA-Serie A,2024-25,Parma,Leandro Chichizola,ARG,GK,34,1990,1,1,90,1.0,3,3.0,6,3,50.0,0,0,1,0,0.0,0,0,0,0,
ITA-Serie A,2024-25,Parma,Zion Suzuki,JPN,GK,21,2002,36,36,3240,36.8,53,1.47,150,99,68.0,7,15,15,7,19.4,5,5,0,0,0.0
ITA-Serie A,2024-25,Roma,Mile Svilar,SRB,GK,24,1999,38,38,3420,38.0,35,0.92,151,117,79.5,20,9,9,16,42.1,4,4,0,0,0.0
ITA-Serie A,2024-25,Torino,Alberto Paleari,ITA,GK,31,1992,1,1,90,1.0,3,3.0,7,4,57.1,0,0,1,0,0.0,0,0,0,0,
ITA-Serie A,2024-25,Torino,Vanja Milinković-Savić,SRB,GK,27,1997,37,37,3330,37.0,42,1.14,173,129,77.5,10,14,13,10,27.0,7,3,4,0,57.1
ITA-Serie A,2024-25,Udinese,Daniele Padelli,ITA,GK,38,1985,1,1,90,1.0,0,0.0,3,3,100.0,1,0,0,1,100.0,0,0,0,0,
ITA-Serie A,2024-25,Udinese,Maduka Okoye,NGA,GK,24,1999,25,25,2250,25.0,40,1.6,110,73,67.3,6,4,15,4,16.0,5,4,0,1,0.0
ITA-Serie A,2024-25,Udinese,Razvan Sava,ROU,GK,22,2002,12,12,1080,12.0,16,1.33,51,37,74.5,5,4,3,4,33.3,3,3,0,0,0.0
ITA-Serie A,2024-25,Venezia,Filip Stankovic,SRB,GK,22,2002,16,16,1367,15.2,23,1.51,83,60,77.1,2,6,8,0,0.0,5,4,1,0,20.0
ITA-Serie A,2024-25,Venezia,Ionuț Radu,ROU,GK,27,1997,15,15,1350,15.0,18,1.2,65,47,76.9,2,7,6,4,26.7,3,3,0,0,0.0
ITA-Serie A,2024-25,Venezia,Jesse Joronen,FIN,GK,31,1993,8,7,703,7.8,15,1.92,40,27,70.0,1,1,5,2,28.6,3,3,0,0,0.0
NED-Eredivisie,2024-25,AZ Alkmaar,Jeroen Zoet,NED,GK,33,1991,6,6,540,6.0,3,0.5,12,10,75.0,5,0,1,3,50.0,0,0,0,0,
NED-Eredivisie,2024-25,AZ Alkmaar,Rome-Jayden Owusu-Oduro,NED,GK,20,2004,28,28,2520,28.0,34,1.21,85,51,61.2,11,9,8,9,32.1,3,1,1,1,50.0
NED-Eredivisie,2024-25,Ajax,Diant Ramaj,GER,GK,22,2001,1,1,90,1.0,0,0.0,2,2,100.0,1,0,0,1,100.0,0,0,0,0,
NED-Eredivisie,2024-25,Ajax,Matheus,BRA,GK,32,1992,9,9,810,9.0,9,1.0,23,14,60.9,6,2,1,4,44.4,0,0,0,0,
NED-Eredivisie,2024-25,Ajax,Remko Pasveer,NED,GK,40,1983,24,24,2160,24.0,23,0.96,89,67,74.2,17,4,3,11,45.8,0,0,0,0,
NED-Eredivisie,2024-25,Almere City,Jonas Wendlinger,AUT,GK,24,2000,1,0,10,0.1,0,0.0,0,0,,0,0,0,0,,0,0,0,0,
NED-Eredivisie,2024-25,Almere City,Nordin Bakker,NED,GK,26,1997,34,34,3050,33.9,64,1.89,178,118,64.0,4,10,20,7,20.6,0,0,0,0,
NED-Eredivisie,2024-25,Feyenoord,Justin Bijlow,NED,GK,26,1998,4,4,360,4.0,8,2.0,16,8,50.0,1,1,2,0,0.0,0,0,0,0,
NED-Eredivisie,2024-25,Feyenoord,Plamen Andreev,BUL,GK,19,2004,1,1,90,1.0,2,2.0,4,2,75.0,0,0,1,0,0.0,1,1,0,0,0.0
NED-Eredivisie,2024-25,Feyenoord,Timon Wellenreuther,GER,GK,28,1995,29,29,2610,29.0,28,0.97,99,70,72.7,19,7,3,10,34.5,2,1,1,0,50.0
NED-Eredivisie,2024-25,Fortuna Sittard,Luuk Koopmans,NED,GK,30,1993,6,6,540,6.0,15,2.5,35,19,60.0,1,1,4,0,0.0,2,1,1,0,50.0
NED-Eredivisie,2024-25,Fortuna Sittard,Mattijs Branderhorst,NED,GK,30,1993,28,28,2520,28.0,39,1.39,131,92,71.8,10,7,11,10,35.7,2,2,0,0,0.0
NED-Eredivisie,2024-25,Go Ahead Eag,Jari De Busser,BEL,GK,24,1999,16,16,1440,16.0,23,1.44,88,66,75.0,7,5,4,5,31.3,1,1,0,0,0.0
NED-Eredivisie,2024-25,Go Ahead Eag,Luca Plogmann,GER,GK,24,2000,18,18,1620,18.0,32,1.78,81,49,64.2,7,4,7,4,22.2,3,3,0,0,0.0
NED-Eredivisie,2024-25,Groningen,Etienne Vaessen,SUR,GK,29,1995,32,32,2880,32.0,50,1.56,140,91,67.9,10,9,13,7,21.9,6,5,1,0,16.7
NED-Eredivisie,2024-25,Groningen,Hidde Jurjus,NED,GK,30,1994,2,2,180,2.0,3,1.5,7,4,57.1,0,0,2,0,0.0,0,0,0,0,
NED-Eredivisie,2024-25,Heerenveen,Andries Noppert,NED,GK,30,1994,16,16,1365,15.2,24,1.58,67,44,65.7,7,1,8,3,18.8,1,1,0,0,0.0
NED-Eredivisie,2024-25,Heerenveen,Mickey van der Hart,NED,GK,30,1994,19,18,1695,18.8,33,1.75,104,72,71.2,5,6,7,3,16.7,3,3,0,0,0.0
NED-Eredivisie,2024-25,Heracles Almelo,Fabian de Keijzer,NED,GK,24,2000,34,34,3060,34.0,63,1.85,185,126,69.2,9,11,14,6,17.6,6,6,0,0,0.0
NED-Eredivisie,2024-25,NAC Breda,Daniel Bielica,POL,GK,25,1999,32,32,2880,32.0,52,1.62,163,112,71.8,8,9,15,5,15.6,6,6,0,0,0.0
NED-Eredivisie,2024-25,NAC Breda,Kostas Lamprou,GRE,GK,32,1991,1,1,90,1.0,3,3.0,5,2,40.0,0,0,1,0,0.0,0,0,0,0,
NED-Eredivisie,2024-25,NAC Breda,Roy Kortsmit,NED,GK,31,1992,1,1,90,1.0,3,3.0,4,1,50.0,0,0,1,0,0.0,1,1,0,0,0.0
NED-Eredivisie,2024-25,NEC Nijmegen,Robin Roefs,NED,GK,21,2003,32,32,2880,32.0,42,1.31,151,113,72.8,12,7,13,10,31.3,1,1,0,0,0.0
NED-Eredivisie,2024-25,NEC Nijmegen,Stijn van Gassel,NED,GK,27,1996,2,2,180,2.0,4,2.0,15,11,80.0,0,0,2,0,0.0,1,1,0,0,0.0
NED-Eredivisie,2024-25,PSV Eindhoven,Joel Drommel,NED,GK,27,1996,1,0,45,0.5,0,0.0,0,0,,0,0,0,0,,0,0,0,0,
NED-Eredivisie,2024-25,PSV Eindhoven,Walter Benítez,ARG,GK,31,1993,34,34,3015,33.5,39,1.16,102,63,63.7,25,4,5,9,26.5,2,2,0,0,0.0
NED-Eredivisie,2024-25,RKC Waalwijk,Jeroen Houwen,NED,GK,28,1996,24,24,2160,24.0,48,2.0,133,87,65.4,4,4,16,4,16.7,2,2,0,0,0.0
NED-Eredivisie,2024-25,RKC Waalwijk,Joey Kesting,NED,GK,23,2001,3,3,270,3.0,5,1.67,13,8,84.6,0,2,1,0,0.0,3,3,0,0,0.0
NED-Eredivisie,2024-25,RKC Waalwijk,Mark Spenkelink,NED,GK,27,1997,4,4,360,4.0,12,3.0,24,12,58.3,2,0,2,0,0.0,2,2,0,0,0.0
NED-Eredivisie,2024-25,RKC Waalwijk,Yanick van Osch,NED,GK,27,1997,3,3,270,3.0,9,3.0,26,17,69.2,0,1,2,0,0.0,1,1,0,0,0.0
