league,season,team,player,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
BEL-Belgian Pro League,2024-25,Mechelen,Jules Van Cleemput,BEL,DF,27,1997,3.5,270,18,106,152,13,3,270,2,0,0.0,2,100.0,191,934,415,1,3,0,1,1,180,2
BEL-Belgian Pro League,2024-25,Mechelen,Julien Ngoy,BEL,FW,26,1997,1.3,35,2,3,15,17,8,35,3,0,0.0,3,100.0,22,202,98,5,4,2,0,2,23,9
BEL-Belgian Pro League,2024-25,Mechelen,Keano Vanrafelghem,BEL,"MF,FW",20,2003,1.8,74,0,7,26,43,8,74,9,1,11.1,7,77.8,42,256,97,4,4,1,5,2,50,15
BEL-Belgian Pro League,2024-25,Mechelen,Kerim Mrabti,SWE,"MF,FW",30,1994,22.3,1088,43,170,603,326,42,1086,11,4,36.4,6,54.5,747,3696,1361,18,30,5,34,17,733,78
BEL-Belgian Pro League,2024-25,Mechelen,Lion Lauberbach,GER,FW,26,1998,15.3,478,16,39,251,196,78,478,25,12,48.0,12,48.0,351,2256,799,30,11,18,47,34,364,100
BEL-Belgian Pro League,2024-25,Mechelen,Mory Konaté,GUI,"DF,MF",30,1993,1.4,57,11,28,22,7,1,57,0,0,,0,,38,227,83,0,0,0,3,2,35,1
BEL-Belgian Pro League,2024-25,Mechelen,Nikola Storm,BEL,"MF,FW",29,1994,15.5,662,10,64,282,325,69,662,35,20,57.1,15,42.9,528,3847,1777,66,28,35,31,14,522,127
BEL-Belgian Pro League,2024-25,Mechelen,Ortwin De Wolf,BEL,GK,27,1997,30.0,1234,1024,1229,5,0,0,1234,0,0,,0,,909,4325,2467,0,0,0,1,0,649,0
BEL-Belgian Pro League,2024-25,Mechelen,Patrick Pflücke,GER,"DF,MF",27,1996,16.4,991,38,199,383,415,52,990,9,4,44.4,4,44.4,643,3642,1705,41,26,9,15,11,630,129
BEL-Belgian Pro League,2024-25,Mechelen,Petter Nosa Dahl,NOR,"MF,FW",21,2003,5.1,259,5,26,82,153,37,259,40,23,57.5,17,42.5,194,1367,624,24,10,14,17,11,187,67
BEL-Belgian Pro League,2024-25,Mechelen,Rafik Belghali,ALG,DF,22,2002,17.4,1016,37,281,439,312,44,1016,62,28,45.2,32,51.6,657,3933,1919,42,30,16,24,12,629,115
BEL-Belgian Pro League,2024-25,Mechelen,Rob Schoofs,BEL,MF,30,1994,27.4,1929,36,352,1067,534,45,1929,42,28,66.7,12,28.6,1466,8403,3382,60,67,11,37,39,1376,109
BEL-Belgian Pro League,2024-25,Mechelen,Sandy Walsh,IDN,DF,29,1995,2.2,199,11,62,124,15,2,199,0,0,,0,,166,766,350,2,4,0,3,1,154,2
BEL-Belgian Pro League,2024-25,Mechelen,Stephen Welsh,SCO,DF,24,2000,4.5,324,46,175,138,11,7,324,0,0,,0,,206,866,388,0,1,0,0,1,212,1
BEL-Belgian Pro League,2024-25,Mechelen,Toon Raemaekers,BEL,DF,23,2000,24.8,2051,176,934,1005,123,22,2051,16,10,62.5,5,31.3,1463,7907,3731,13,24,1,19,7,1370,11
BEL-Belgian Pro League,2024-25,Mechelen,Zinho Vanheusden,BEL,DF,25,1999,1.8,146,21,98,44,5,2,146,0,0,,0,,108,535,226,1,1,0,0,0,103,1
BEL-Belgian Pro League,2024-25,OH Leuven,Antef Tsoungui,BEL,DF,21,2002,0.5,37,2,10,20,7,0,37,1,0,0.0,0,0.0,26,153,42,0,1,0,2,3,24,1
BEL-Belgian Pro League,2024-25,OH Leuven,Ayumu Ohata,JPN,DF,23,2001,0.6,34,1,7,13,15,0,34,0,0,,0,,23,128,60,0,1,0,0,0,22,2
BEL-Belgian Pro League,2024-25,OH Leuven,Birger Verstraete,BEL,MF,30,1994,23.8,1221,75,332,696,207,5,1221,11,8,72.7,3,27.3,758,4194,1517,8,22,2,19,13,689,12
BEL-Belgian Pro League,2024-25,OH Leuven,Chukwubuikem Ikwuemesi,NGA,FW,22,2001,17.1,492,23,36,244,224,76,492,51,16,31.4,31,60.8,345,2346,782,31,24,14,89,39,366,80
BEL-Belgian Pro League,2024-25,OH Leuven,Davis Opoku,BEL,"FW,DF",16,2007,0.0,7,0,0,3,4,0,7,0,0,,0,,4,33,14,0,0,0,0,0,4,1
BEL-Belgian Pro League,2024-25,OH Leuven,Ewoud Pletinckx,BEL,DF,23,2000,9.2,432,109,277,136,20,9,432,3,2,66.7,1,33.3,263,1511,699,0,0,0,2,2,246,2
BEL-Belgian Pro League,2024-25,OH Leuven,Ezechiel Banzuzi,NED,MF,19,2005,23.1,1148,57,249,636,289,52,1148,45,23,51.1,20,44.4,758,5110,2456,47,47,9,35,35,709,55
BEL-Belgian Pro League,2024-25,OH Leuven,Federico Ricca,URU,DF,29,1994,21.2,1508,204,804,631,79,17,1508,2,1,50.0,1,50.0,1044,6863,4044,13,19,0,8,4,986,5
BEL-Belgian Pro League,2024-25,OH Leuven,Hamza Mendyl,MAR,DF,26,1997,6.5,364,17,92,162,117,7,364,24,9,37.5,13,54.2,241,1849,873,21,17,6,9,3,227,31
BEL-Belgian Pro League,2024-25,OH Leuven,Hasan Kuruçay,,DF,26,1997,17.3,1155,162,616,518,25,10,1155,7,4,57.1,2,28.6,835,4967,2625,9,6,0,3,2,789,2
BEL-Belgian Pro League,2024-25,OH Leuven,Jovan Mijatović,SRB,"FW,MF",19,2005,1.5,55,1,9,19,28,7,55,6,0,0.0,5,83.3,41,209,39,1,2,0,5,5,37,6
BEL-Belgian Pro League,2024-25,OH Leuven,Joël Schingtienne,BEL,DF,21,2002,4.0,203,38,128,62,14,0,203,6,3,50.0,3,50.0,125,751,303,0,0,0,3,4,105,0
BEL-Belgian Pro League,2024-25,OH Leuven,Jón Dagur Þorsteinsson,ISL,"MF,FW",25,1998,1.0,52,1,4,23,25,4,52,11,6,54.5,4,36.4,30,194,71,2,2,1,4,4,28,8
BEL-Belgian Pro League,2024-25,OH Leuven,Konan N'dri,CIV,"FW,MF",23,2000,17.6,664,15,96,259,328,68,664,77,27,35.1,45,58.4,453,4142,2060,86,44,42,56,35,437,145
BEL-Belgian Pro League,2024-25,OH Leuven,Lequincio Zeefuik,NED,FW,19,2004,5.2,147,9,11,80,56,15,147,13,3,23.1,10,76.9,83,601,198,7,6,4,21,15,112,25
BEL-Belgian Pro League,2024-25,OH Leuven,Manuel Osifo,BEL,DF,21,2003,8.0,446,29,153,240,58,8,446,13,4,30.8,8,61.5,258,1746,870,19,14,4,9,5,225,12
BEL-Belgian Pro League,2024-25,OH Leuven,Mathieu Maertens,BEL,"FW,MF",29,1995,8.6,269,6,31,134,108,35,269,15,7,46.7,7,46.7,169,942,286,6,4,2,21,10,163,41
BEL-Belgian Pro League,2024-25,OH Leuven,Maxence Prevot,FRA,GK,27,1997,1.0,45,42,45,0,0,0,45,0,0,,0,,33,150,64,0,0,0,0,0,21,0
BEL-Belgian Pro League,2024-25,OH Leuven,Mickaël Biron,MTQ,"FW,MF",26,1997,1.4,54,1,6,21,30,5,54,5,1,20.0,4,80.0,39,306,132,5,2,2,2,4,34,11
BEL-Belgian Pro League,2024-25,OH Leuven,Siebe Schrijvers,BEL,MF,28,1996,20.2,1091,58,241,551,310,34,1088,36,19,52.8,16,44.4,656,3641,1423,19,36,5,39,27,587,53
BEL-Belgian Pro League,2024-25,OH Leuven,Stefan Mitrović,SRB,"FW,MF",21,2002,14.0,566,11,96,239,249,56,566,52,23,44.2,28,53.8,426,3212,1326,47,31,28,42,29,391,100
BEL-Belgian Pro League,2024-25,OH Leuven,Suphanat Mueanta,THA,"FW,MF",21,2002,0.7,17,1,1,9,7,2,17,0,0,,0,,11,57,24,0,0,0,0,0,14,5
BEL-Belgian Pro League,2024-25,OH Leuven,Takahiro Akimoto,JPN,DF,26,1998,22.5,1269,115,533,547,205,35,1269,20,9,45.0,10,50.0,723,4127,1925,22,16,4,24,7,657,48
BEL-Belgian Pro League,2024-25,OH Leuven,Takuma Ominami,JPN,DF,26,1997,14.8,899,116,498,373,31,14,899,2,2,100.0,0,0.0,639,3466,1570,5,7,1,6,1,616,3
BEL-Belgian Pro League,2024-25,OH Leuven,Thibaud Verlinden,BEL,"FW,MF",25,1999,3.9,155,2,22,56,82,8,155,14,5,35.7,8,57.1,93,863,388,14,7,3,7,7,91,20
BEL-Belgian Pro League,2024-25,OH Leuven,Thibault Vlietinck,BEL,DF,26,1997,14.1,783,43,203,323,267,17,783,20,8,40.0,11,55.0,470,3282,1510,40,23,3,21,4,443,82
BEL-Belgian Pro League,2024-25,OH Leuven,Tobe Leysen,BEL,GK,22,2002,29.0,1314,1112,1299,15,0,0,1314,0,0,,0,,947,4678,2648,0,0,0,0,1,666,0
BEL-Belgian Pro League,2024-25,OH Leuven,William Balikwisha,COD,"FW,MF",25,1999,12.0,550,16,88,227,243,32,550,47,25,53.2,21,44.7,406,3335,1401,43,20,10,25,17,385,83
BEL-Belgian Pro League,2024-25,OH Leuven,Wouter George,BEL,MF,22,2002,1.9,111,6,26,47,42,3,111,10,2,20.0,7,70.0,68,402,118,1,6,1,7,4,64,11
BEL-Belgian Pro League,2024-25,OH Leuven,Youssef Maziz,FRA,"MF,FW",26,1998,15.8,858,15,112,446,315,43,858,48,20,41.7,23,47.9,627,3883,1735,46,29,14,27,21,577,70
BEL-Belgian Pro League,2024-25,OH Leuven,Óscar Gil,ESP,DF,27,1997,11.2,658,45,223,282,160,17,658,34,15,44.1,18,52.9,366,2291,916,20,16,3,23,12,349,35
BEL-Belgian Pro League,2024-25,Sint-Truiden,Adam Nhaili,BEL,"FW,MF",18,2005,2.3,106,1,20,61,27,3,106,5,2,40.0,3,60.0,77,511,207,6,4,2,7,5,82,11
BEL-Belgian Pro League,2024-25,Sint-Truiden,Adriano Bertaccini,BEL,"FW,MF",23,2000,24.7,819,19,131,340,378,118,817,95,46,48.4,48,50.5,605,4368,1826,63,42,24,54,40,562,136
BEL-Belgian Pro League,2024-25,Sint-Truiden,Alouis Diriken,BEL,MF,20,2004,1.6,55,2,15,39,2,0,55,0,0,,0,,36,182,51,0,0,0,5,0,38,1
BEL-Belgian Pro League,2024-25,Sint-Truiden,Andrés Ferrari,URU,FW,21,2003,9.2,279,4,22,127,137,51,279,37,17,45.9,17,45.9,190,1286,477,17,11,9,41,18,183,48
BEL-Belgian Pro League,2024-25,Sint-Truiden,Arthur Alexis,BEL,MF,18,2006,0.1,11,1,2,6,3,0,11,1,0,0.0,1,100.0,7,28,0,0,0,0,0,0,5,0
BEL-Belgian Pro League,2024-25,Sint-Truiden,Bilal Brahimi,ALG,"MF,FW",24,2000,16.5,1056,7,127,461,504,34,1056,62,30,48.4,30,48.4,807,6429,3082,82,64,16,38,30,761,138
BEL-Belgian Pro League,2024-25,Sint-Truiden,Bruno Godeau,BEL,DF,32,1992,27.3,2018,318,1012,920,100,27,2018,13,8,61.5,5,38.5,1329,7510,4006,13,11,1,18,6,1238,16
BEL-Belgian Pro League,2024-25,Sint-Truiden,David Mindombe,BEL,DF,23,2001,1.0,46,13,37,9,0,0,46,0,0,,0,,19,75,36,0,0,0,1,0,28,0
BEL-Belgian Pro League,2024-25,Sint-Truiden,Didier Lamkel Zé,CMR,FW,27,1996,7.1,312,6,26,158,132,37,310,12,5,41.7,6,50.0,232,1383,412,12,8,9,22,15,255,64
BEL-Belgian Pro League,2024-25,Sint-Truiden,Frederic Ananou,TOG,"DF,MF",26,1997,2.2,131,7,44,76,16,1,131,0,0,,0,,84,533,261,4,5,0,0,1,86,13
BEL-Belgian Pro League,2024-25,Sint-Truiden,Hiiro komori,JPN,"MF,FW",23,2000,0.2,5,0,0,2,3,2,5,0,0,,0,,4,32,5,1,0,0,2,0,5,1
BEL-Belgian Pro League,2024-25,Sint-Truiden,Hugo Lambotte,BEL,MF,18,2006,0.4,28,0,2,23,3,0,28,1,1,100.0,0,0.0,24,170,30,0,0,0,1,2,20,3
BEL-Belgian Pro League,2024-25,Sint-Truiden,Isaías Delpupo,ARG,"FW,DF",21,2003,1.5,93,3,11,46,39,10,93,13,6,46.2,6,46.2,66,637,258,5,5,4,9,3,66,17
BEL-Belgian Pro League,2024-25,Sint-Truiden,Jay-David Mbalanda,FRA,FW,17,2007,0.2,14,0,1,5,8,2,14,0,0,,0,,10,57,25,0,0,0,0,0,10,5
BEL-Belgian Pro League,2024-25,Sint-Truiden,Jo Coppens,BEL,GK,33,1990,3.0,113,99,113,0,0,0,113,1,1,100.0,0,0.0,83,467,248,0,0,0,0,0,74,0
BEL-Belgian Pro League,2024-25,Sint-Truiden,Joel Fujita,JPN,MF,22,2002,26.7,1635,98,460,949,250,12,1635,32,19,59.4,12,37.5,1090,5621,2103,20,32,2,31,26,934,45
BEL-Belgian Pro League,2024-25,Sint-Truiden,Joselpho Barnes,GHA,"FW,MF",22,2001,1.3,54,1,8,28,20,7,54,2,1,50.0,1,50.0,28,188,42,0,1,0,4,1,28,9
BEL-Belgian Pro League,2024-25,Sint-Truiden,Kahveh Zahiroleslam,USA,FW,22,2002,11.9,436,17,41,226,179,50,436,35,13,37.1,18,51.4,311,1878,660,21,12,6,38,25,334,80
BEL-Belgian Pro League,2024-25,Sint-Truiden,Leo Kokubo,JPN,GK,23,2001,27.0,1005,848,995,10,0,0,1005,1,0,0.0,0,0.0,699,3493,2011,0,0,0,0,1,515,0
BEL-Belgian Pro League,2024-25,Sint-Truiden,Louis Patris,BEL,"DF,MF",23,2001,18.7,974,66,249,400,339,47,974,24,8,33.3,15,62.5,534,3135,1368,33,27,3,29,16,487,111
BEL-Belgian Pro League,2024-25,Sint-Truiden,Loïc Lapoussin,MAD,"MF,DF",28,1996,5.6,443,8,83,226,143,18,443,28,7,25.0,19,67.9,297,1922,965,24,17,3,19,14,282,38
BEL-Belgian Pro League,2024-25,Sint-Truiden,Olivier Dumont,BEL,"MF,FW",22,2002,4.9,282,6,66,149,69,4,282,6,2,33.3,3,50.0,191,954,416,7,4,2,6,8,195,20
BEL-Belgian Pro League,2024-25,Sint-Truiden,Rein Van Helden,BEL,DF,22,2002,26.0,1900,217,909,899,111,18,1900,23,14,60.9,7,30.4,1249,7137,3709,26,24,0,17,5,1170,14
BEL-Belgian Pro League,2024-25,Sint-Truiden,Rihito Yamamoto,JPN,MF,22,2001,10.5,484,27,111,253,126,12,484,12,7,58.3,4,33.3,324,1895,841,17,13,1,14,10,313,33
BEL-Belgian Pro League,2024-25,Sint-Truiden,Robert-Jan Vanwesemael,BEL,"MF,DF",22,2002,15.5,856,38,254,403,212,13,856,22,16,72.7,5,22.7,548,3677,1618,39,30,6,34,22,516,71
BEL-Belgian Pro League,2024-25,Sint-Truiden,Ryotaro Ito,JPN,MF,26,1998,22.3,1327,29,250,659,438,34,1327,57,33,57.9,22,38.6,1011,5687,1989,29,42,10,44,28,933,83
BEL-Belgian Pro League,2024-25,Sint-Truiden,Ryoya Ogawa,JPN,"DF,MF",27,1996,27.2,1700,120,580,654,479,52,1700,35,19,54.3,15,42.9,1047,6040,2615,46,39,6,33,20,994,146
BEL-Belgian Pro League,2024-25,Sint-Truiden,Shogo Taniguchi,JPN,DF,33,1991,10.5,743,118,390,336,21,11,743,2,1,50.0,1,50.0,533,2818,1343,7,4,0,4,0,506,1
BEL-Belgian Pro League,2024-25,Sint-Truiden,Simen Juklerød,NOR,"DF,FW",30,1994,1.1,68,3,11,31,26,3,68,1,0,0.0,0,0.0,39,265,164,4,2,1,3,0,38,6
BEL-Belgian Pro League,2024-25,Sint-Truiden,Visar Musliu,MKD,DF,29,1994,2.1,120,32,74,44,3,1,120,2,1,50.0,1,50.0,74,397,154,0,0,0,0,0,61,0
BEL-Belgian Pro League,2024-25,Sint-Truiden,Wolke Janssens,BEL,DF,29,1995,9.8,633,70,287,324,28,2,633,8,5,62.5,3,37.5,360,2105,1139,5,7,1,4,3,317,9
BEL-Belgian Pro League,2024-25,Sint-Truiden,Zineddine Belaid,ALG,DF,25,1999,10.1,650,120,375,271,10,8,650,3,3,100.0,0,0.0,471,2745,1301,3,0,1,2,1,434,0
BEL-Belgian Pro League,2024-25,Standard Liège,Aiden O'Neill,AUS,MF,26,1998,24.1,1203,87,340,693,182,14,1203,21,9,42.9,10,47.6,796,4393,1534,13,18,2,23,20,721,11
BEL-Belgian Pro League,2024-25,Standard Liège,Alexandro Calut,BEL,"DF,MF",21,2003,2.1,132,5,41,63,28,1,132,2,1,50.0,1,50.0,94,581,290,5,6,0,3,0,86,8
BEL-Belgian Pro League,2024-25,Standard Liège,Andi Zeqiri,SUI,FW,25,1999,19.1,532,18,35,280,225,88,527,27,9,33.3,17,63.0,311,1824,673,25,19,13,52,31,335,101
BEL-Belgian Pro League,2024-25,Standard Liège,Andreas Hountondji,BEN,FW,22,2002,3.5,113,5,13,41,62,19,113,10,2,20.0,8,80.0,74,572,200,7,4,7,13,5,78,33
BEL-Belgian Pro League,2024-25,Standard Liège,Arnaud Bodart,BEL,GK,26,1998,2.0,74,54,73,1,0,0,74,0,0,,0,,44,410,207,0,0,0,0,0,20,0
BEL-Belgian Pro League,2024-25,Standard Liège,Attila Szalai,HUN,DF,26,1998,2.7,151,31,83,60,9,2,151,1,0,0.0,1,100.0,78,440,232,0,2,0,1,0,72,2
BEL-Belgian Pro League,2024-25,Standard Liège,Boli Bolingoli-Mbombo,BEL,DF,29,1995,5.3,321,20,94,140,89,9,321,8,2,25.0,5,62.5,183,1161,524,10,10,1,14,6,166,25
BEL-Belgian Pro League,2024-25,Standard Liège,Bosko Sutalo,CRO,DF,24,2000,18.2,1061,106,508,481,80,11,1061,12,8,66.7,4,33.3,630,3955,1569,14,20,2,28,9,546,5
BEL-Belgian Pro League,2024-25,Standard Liège,Daan Dierckx,BEL,DF,21,2003,5.8,266,49,148,107,12,6,266,0,0,,0,,141,649,212,0,1,0,0,0,134,0
BEL-Belgian Pro League,2024-25,Standard Liège,David Bates,SCO,DF,27,1996,8.6,489,85,302,181,8,4,489,0,0,,0,,286,1465,453,0,3,1,6,1,255,0
BEL-Belgian Pro League,2024-25,Standard Liège,Dennis Eckert,GER,FW,27,1997,20.0,826,25,95,406,345,109,824,52,28,53.8,22,42.3,544,3045,1181,31,25,17,52,23,564,130
BEL-Belgian Pro League,2024-25,Standard Liège,Gavin Bazunu,IRL,GK,22,2002,6.0,222,158,222,0,0,0,222,0,0,,0,,159,1014,505,0,0,0,0,0,113,0
BEL-Belgian Pro League,2024-25,Standard Liège,Grejohn Kyei,FRA,"FW,MF",28,1995,2.4,67,6,10,34,24,9,67,5,2,40.0,2,40.0,47,227,64,4,1,2,10,7,50,16
BEL-Belgian Pro League,2024-25,Standard Liège,Henry Lawrence,ENG,DF,22,2001,23.1,1286,109,519,643,145,8,1286,39,23,59.0,11,28.2,741,4684,2371,21,11,1,30,5,679,19
BEL-Belgian Pro League,2024-25,Standard Liège,Ibe Hautekiet,BEL,DF,22,2002,24.0,1300,202,736,532,38,15,1300,2,2,100.0,0,0.0,732,4324,1865,6,5,2,9,4,670,3
BEL-Belgian Pro League,2024-25,Standard Liège,Ibrahim Karamoko,FRA,MF,23,2001,5.0,283,16,110,154,24,4,283,6,5,83.3,0,0.0,163,930,325,2,1,0,7,3,139,2
BEL-Belgian Pro League,2024-25,Standard Liège,Ilay Camara,SEN,DF,21,2003,23.7,1349,51,288,561,520,73,1349,103,38,36.9,60,58.3,818,6302,3168,100,54,32,63,29,737,165
BEL-Belgian Pro League,2024-25,Standard Liège,Isaac Price,NIR,MF,20,2003,19.6,1050,53,226,531,311,40,1050,29,15,51.7,14,48.3,706,4119,1768,35,34,5,32,21,646,90
BEL-Belgian Pro League,2024-25,Standard Liège,Jean Thierry Lazare,CIV,"MF,FW",26,1998,5.4,257,4,31,131,106,9,257,16,8,50.0,6,37.5,162,1231,554,14,17,2,20,13,151,27
BEL-Belgian Pro League,2024-25,Standard Liège,Kilian Lokembo,BEL,DF,22,2002,0.0,8,0,5,2,1,0,8,0,0,,0,,2,6,0,0,0,0,0,0,1,0
BEL-Belgian Pro League,2024-25,Standard Liège,Laurent Henkinet,BEL,GK,31,1992,3.5,113,101,112,1,0,0,113,0,0,,0,,70,429,291,0,0,0,0,0,41,0
BEL-Belgian Pro League,2024-25,Standard Liège,Lucas Noubi,BEL,DF,19,2005,1.5,97,2,45,52,1,0,97,0,0,,0,,60,384,134,1,1,0,0,2,52,0
BEL-Belgian Pro League,2024-25,Standard Liège,Léandre Kuavita,BEL,MF,20,2004,20.6,730,33,143,357,241,46,730,22,6,27.3,13,59.1,436,2300,873,23,23,6,23,35,410,72
BEL-Belgian Pro League,2024-25,Standard Liège,Marko Bulat,CRO,"MF,FW",22,2001,14.0,529,17,85,242,209,15,529,25,9,36.0,12,48.0,288,1701,511,11,13,7,28,18,257,36
BEL-Belgian Pro League,2024-25,Standard Liège,Marlon Fossey,USA,DF,25,1998,28.1,1396,111,407,584,417,44,1396,27,14,51.9,11,40.7,731,4249,1795,54,33,13,28,10,682,111
BEL-Belgian Pro League,2024-25,Standard Liège,Matthieu Epolo,BEL,GK,20,2004,18.5,603,498,600,3,0,0,603,2,2,100.0,0,0.0,368,2424,1193,0,0,0,0,0,218,0
BEL-Belgian Pro League,2024-25,Standard Liège,Muhammed Badamosi,GAM,FW,25,1998,1.3,66,2,7,36,24,5,66,4,2,50.0,2,50.0,42,323,87,3,3,0,13,9,45,8
BEL-Belgian Pro League,2024-25,Standard Liège,Nathan Ngoy,BEL,DF,21,2003,4.0,252,30,115,126,13,4,252,3,1,33.3,1,33.3,159,1195,607,8,5,0,0,0,148,2
BEL-Belgian Pro League,2024-25,Standard Liège,Sacha Banse,BFA,MF,23,2001,0.4,17,0,4,7,6,1,17,1,0,0.0,1,100.0,10,78,18,1,2,0,2,3,9,4
BEL-Belgian Pro League,2024-25,Standard Liège,Sotiris Alexandropoulos,GRE,MF,22,2001,7.6,544,17,129,325,99,6,544,15,12,80.0,3,20.0,377,2368,1069,15,18,3,16,9,351,11
BEL-Belgian Pro League,2024-25,Standard Liège,Soufiane Benjdida,MAR,FW,22,2001,6.3,215,6,22,100,94,18,213,12,4,33.3,8,66.7,139,724,154,3,4,1,23,19,144,34
BEL-Belgian Pro League,2024-25,Standard Liège,Souleyman Doumbia,CIV,DF,27,1996,2.1,158,13,81,53,25,0,158,6,1,16.7,4,66.7,88,520,164,2,1,0,5,3,84,7
BEL-Belgian Pro League,2024-25,Standard Liège,Viktor Đukanović,MNE,"DF,MF",20,2004,0.5,29,1,5,9,15,1,29,2,0,0.0,2,100.0,25,189,48,1,3,1,1,3,24,7
BEL-Belgian Pro League,2024-25,Union SG,Alessio Castro-Montes,BEL,"DF,FW",27,1997,11.4,708,21,110,281,327,25,708,35,12,34.3,19,54.3,459,3103,1381,34,33,4,24,9,432,90
BEL-Belgian Pro League,2024-25,Union SG,Anan Khalaili,ISR,"DF,FW",19,2004,16.7,1002,58,237,425,352,52,1002,66,26,39.4,38,57.6,648,4368,1972,55,33,17,29,15,614,122
BEL-Belgian Pro League,2024-25,Union SG,Anouar Ait El Hadj,BEL,MF,22,2002,11.9,634,6,62,314,265,41,634,29,14,48.3,12,41.4,456,2829,1062,26,23,9,18,9,423,59
BEL-Belgian Pro League,2024-25,Union SG,Anthony Moris,LUX,GK,34,1990,30.0,1048,706,1033,15,0,0,1048,0,0,,0,,803,4228,2636,0,0,0,2,0,621,0
BEL-Belgian Pro League,2024-25,Union SG,Cameron Puertas,SUI,MF,25,1998,2.2,178,1,12,105,64,9,178,23,11,47.8,9,39.1,137,893,337,9,3,2,11,11,129,20
BEL-Belgian Pro League,2024-25,Union SG,Casper Terho,FIN,"DF,FW",21,2003,4.8,245,13,46,98,103,19,245,6,3,50.0,3,50.0,161,952,380,8,8,4,12,4,146,40
BEL-Belgian Pro League,2024-25,Union SG,Charles Vanhoutte,BEL,MF,25,1998,22.5,1617,57,316,919,397,18,1617,15,9,60.0,5,33.3,921,4885,2053,28,45,6,20,14,838,35
BEL-Belgian Pro League,2024-25,Union SG,Christian Burgess,ENG,DF,32,1991,21.0,1275,144,643,594,47,19,1275,1,1,100.0,0,0.0,755,4409,2290,5,6,0,5,2,708,1
BEL-Belgian Pro League,2024-25,Union SG,Dennis Eckert,GER,FW,27,1997,2.2,52,1,4,26,22,7,52,2,1,50.0,0,0.0,37,212,74,2,1,1,4,3,41,11
BEL-Belgian Pro League,2024-25,Union SG,Elton Kabangu,BEL,"FW,MF",26,1998,1.4,31,0,2,6,23,7,31,3,0,0.0,3,100.0,24,117,53,2,1,1,4,0,22,13
BEL-Belgian Pro League,2024-25,Union SG,Fedde Leysen,BEL,DF,21,2003,17.4,1321,69,401,792,139,26,1321,11,8,72.7,2,18.2,812,4800,2689,13,20,0,12,7,763,12
BEL-Belgian Pro League,2024-25,Union SG,Franjo Ivanović,CRO,"FW,MF",20,2003,19.5,763,12,64,321,399,132,762,97,48,49.5,46,47.4,570,4749,1959,68,49,32,81,42,557,152
BEL-Belgian Pro League,2024-25,Union SG,Guillaume François,BEL,"DF,FW",34,1990,1.3,71,3,11,36,24,3,71,1,0,0.0,1,100.0,43,238,61,1,0,1,1,0,38,9
BEL-Belgian Pro League,2024-25,Union SG,Henok Teklab,GER,"DF,FW",25,1998,2.8,166,4,23,81,64,7,166,6,0,0.0,6,100.0,122,741,316,6,7,1,7,1,107,27
BEL-Belgian Pro League,2024-25,Union SG,Jean Thierry Lazare,CIV,MF,26,1998,5.0,241,3,31,91,124,17,241,9,3,33.3,3,33.3,166,1064,425,15,10,4,22,10,147,38
BEL-Belgian Pro League,2024-25,Union SG,Kamiel Van De Perre,BEL,MF,20,2004,4.9,307,13,71,171,70,11,307,11,8,72.7,3,27.3,187,1144,546,8,9,2,4,5,176,16
BEL-Belgian Pro League,2024-25,Union SG,Kevin Mac Allister,ARG,DF,26,1997,22.6,1549,166,574,775,206,26,1549,7,3,42.9,3,42.9,821,4430,1925,10,18,1,19,3,756,15
BEL-Belgian Pro League,2024-25,Union SG,Kevin Rodríguez,ECU,FW,24,2000,7.0,291,8,28,111,157,53,290,39,13,33.3,26,66.7,220,1406,378,19,10,12,41,20,236,72
BEL-Belgian Pro League,2024-25,Union SG,Koki Machida,JPN,DF,26,1997,21.0,1359,93,465,759,140,16,1359,3,0,0.0,3,100.0,812,4764,2258,18,16,1,12,6,749,20
BEL-Belgian Pro League,2024-25,Union SG,Loïc Lapoussin,MAD,DF,28,1996,5.9,420,18,105,198,130,22,420,37,14,37.8,21,56.8,291,1854,901,19,13,6,26,9,245,33
BEL-Belgian Pro League,2024-25,Union SG,Mamadou Traoré,MLI,DF,22,2002,0.2,13,1,3,7,5,0,13,0,0,,0,,8,57,13,0,0,0,2,1,7,2
BEL-Belgian Pro League,2024-25,Union SG,Marc Giger,SUI,"DF,MF",20,2004,0.2,20,0,1,10,10,0,20,2,2,100.0,0,0.0,15,146,62,1,2,0,1,0,15,3
BEL-Belgian Pro League,2024-25,Union SG,Mathias Rasmussen,NOR,MF,26,1997,10.2,602,32,122,330,157,11,602,8,5,62.5,3,37.5,336,1661,653,6,12,1,8,2,310,24
BEL-Belgian Pro League,2024-25,Union SG,Mohammed Fuseini,GHA,"FW,MF",22,2002,14.3,420,4,57,133,244,84,419,59,19,32.2,32,54.2,307,2367,1038,44,20,28,49,26,279,112
BEL-Belgian Pro League,2024-25,Union SG,Noah Sadiki,COD,MF,19,2004,26.9,1426,39,253,787,405,53,1426,48,15,31.3,29,60.4,1019,6129,2536,47,60,11,32,37,974,124
