league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks
,,,,,,,,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%
ENG-Premier League,2023-24,Crystal Palace,Remi Matthews,ENG,GK,29,1994,1,0,4,0.0,1,22.5,1,0,0.0,0,0,0,0,,0,0,0,0,
ENG-Premier League,2023-24,Crystal Palace,Sam Johnstone,ENG,GK,30,1993,20,20,1796,20.0,27,1.35,67,41,62.7,5,6,9,6,30.0,2,2,0,0,0.0
ENG-Premier League,2023-24,Everton,Jordan Pickford,ENG,GK,29,1994,38,38,3420,38.0,51,1.34,165,117,73.9,13,9,16,13,34.2,8,8,0,0,0.0
ENG-Premier League,2023-24,Fulham,Bernd Leno,GER,GK,31,1992,38,38,3420,38.0,61,1.61,190,133,72.1,13,8,17,10,26.3,8,8,0,0,0.0
ENG-Premier League,2023-24,Liverpool,Alisson,BRA,GK,30,1992,28,28,2520,28.0,30,1.07,109,80,73.4,16,8,4,8,28.6,1,1,0,0,0.0
ENG-Premier League,2023-24,Liverpool,Caoimhín Kelleher,IRL,GK,24,1998,10,10,900,10.0,11,1.1,38,28,71.1,8,2,0,2,20.0,0,0,0,0,
ENG-Premier League,2023-24,Luton Town,James Shea,ENG,GK,32,1991,1,0,15,0.2,0,0.0,2,2,100.0,0,0,0,0,,0,0,0,0,
ENG-Premier League,2023-24,Luton Town,Thomas Kaminski,BEL,GK,30,1992,38,38,3405,37.8,85,2.25,221,140,63.3,6,8,24,2,5.3,4,4,0,0,0.0
ENG-Premier League,2023-24,Manchester City,Ederson,BRA,GK,29,1993,33,33,2785,30.9,27,0.87,82,56,70.7,24,6,3,10,30.3,3,3,0,0,0.0
ENG-Premier League,2023-24,Manchester City,Stefan Ortega,GER,GK,30,1992,9,5,635,7.1,7,0.99,27,20,74.1,4,1,0,3,60.0,0,0,0,0,
ENG-Premier League,2023-24,Manchester Utd,André Onana,CMR,GK,27,1996,38,38,3420,38.0,58,1.53,203,146,74.9,18,6,14,9,23.7,7,7,0,0,0.0
ENG-Premier League,2023-24,Newcastle Utd,Loris Karius,GER,GK,30,1993,1,1,90,1.0,4,4.0,7,4,42.9,0,0,1,0,0.0,0,0,0,0,
ENG-Premier League,2023-24,Newcastle Utd,Martin Dúbravka,SVK,GK,34,1989,23,22,1985,22.1,42,1.9,130,87,70.8,9,4,9,5,22.7,5,4,1,0,20.0
ENG-Premier League,2023-24,Newcastle Utd,Nick Pope,ENG,GK,31,1992,15,15,1345,14.9,16,1.07,58,42,72.4,9,2,4,5,33.3,0,0,0,0,
ENG-Premier League,2023-24,Nott'ham Forest,Matt Turner,USA,GK,29,1994,17,17,1530,17.0,28,1.65,80,52,67.5,4,5,8,2,11.8,2,2,0,0,0.0
ENG-Premier League,2023-24,Nott'ham Forest,Matz Sels,BEL,GK,31,1992,16,16,1440,16.0,27,1.69,61,36,57.4,4,4,8,1,6.3,1,1,0,0,0.0
ENG-Premier League,2023-24,Nott'ham Forest,Odysseas Vlachodimos,GRE,GK,29,1994,5,5,450,5.0,12,2.4,22,10,50.0,1,0,4,1,20.0,1,1,0,0,0.0
ENG-Premier League,2023-24,Sheffield Utd,Ivo Grbić,CRO,GK,27,1996,9,9,771,8.6,25,2.92,59,36,57.6,0,3,6,0,0.0,1,0,0,1,
ENG-Premier League,2023-24,Sheffield Utd,Wes Foderingham,ENG,GK,32,1991,30,29,2649,29.4,79,2.68,204,130,63.7,3,4,22,1,3.4,6,5,0,1,0.0
ENG-Premier League,2023-24,Tottenham,Guglielmo Vicario,ITA,GK,26,1996,38,38,3420,38.0,61,1.61,167,109,67.7,20,6,12,7,18.4,7,7,0,0,0.0
ENG-Premier League,2023-24,West Ham,Alphonse Areola,FRA,GK,30,1993,31,31,2699,30.0,53,1.77,188,136,74.5,11,9,11,4,12.9,7,5,2,0,28.6
ENG-Premier League,2023-24,West Ham,Łukasz Fabiański,POL,GK,38,1985,10,7,721,8.0,21,2.62,53,33,66.0,3,1,3,1,14.3,3,3,0,0,0.0
ENG-Premier League,2023-24,Wolves,Daniel Bentley,ENG,GK,30,1993,5,3,383,4.3,7,1.64,15,8,53.3,1,0,2,1,33.3,0,0,0,0,
ENG-Premier League,2023-24,Wolves,José Sá,POR,GK,30,1993,35,35,3037,33.7,58,1.72,188,131,73.4,12,7,16,4,11.4,8,8,0,0,0.0
ESP-La Liga,2023-24,Alavés,Antonio Sivera,ESP,GK,26,1996,34,34,3060,34.0,38,1.12,123,87,75.6,11,8,15,10,29.4,8,8,0,0,0.0
ESP-La Liga,2023-24,Alavés,Jesús Owono,EQG,GK,22,2001,4,4,360,4.0,8,2.0,24,16,66.7,1,2,1,1,25.0,0,0,0,0,
ESP-La Liga,2023-24,Almería,Diego Mariño,ESP,GK,33,1990,1,1,90,1.0,2,2.0,4,2,100.0,0,0,1,0,0.0,2,2,0,0,0.0
ESP-La Liga,2023-24,Almería,Fernando,ESP,GK,33,1990,4,4,360,4.0,10,2.5,23,13,56.5,1,1,2,0,0.0,0,0,0,0,
ESP-La Liga,2023-24,Almería,Luís Maximiano,POR,GK,24,1999,33,33,2970,33.0,63,1.91,175,111,66.3,2,11,20,6,18.2,7,4,1,2,20.0
ESP-La Liga,2023-24,Athletic Club,Julen Agirrezabala,ESP,GK,22,2000,4,2,238,2.6,4,1.51,12,8,66.7,1,0,1,2,100.0,0,0,0,0,
ESP-La Liga,2023-24,Athletic Club,Unai Simón,ESP,GK,26,1997,36,36,3182,35.4,33,0.93,122,90,73.8,18,11,7,16,44.4,5,1,3,1,75.0
ESP-La Liga,2023-24,Atlético Madrid,Jan Oblak,SVN,GK,30,1993,38,38,3420,38.0,43,1.13,144,101,70.8,24,4,10,13,34.2,2,1,0,1,0.0
ESP-La Liga,2023-24,Barcelona,Iñaki Peña,ESP,GK,24,1999,10,10,900,10.0,17,1.7,39,22,56.4,6,2,2,2,20.0,0,0,0,0,
ESP-La Liga,2023-24,Barcelona,Marc-André ter Stegen,GER,GK,31,1992,28,28,2520,28.0,27,0.96,102,75,75.5,20,5,3,15,53.6,2,2,0,0,0.0
ESP-La Liga,2023-24,Betis,Claudio Bravo,CHI,GK,40,1983,7,7,630,7.0,5,0.71,20,16,75.0,3,4,0,2,28.6,0,0,0,0,
ESP-La Liga,2023-24,Betis,Fran Vieites,ESP,GK,24,1999,4,3,315,3.5,4,1.14,18,14,77.8,1,2,0,2,66.7,0,0,0,0,
