league,season,team,player,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
BEL-Belgian Pro League,2024-25,Standard Liège,Arnaud Bodart,BEL,GK,26,1998,2.0,64,43,20,4,0,0,0,0,0,0,0,0,24,1,0
BEL-Belgian Pro League,2024-25,Standard Liège,Attila Szalai,HUN,DF,26,1998,2.7,114,98,16,7,0,1,1,0,0,0,0,0,87,0,1
BEL-Belgian Pro League,2024-25,Standard Liège,Boli Bolingoli-Mbombo,BEL,DF,29,1995,5.3,255,217,38,5,0,0,12,33,0,0,0,0,201,0,2
BEL-Belgian Pro League,2024-25,Standard Liège,Bosko Sutalo,CRO,DF,24,2000,18.2,788,758,27,21,1,3,9,6,0,0,0,0,629,3,4
BEL-Belgian Pro League,2024-25,Standard Liège,Daan Dierckx,BEL,DF,21,2003,5.8,186,172,11,8,1,0,1,0,0,0,0,0,143,3,3
BEL-Belgian Pro League,2024-25,Standard Liège,David Bates,SCO,DF,27,1996,8.6,374,358,15,9,0,1,0,1,0,0,0,0,314,1,1
BEL-Belgian Pro League,2024-25,Standard Liège,Dennis Eckert,GER,FW,27,1997,20.0,578,533,39,12,1,5,23,1,11,3,4,0,378,6,12
BEL-Belgian Pro League,2024-25,Standard Liège,Gavin Bazunu,IRL,GK,22,2002,6.0,207,161,45,17,0,1,0,0,0,0,0,0,128,1,0
BEL-Belgian Pro League,2024-25,Standard Liège,Grejohn Kyei,FRA,"FW,MF",28,1995,2.4,37,36,1,0,1,0,0,0,0,0,0,0,25,0,1
BEL-Belgian Pro League,2024-25,Standard Liège,Henry Lawrence,ENG,DF,22,2001,23.1,1018,880,135,30,0,6,10,105,0,0,0,0,759,3,23
BEL-Belgian Pro League,2024-25,Standard Liège,Ibe Hautekiet,BEL,DF,22,2002,24.0,988,938,48,23,0,0,1,2,0,0,0,0,833,2,6
BEL-Belgian Pro League,2024-25,Standard Liège,Ibrahim Karamoko,FRA,MF,23,2001,5.0,220,214,6,6,0,0,0,0,0,0,0,0,168,0,5
BEL-Belgian Pro League,2024-25,Standard Liège,Ilay Camara,SEN,DF,21,2003,23.7,991,788,198,24,4,7,94,139,35,19,11,0,714,5,33
BEL-Belgian Pro League,2024-25,Standard Liège,Isaac Price,NIR,MF,20,2003,19.6,776,733,32,8,5,12,55,6,16,6,9,0,526,11,20
BEL-Belgian Pro League,2024-25,Standard Liège,Jean Thierry Lazare,CIV,"MF,FW",26,1998,5.4,172,163,9,1,1,0,11,3,5,0,0,0,120,0,10
BEL-Belgian Pro League,2024-25,Standard Liège,Kilian Lokembo,BEL,DF,22,2002,0.0,4,2,2,0,0,0,0,2,0,0,0,0,4,0,0
BEL-Belgian Pro League,2024-25,Standard Liège,Laurent Henkinet,BEL,GK,31,1992,3.5,103,67,36,9,0,0,0,0,0,0,0,0,47,0,0
BEL-Belgian Pro League,2024-25,Standard Liège,Lucas Noubi,BEL,DF,19,2005,1.5,80,73,5,5,1,1,0,0,0,0,0,0,55,2,1
BEL-Belgian Pro League,2024-25,Standard Liège,Léandre Kuavita,BEL,MF,20,2004,20.6,534,525,7,4,3,0,29,2,0,0,0,0,351,2,12
BEL-Belgian Pro League,2024-25,Standard Liège,Marko Bulat,CRO,"MF,FW",22,2001,14.0,381,284,93,42,1,3,74,0,46,21,23,0,245,4,9
BEL-Belgian Pro League,2024-25,Standard Liège,Marlon Fossey,USA,DF,25,1998,28.1,1104,862,237,7,1,1,61,230,0,0,0,0,834,5,31
BEL-Belgian Pro League,2024-25,Standard Liège,Matthieu Epolo,BEL,GK,20,2004,18.5,544,353,189,46,0,0,0,0,0,0,0,0,293,2,2
BEL-Belgian Pro League,2024-25,Standard Liège,Muhammed Badamosi,GAM,FW,25,1998,1.3,31,30,0,0,0,0,2,0,0,0,0,0,16,1,2
BEL-Belgian Pro League,2024-25,Standard Liège,Nathan Ngoy,BEL,DF,21,2003,4.0,197,191,5,3,0,2,0,2,0,0,0,0,167,1,4
BEL-Belgian Pro League,2024-25,Standard Liège,Sacha Banse,BFA,MF,23,2001,0.4,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0
BEL-Belgian Pro League,2024-25,Standard Liège,Sotiris Alexandropoulos,GRE,MF,22,2001,7.6,431,420,8,7,0,2,5,0,1,1,0,0,343,3,13
BEL-Belgian Pro League,2024-25,Standard Liège,Soufiane Benjdida,MAR,FW,22,2001,6.3,140,136,4,0,1,0,4,0,0,0,0,0,87,0,5
BEL-Belgian Pro League,2024-25,Standard Liège,Souleyman Doumbia,CIV,DF,27,1996,2.1,114,97,17,3,0,0,5,14,0,0,0,0,83,0,4
BEL-Belgian Pro League,2024-25,Standard Liège,Viktor Đukanović,MNE,"DF,MF",20,2004,0.5,26,22,4,1,0,0,3,2,1,0,1,0,20,0,1
BEL-Belgian Pro League,2024-25,Union SG,Alessio Castro-Montes,BEL,"DF,FW",27,1997,11.4,575,493,77,14,2,3,78,32,31,6,24,0,419,5,27
BEL-Belgian Pro League,2024-25,Union SG,Anan Khalaili,ISR,"DF,FW",19,2004,16.7,706,667,39,1,2,3,50,38,0,0,0,0,491,0,28
BEL-Belgian Pro League,2024-25,Union SG,Anouar Ait El Hadj,BEL,MF,22,2002,11.9,512,473,36,14,3,7,30,5,9,5,2,0,395,3,8
BEL-Belgian Pro League,2024-25,Union SG,Anthony Moris,LUX,GK,34,1990,30.0,981,794,180,80,0,4,0,0,0,0,0,0,700,7,0
BEL-Belgian Pro League,2024-25,Union SG,Cameron Puertas,SUI,MF,25,1998,2.2,127,114,12,8,0,3,12,0,4,4,0,0,91,1,5
BEL-Belgian Pro League,2024-25,Union SG,Casper Terho,FIN,"DF,FW",21,2003,4.8,183,167,15,3,0,0,29,5,7,4,3,0,127,1,6
BEL-Belgian Pro League,2024-25,Union SG,Charles Vanhoutte,BEL,MF,25,1998,22.5,1354,1168,179,68,2,6,94,22,73,35,33,0,1075,7,22
BEL-Belgian Pro League,2024-25,Union SG,Christian Burgess,ENG,DF,32,1991,21.0,1011,962,45,35,0,2,2,10,0,0,0,0,848,4,3
BEL-Belgian Pro League,2024-25,Union SG,Dennis Eckert,GER,FW,27,1997,2.2,39,36,3,0,0,0,1,0,0,0,0,0,30,0,3
BEL-Belgian Pro League,2024-25,Union SG,Elton Kabangu,BEL,"FW,MF",26,1998,1.4,20,20,0,0,0,0,2,0,0,0,0,0,15,0,2
BEL-Belgian Pro League,2024-25,Union SG,Fedde Leysen,BEL,DF,21,2003,17.4,1118,959,157,25,0,6,8,132,0,0,0,0,931,2,9
BEL-Belgian Pro League,2024-25,Union SG,Franjo Ivanović,CRO,"FW,MF",20,2003,19.5,429,417,9,0,4,1,11,3,0,0,0,0,312,3,20
BEL-Belgian Pro League,2024-25,Union SG,Guillaume François,BEL,"DF,FW",34,1990,1.3,56,53,1,0,0,0,4,1,0,0,0,0,35,2,3
BEL-Belgian Pro League,2024-25,Union SG,Henok Teklab,GER,"DF,FW",25,1998,2.8,133,120,12,0,1,1,6,12,0,0,0,0,110,1,2
BEL-Belgian Pro League,2024-25,Union SG,Jean Thierry Lazare,CIV,MF,26,1998,5.0,168,162,6,0,0,0,9,4,1,0,0,0,121,0,11
BEL-Belgian Pro League,2024-25,Union SG,Kamiel Van De Perre,BEL,MF,20,2004,4.9,221,217,2,0,1,0,2,1,0,0,0,0,174,2,6
BEL-Belgian Pro League,2024-25,Union SG,Kevin Mac Allister,ARG,DF,26,1997,22.6,1237,1005,226,14,2,0,10,165,0,0,0,0,992,6,15
BEL-Belgian Pro League,2024-25,Union SG,Kevin Rodríguez,ECU,FW,24,2000,7.0,154,150,3,1,0,1,6,0,0,0,0,0,103,1,7
BEL-Belgian Pro League,2024-25,Union SG,Koki Machida,JPN,DF,26,1997,21.0,1133,993,136,26,1,2,8,109,0,0,0,0,917,4,4
BEL-Belgian Pro League,2024-25,Union SG,Loïc Lapoussin,MAD,DF,28,1996,5.9,304,278,25,8,2,7,15,14,3,1,1,0,232,1,11
BEL-Belgian Pro League,2024-25,Union SG,Mamadou Traoré,MLI,DF,22,2002,0.2,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0
BEL-Belgian Pro League,2024-25,Union SG,Marc Giger,SUI,"DF,MF",20,2004,0.2,15,15,0,0,0,0,1,0,0,0,0,0,11,0,0
BEL-Belgian Pro League,2024-25,Union SG,Mathias Rasmussen,NOR,MF,26,1997,10.2,498,437,58,29,3,1,40,2,25,11,11,0,369,3,11
BEL-Belgian Pro League,2024-25,Union SG,Mohammed Fuseini,GHA,"FW,MF",22,2002,14.3,218,211,5,0,1,0,9,3,0,0,0,0,147,2,13
BEL-Belgian Pro League,2024-25,Union SG,Noah Sadiki,COD,MF,19,2004,26.9,1140,1104,32,10,8,2,18,11,0,0,0,0,980,4,21
BEL-Belgian Pro League,2024-25,Union SG,Ousseynou Niang,SEN,"DF,FW",22,2001,11.8,438,407,27,1,0,2,35,22,4,1,0,0,334,4,18
BEL-Belgian Pro League,2024-25,Union SG,Promise David,CAN,FW,23,2001,15.3,272,265,3,1,4,1,19,0,0,0,0,0,146,4,15
BEL-Belgian Pro League,2024-25,Union SG,Ross Sykes,ENG,DF,25,1999,11.3,619,499,117,12,0,3,5,75,0,0,0,0,474,3,6
BEL-Belgian Pro League,2024-25,Union SG,Sofiane Boufal,MAR,MF,30,1993,7.4,333,305,26,10,4,3,21,4,12,4,3,0,258,2,7
BEL-Belgian Pro League,2024-25,Westerlo,Alfie Devine,ENG,MF,19,2004,17.8,653,634,15,5,0,3,29,5,4,1,2,0,498,4,19
BEL-Belgian Pro League,2024-25,Westerlo,Allahyar Sayyadmanesh,IRN,"FW,MF",23,2001,20.1,582,520,61,3,1,6,52,57,1,0,0,0,348,1,17
BEL-Belgian Pro League,2024-25,Westerlo,Amando Lapage,BEL,DF,19,2004,0.3,12,10,2,0,0,0,0,2,0,0,0,0,6,0,1
BEL-Belgian Pro League,2024-25,Westerlo,Andreas Jungdal,DEN,GK,22,2002,8.0,319,242,75,21,0,0,0,0,0,0,0,0,218,2,0
BEL-Belgian Pro League,2024-25,Westerlo,Arthur Piedfort,BEL,MF,19,2005,15.4,376,367,7,1,1,2,6,5,0,0,0,0,281,2,12
BEL-Belgian Pro League,2024-25,Westerlo,Bryan Reynolds,USA,DF,23,2001,26.3,1417,1161,251,12,4,13,72,239,0,0,0,0,1059,5,42
BEL-Belgian Pro League,2024-25,Westerlo,Dire Mebude,SCO,FW,20,2004,7.6,210,203,7,1,2,1,15,5,0,0,0,0,160,0,6
BEL-Belgian Pro League,2024-25,Westerlo,Dogucan Haspolat,TUR,MF,24,2000,28.9,1388,1146,237,84,5,9,204,4,149,69,66,0,956,5,19
BEL-Belgian Pro League,2024-25,Westerlo,Edisson Jordanov,BUL,DF,31,1993,0.8,43,34,9,3,0,0,4,6,0,0,0,0,33,0,1
BEL-Belgian Pro League,2024-25,Westerlo,Emin Bayram,TUR,DF,21,2003,16.7,905,855,48,28,0,12,6,18,0,0,0,0,756,2,4
BEL-Belgian Pro League,2024-25,Westerlo,Emir Ortakaya,TUR,DF,20,2004,1.7,77,73,4,2,0,0,0,0,0,0,0,0,66,0,1
BEL-Belgian Pro League,2024-25,Westerlo,Griffin Yow,USA,FW,21,2002,17.0,432,411,19,4,2,5,44,8,1,1,0,0,295,2,19
BEL-Belgian Pro League,2024-25,Westerlo,Isa Sakamoto,JPN,"MF,FW",20,2003,7.4,145,142,3,0,2,0,1,0,0,0,0,0,110,0,11
BEL-Belgian Pro League,2024-25,Westerlo,Islam Slimani,ALG,"FW,MF",36,1988,2.5,77,74,2,0,0,0,2,0,0,0,0,0,55,1,2
BEL-Belgian Pro League,2024-25,Westerlo,Jordan Bos,AUS,"DF,FW",21,2002,11.4,442,404,37,1,1,1,39,36,0,0,0,0,325,1,14
BEL-Belgian Pro League,2024-25,Westerlo,Josimar Alcocer,CRC,"FW,MF",20,2004,14.5,394,371,22,2,0,6,16,18,1,0,0,0,305,1,12
BEL-Belgian Pro League,2024-25,Westerlo,Koen Van Langendonck,BEL,GK,35,1989,10.0,359,262,96,16,0,0,0,0,0,0,0,0,284,1,1
BEL-Belgian Pro League,2024-25,Westerlo,Lucas Stassin,BEL,FW,19,2004,4.5,107,96,11,0,1,3,2,0,0,0,0,0,76,0,6
BEL-Belgian Pro League,2024-25,Westerlo,Luka Vušković,CRO,DF,17,2007,27.5,1358,1272,82,70,3,18,6,1,0,0,0,0,1145,4,8
BEL-Belgian Pro League,2024-25,Westerlo,Mathias Fixelles,BEL,"FW,MF",27,1996,0.2,18,18,0,0,0,0,2,0,0,0,0,0,13,0,0
BEL-Belgian Pro League,2024-25,Westerlo,Matija Frigan,CRO,FW,21,2003,20.5,355,316,38,0,3,3,7,1,0,0,0,0,229,1,20
BEL-Belgian Pro League,2024-25,Westerlo,Muhammed Gümüskaya,TUR,"FW,MF",23,2001,0.3,20,17,3,1,0,0,4,0,0,0,0,0,11,0,1
BEL-Belgian Pro League,2024-25,Westerlo,Nick Gillekens,BEL,GK,29,1995,1.0,43,31,12,3,0,0,0,0,0,0,0,0,30,0,0
BEL-Belgian Pro League,2024-25,Westerlo,Nicolas Madsen,DEN,MF,24,2000,4.0,151,138,11,7,0,3,3,2,0,0,0,0,106,2,8
BEL-Belgian Pro League,2024-25,Westerlo,Rhys Youlley,AUS,"FW,MF",19,2005,0.5,22,21,1,0,0,0,0,0,0,0,0,0,16,0,1
BEL-Belgian Pro League,2024-25,Westerlo,Roman Neustädter,RUS,DF,36,1988,16.0,724,662,60,44,0,2,0,2,0,0,0,0,633,2,4
BEL-Belgian Pro League,2024-25,Westerlo,Serhiy Sydorchuk,UKR,MF,33,1991,3.5,125,125,0,0,2,0,2,0,0,0,0,0,99,0,3
BEL-Belgian Pro League,2024-25,Westerlo,Sinan Bolat,TUR,GK,35,1988,11.0,402,289,113,34,0,0,0,0,0,0,0,0,284,0,0
BEL-Belgian Pro League,2024-25,Westerlo,Thomas Van den Keybus,BEL,MF,23,2001,7.7,290,258,32,2,0,1,31,4,15,13,1,0,213,0,6
BEL-Belgian Pro League,2024-25,Westerlo,Tuur Rommens,BEL,DF,21,2003,26.5,1388,1128,254,20,0,4,60,234,0,0,0,0,1007,6,34
ENG-Premier League,2024-25,Arsenal,Ben White,ENG,DF,26,1997,13.3,692,583,107,20,1,7,17,83,0,0,0,0,580,2,7
ENG-Premier League,2024-25,Arsenal,Bukayo Saka,ENG,"FW,MF",22,2001,19.2,731,644,83,7,4,2,117,12,64,56,0,2,552,4,21
ENG-Premier League,2024-25,Arsenal,David Raya,ESP,GK,28,1995,38.0,1413,1172,238,91,0,3,0,0,0,0,0,0,1040,3,0
ENG-Premier League,2024-25,Arsenal,Declan Rice,ENG,MF,25,1999,31.4,1650,1436,208,71,5,17,164,4,108,94,3,0,1376,6,15
ENG-Premier League,2024-25,Arsenal,Ethan Nwaneri,ENG,"FW,MF",17,2007,9.9,425,386,36,3,3,1,54,4,27,18,0,0,342,3,14
ENG-Premier League,2024-25,Arsenal,Gabriel Jesus,BRA,FW,27,1997,6.8,203,197,3,0,1,0,7,3,0,0,0,0,156,3,12
ENG-Premier League,2024-25,Arsenal,Gabriel Magalhães,BRA,DF,26,1997,26.3,1641,1560,80,51,1,8,9,3,0,0,0,0,1480,1,8
ENG-Premier League,2024-25,Arsenal,Gabriel Martinelli,BRA,"FW,MF",23,2001,25.4,699,679,15,0,5,2,92,12,3,3,0,0,499,5,37
ENG-Premier League,2024-25,Arsenal,Jakub Kiwior,POL,DF,24,2000,12.5,736,704,31,10,3,1,2,4,0,0,0,0,673,1,1
ENG-Premier League,2024-25,Arsenal,Jorginho,ITA,MF,32,1991,7.8,474,466,8,7,4,1,1,0,0,0,0,0,411,0,5
ENG-Premier League,2024-25,Arsenal,Jurriën Timber,NED,DF,23,2001,26.9,1395,1188,204,22,2,1,28,182,0,0,0,0,1194,3,25
ENG-Premier League,2024-25,Arsenal,Kai Havertz,GER,"FW,MF",25,1999,20.8,519,511,6,1,1,0,11,5,0,0,0,0,407,2,11
ENG-Premier League,2024-25,Arsenal,Kieran Tierney,SCO,"DF,FW",27,1997,2.9,173,155,18,4,1,0,14,14,0,0,0,0,145,0,2
ENG-Premier League,2024-25,Arsenal,Leandro Trossard,BEL,FW,29,1994,28.3,954,917,29,5,7,5,86,7,10,9,0,0,711,8,41
ENG-Premier League,2024-25,Arsenal,Martin Ødegaard,NOR,MF,25,1998,25.8,1499,1373,114,35,25,3,86,12,37,31,0,0,1237,12,27
ENG-Premier League,2024-25,Arsenal,Mikel Merino,ESP,"MF,FW",28,1996,17.6,577,567,5,4,5,1,13,1,0,0,0,0,451,5,12
ENG-Premier League,2024-25,Arsenal,Myles Lewis-Skelly,ENG,DF,17,2006,15.2,776,660,111,17,3,2,10,94,0,0,0,0,708,5,2
ENG-Premier League,2024-25,Arsenal,Nathan Butler-Oyedeji,ENG,FW,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2024-25,Arsenal,Oleksandr Zinchenko,UKR,"DF,MF",27,1996,5.9,451,399,49,14,2,3,13,33,1,0,0,0,382,3,3
ENG-Premier League,2024-25,Arsenal,Raheem Sterling,ENG,"FW,MF",29,1994,5.5,201,197,2,0,0,1,16,1,1,0,0,0,158,2,7
ENG-Premier League,2024-25,Arsenal,Reiss Nelson,ENG,FW,24,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2024-25,Arsenal,Riccardo Calafiori,ITA,DF,22,2002,10.9,549,483,65,7,0,2,11,58,0,0,0,0,470,1,11
ENG-Premier League,2024-25,Arsenal,Takehiro Tomiyasu,JPN,DF,25,1998,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
ENG-Premier League,2024-25,Arsenal,Thomas Partey,GHA,"MF,DF",31,1993,31.1,1920,1819,95,27,6,4,12,62,0,0,0,0,1678,6,13
ENG-Premier League,2024-25,Arsenal,William Saliba,FRA,DF,23,2001,33.8,2559,2508,46,36,1,10,3,4,0,0,0,0,2413,5,4
ENG-Premier League,2024-25,Aston Villa,Amadou Onana,BEL,MF,22,2001,18.0,802,796,5,4,3,0,2,0,0,0,0,0,703,1,11
ENG-Premier League,2024-25,Aston Villa,Andrés García,ESP,"DF,MF",21,2003,3.5,201,176,25,0,0,0,18,25,0,0,0,0,174,0,5
ENG-Premier League,2024-25,Aston Villa,Axel Disasi,FRA,DF,26,1998,5.4,280,258,20,9,1,0,1,11,0,0,0,0,243,2,5
ENG-Premier League,2024-25,Aston Villa,Boubacar Kamara,FRA,MF,24,1999,19.2,931,904,27,25,5,0,1,0,0,0,0,0,825,0,8
ENG-Premier League,2024-25,Aston Villa,Diego Carlos,BRA,DF,31,1993,9.2,603,575,25,17,0,6,0,0,0,0,0,0,534,3,0
ENG-Premier League,2024-25,Aston Villa,Donyell Malen,NED,FW,25,1999,3.4,77,71,5,0,0,2,8,1,0,0,0,0,53,1,3
ENG-Premier League,2024-25,Aston Villa,Emi Buendía,ARG,"MF,FW",27,1996,1.1,60,59,1,1,1,0,0,0,0,0,0,0,49,0,0
ENG-Premier League,2024-25,Aston Villa,Emiliano Martínez,ARG,GK,31,1992,35.5,1387,1117,263,91,0,2,0,0,0,0,0,0,1091,7,0
ENG-Premier League,2024-25,Aston Villa,Ezri Konsa,ENG,DF,26,1997,32.6,1673,1538,134,84,6,0,5,34,0,0,0,0,1555,1,21
ENG-Premier League,2024-25,Aston Villa,Ian Maatsen,NED,DF,22,2002,12.7,747,646,101,16,1,2,51,80,5,2,0,0,609,0,25
ENG-Premier League,2024-25,Aston Villa,Jacob Ramsey,ENG,"FW,MF",23,2001,18.0,586,581,2,0,3,3,12,2,0,0,0,0,497,3,15
ENG-Premier League,2024-25,Aston Villa,Jaden Philogene Bidace,ENG,"FW,MF",22,2002,3.7,86,85,1,0,1,0,4,1,0,0,0,0,63,0,9
ENG-Premier League,2024-25,Aston Villa,John McGinn,SCO,"MF,FW",29,1994,24.7,854,792,61,27,9,2,60,4,22,11,5,0,699,1,17
ENG-Premier League,2024-25,Aston Villa,Jáder Durán,COL,FW,20,2003,7.1,163,155,7,0,2,0,3,0,0,0,0,0,115,1,4
ENG-Premier League,2024-25,Aston Villa,Kosta Nedeljković,SRB,DF,18,2005,1.4,53,41,12,1,0,0,1,11,0,0,0,0,47,0,0
ENG-Premier League,2024-25,Aston Villa,Lamare Bogarde,NED,"DF,MF",20,2004,5.3,272,239,31,14,0,0,0,17,0,0,0,0,240,2,1
ENG-Premier League,2024-25,Aston Villa,Leon Bailey,JAM,"FW,MF",26,1997,12.7,390,369,18,0,5,1,34,1,17,9,0,0,277,3,24
ENG-Premier League,2024-25,Aston Villa,Lucas Digne,FRA,DF,31,1993,26.1,1277,1017,258,44,2,4,140,155,57,37,10,0,956,2,41
ENG-Premier League,2024-25,Aston Villa,Marco Asensio,ESP,MF,28,1996,8.3,313,271,39,14,2,1,38,0,23,11,1,0,242,3,8
ENG-Premier League,2024-25,Aston Villa,Marcus Rashford,ENG,FW,26,1997,4.9,164,134,29,5,3,1,28,1,21,15,0,0,117,1,9
ENG-Premier League,2024-25,Aston Villa,Matty Cash,POL,DF,26,1997,23.0,945,781,162,23,0,1,40,139,0,0,0,0,732,2,21
ENG-Premier League,2024-25,Aston Villa,Morgan Rogers,ENG,"FW,MF",22,2002,34.6,907,853,47,2,22,6,27,9,0,0,0,0,664,7,45
ENG-Premier League,2024-25,Aston Villa,Ollie Watkins,ENG,FW,28,1995,28.9,424,415,6,0,1,1,7,0,0,0,0,0,307,3,17
ENG-Premier League,2024-25,Aston Villa,Pau Torres,ESP,DF,27,1997,22.4,1369,1248,117,67,4,12,3,3,0,0,0,0,1217,4,4
ENG-Premier League,2024-25,Aston Villa,Robin Olsen,SWE,GK,34,1990,2.5,101,65,36,10,0,0,0,0,0,0,0,0,65,0,0
ENG-Premier League,2024-25,Aston Villa,Ross Barkley,ENG,MF,30,1993,6.5,395,381,13,11,0,3,1,1,0,0,0,0,337,1,9
ENG-Premier League,2024-25,Aston Villa,Tyrone Mings,ENG,DF,31,1993,12.4,676,630,46,20,0,3,1,0,0,0,0,0,596,0,7
ENG-Premier League,2024-25,Aston Villa,Youri Tielemans,BEL,MF,27,1997,33.6,2061,1847,207,98,24,8,119,2,85,63,8,1,1694,7,37
ENG-Premier League,2024-25,Bournemouth,Adam Smith,ENG,DF,33,1991,17.7,679,550,128,9,1,2,33,119,0,0,0,0,514,1,15
ENG-Premier League,2024-25,Bournemouth,Alex Scott,ENG,MF,20,2003,8.4,342,317,23,10,2,4,7,1,5,3,0,0,286,2,6
ENG-Premier League,2024-25,Bournemouth,Antoine Semenyo,GHA,FW,24,2000,35.6,1119,1049,60,4,9,6,59,53,3,0,1,0,821,10,40
ENG-Premier League,2024-25,Bournemouth,Ben Winterburn,ENG,"MF,FW",19,2004,0.3,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
ENG-Premier League,2024-25,Bournemouth,Dango Ouattara,BFA,FW,22,2002,22.3,612,579,30,0,5,5,88,26,3,1,0,0,367,3,22
ENG-Premier League,2024-25,Bournemouth,Daniel Jebbison,CAN,FW,20,2003,1.3,42,42,0,0,0,0,3,0,0,0,0,0,33,0,1
ENG-Premier League,2024-25,Bournemouth,David Brooks,WAL,"FW,MF",27,1997,10.7,411,366,44,14,3,0,52,10,17,7,4,0,310,1,14
ENG-Premier League,2024-25,Bournemouth,Dean Huijsen,ESP,DF,19,2005,27.0,1625,1566,53,32,2,15,12,6,0,0,0,0,1355,6,12
ENG-Premier League,2024-25,Bournemouth,Enes Ünal,TUR,"FW,MF",27,1997,3.8,99,96,2,1,1,1,4,0,0,0,0,0,63,1,6
ENG-Premier League,2024-25,Bournemouth,Evanilson,BRA,FW,24,1999,25.8,342,337,4,1,4,4,0,0,0,0,0,0,244,1,11
ENG-Premier League,2024-25,Bournemouth,Illia Zabarnyi,UKR,DF,21,2002,34.5,1710,1677,31,27,6,7,6,1,0,0,0,0,1404,2,10
ENG-Premier League,2024-25,Bournemouth,James Hill,ENG,DF,22,2002,5.0,245,212,33,3,0,0,10,30,0,0,0,0,159,0,5
ENG-Premier League,2024-25,Bournemouth,Julian Araujo,MEX,DF,22,2001,5.5,225,198,27,2,0,0,9,25,0,0,0,0,178,0,2
ENG-Premier League,2024-25,Bournemouth,Julio Soler,ARG,"DF,FW",19,2005,0.1,14,14,0,0,0,0,1,0,0,0,0,0,11,0,1
ENG-Premier League,2024-25,Bournemouth,Justin Kluivert,NED,MF,25,1999,26.0,782,683,92,8,5,6,85,10,35,30,0,0,582,7,18
ENG-Premier League,2024-25,Bournemouth,Kepa Arrizabalaga,ESP,GK,29,1994,31.0,1027,728,295,103,0,0,0,0,0,0,0,0,752,4,2
ENG-Premier League,2024-25,Bournemouth,Lewis Cook,ENG,"MF,DF",27,1997,33.1,1585,1358,225,71,3,2,132,73,77,65,3,0,1224,2,26
ENG-Premier League,2024-25,Bournemouth,Luis Sinisterra,COL,"FW,MF",25,1999,2.6,93,92,0,0,0,1,7,0,0,0,0,0,73,1,4
ENG-Premier League,2024-25,Bournemouth,Marcos Senesi,ARG,DF,27,1997,12.3,735,699,31,23,0,2,11,6,0,0,0,0,561,5,1
ENG-Premier League,2024-25,Bournemouth,Marcus Tavernier,ENG,"FW,MF",25,1999,21.5,934,804,125,34,5,9,108,29,49,36,4,1,689,5,26
ENG-Premier League,2024-25,Bournemouth,Mark Travers,IRL,GK,25,1999,5.0,142,95,47,8,0,0,0,0,0,0,0,0,100,0,0
ENG-Premier League,2024-25,Bournemouth,Max Aarons,ENG,DF,24,2000,1.0,63,51,12,2,0,0,2,10,0,0,0,0,50,0,1
ENG-Premier League,2024-25,Bournemouth,Milos Kerkez,HUN,DF,20,2003,37.1,1776,1466,305,18,2,3,142,279,7,5,1,0,1346,5,55
ENG-Premier League,2024-25,Bournemouth,Neto,BRA,GK,35,1989,2.0,62,42,19,4,0,0,0,0,0,0,0,0,40,1,0
ENG-Premier League,2024-25,Bournemouth,Philip Billing,DEN,MF,28,1996,2.0,102,91,10,1,1,1,10,1,6,2,2,1,70,1,2
ENG-Premier League,2024-25,Bournemouth,Remy Rees-Dottin,ENG,FW,18,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2024-25,Bournemouth,Ryan Christie,SCO,MF,29,1995,23.5,1056,990,60,21,8,9,48,3,26,17,3,2,837,6,19
ENG-Premier League,2024-25,Bournemouth,Tyler Adams,USA,MF,25,1999,21.8,1069,1025,38,34,2,1,3,4,0,0,0,0,902,6,14
ENG-Premier League,2024-25,Bournemouth,Zain Silcott-Duberry,MSR,FW,19,2005,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
ENG-Premier League,2024-25,Brentford,Ben Mee,ENG,DF,34,1989,2.0,120,108,12,5,0,1,0,4,0,0,0,0,93,0,1
ENG-Premier League,2024-25,Brentford,Bryan Mbeumo,CMR,FW,24,1999,37.9,1319,1162,149,40,13,9,202,17,87,70,2,0,872,8,50
ENG-Premier League,2024-25,Brentford,Christian Nørgaard,DEN,MF,30,1994,31.3,1427,1391,30,19,4,5,17,10,0,0,0,0,1164,6,25
ENG-Premier League,2024-25,Brentford,Edmond-Paris Maghoma,ENG,"MF,FW",23,2001,1.3,84,83,1,1,0,0,3,0,0,0,0,0,76,0,2
