league,season,team,player,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
ESP-La Liga,2023-24,Athletic Club,Peru Nolaskoain,ESP,"DF,MF",24,1998,0.1,10,0,6,5,0,0,10,0,0,,0,,4,19,1,0,0,0,0,0,5,0
ESP-La Liga,2023-24,Athletic Club,Raúl García,ESP,"FW,MF",37,1986,4.7,202,10,28,96,80,22,202,5,2,40.0,3,60.0,95,390,124,4,7,2,9,5,146,15
ESP-La Liga,2023-24,Athletic Club,Unai Gómez,ESP,MF,20,2003,9.7,366,8,38,176,160,26,366,29,12,41.4,14,48.3,221,1400,649,20,17,2,14,22,244,48
ESP-La Liga,2023-24,Athletic Club,Unai Simón,ESP,GK,26,1997,35.4,1301,968,1293,8,0,0,1301,0,0,,0,,697,3823,2165,0,0,0,0,0,549,0
ESP-La Liga,2023-24,Athletic Club,Yeray Álvarez,ESP,DF,28,1995,12.8,810,52,344,440,31,7,810,3,2,66.7,1,33.3,428,2689,1856,13,9,1,8,0,485,2
ESP-La Liga,2023-24,Athletic Club,Yuri Berchiche,ESP,DF,33,1990,21.4,1504,78,437,754,327,34,1504,13,9,69.2,2,15.4,767,3300,1786,36,31,5,12,10,843,77
ESP-La Liga,2023-24,Athletic Club,Álex Berenguer,ESP,FW,28,1995,17.7,818,17,87,259,480,74,816,61,21,34.4,35,57.4,442,2812,1430,61,35,23,42,36,522,143
ESP-La Liga,2023-24,Athletic Club,Óscar de Marcos,ESP,DF,34,1989,25.1,1764,60,375,868,529,34,1764,22,6,27.3,16,72.7,871,3548,2012,51,40,6,15,6,1027,125
ESP-La Liga,2023-24,Atlético Madrid,Abdellah Raihani,MAR,FW,19,2004,0.1,1,0,0,0,1,1,1,0,0,,0,,1,0,0,0,0,0,1,0,1,1
ESP-La Liga,2023-24,Atlético Madrid,Antoine Griezmann,FRA,"FW,MF",32,1991,29.4,1654,35,215,769,681,113,1650,38,22,57.9,15,39.5,839,3612,1843,43,36,7,40,26,1194,196
ESP-La Liga,2023-24,Atlético Madrid,Arthur Vermeeren,BEL,MF,18,2005,1.8,115,7,25,73,20,1,115,1,0,0.0,1,100.0,68,332,128,2,0,0,6,2,75,7
ESP-La Liga,2023-24,Atlético Madrid,Axel Witsel,BEL,DF,34,1989,30.9,2107,283,1091,950,71,22,2107,8,5,62.5,3,37.5,1364,6335,3215,17,16,0,14,6,1467,8
ESP-La Liga,2023-24,Atlético Madrid,César Azpilicueta,ESP,DF,33,1989,15.8,1168,83,381,613,179,12,1168,6,1,16.7,3,50.0,624,3341,2153,39,22,3,10,6,752,39
ESP-La Liga,2023-24,Atlético Madrid,Gabriel Paulista,BRA,DF,32,1990,4.5,319,47,201,116,3,3,319,0,0,,0,,187,1033,500,1,0,0,0,1,212,0
ESP-La Liga,2023-24,Atlético Madrid,Jan Oblak,SVN,GK,30,1993,38.0,1094,1014,1094,0,0,0,1094,1,1,100.0,0,0.0,557,2965,1789,0,0,0,1,1,425,0
ESP-La Liga,2023-24,Atlético Madrid,Javi Galán,ESP,DF,28,1994,1.0,78,0,17,19,43,3,78,4,2,50.0,0,0.0,52,289,146,3,1,0,5,3,48,13
ESP-La Liga,2023-24,Atlético Madrid,José María Giménez,URU,DF,28,1995,14.7,826,157,487,328,16,8,826,3,2,66.7,1,33.3,419,1871,901,2,0,0,2,0,511,1
ESP-La Liga,2023-24,Atlético Madrid,Koke,ESP,MF,31,1992,27.7,2482,82,594,1570,334,12,2482,11,5,45.5,6,54.5,1474,6016,2872,26,32,1,21,20,1899,26
ESP-La Liga,2023-24,Atlético Madrid,Marcos Llorente,ESP,"MF,DF",28,1995,28.5,1465,44,322,615,537,82,1465,27,11,40.7,11,40.7,839,4122,2119,71,40,20,28,18,1033,179
ESP-La Liga,2023-24,Atlético Madrid,Mario Hermoso,ESP,DF,28,1995,28.4,2196,152,811,1154,251,24,2196,20,11,55.0,6,30.0,1248,5330,3028,39,32,1,21,11,1484,61
ESP-La Liga,2023-24,Atlético Madrid,Memphis,NED,FW,29,1994,9.9,407,1,28,180,206,64,407,37,18,48.6,16,43.2,243,1126,498,16,11,7,42,22,324,82
ESP-La Liga,2023-24,Atlético Madrid,Nahuel Molina,ARG,DF,25,1998,20.6,1482,46,373,628,490,44,1482,29,16,55.2,13,44.8,817,3231,1779,47,43,8,35,13,953,170
ESP-La Liga,2023-24,Atlético Madrid,Pablo Barrios,ESP,MF,20,2003,17.3,1085,39,239,622,238,15,1085,47,35,74.5,9,19.1,660,3667,1661,37,39,3,40,23,776,56
ESP-La Liga,2023-24,Atlético Madrid,Reinildo Mandava,MOZ,DF,29,1994,8.1,512,35,199,228,88,9,512,17,8,47.1,7,41.2,229,1056,563,10,15,1,12,1,269,17
ESP-La Liga,2023-24,Atlético Madrid,Rodrigo De Paul,ARG,MF,29,1994,23.1,1768,27,274,1054,460,40,1768,55,28,50.9,20,36.4,1188,7372,3718,73,60,11,33,13,1395,55
ESP-La Liga,2023-24,Atlético Madrid,Rodrigo Riquelme,ESP,"DF,MF",23,2000,17.0,918,20,172,302,457,85,918,64,24,37.5,38,59.4,586,3981,2241,87,54,28,47,16,619,166
ESP-La Liga,2023-24,Atlético Madrid,Salim El Jebari,MAR,MF,19,2004,0.1,9,1,1,4,4,0,9,0,0,,0,,5,47,24,1,1,0,1,1,6,1
ESP-La Liga,2023-24,Atlético Madrid,Samuel Lino,BRA,"DF,MF",23,1999,23.1,1317,43,282,509,557,107,1317,75,40,53.3,28,37.3,872,6156,3739,131,81,44,42,35,958,215
ESP-La Liga,2023-24,Atlético Madrid,Saúl Ñíguez,ESP,MF,28,1994,15.3,940,67,255,480,210,36,940,15,8,53.3,5,33.3,429,2054,908,21,17,1,27,14,596,43
ESP-La Liga,2023-24,Atlético Madrid,Stefan Savić,MNE,DF,32,1991,18.1,1162,140,595,533,38,10,1162,8,8,100.0,0,0.0,675,3586,2334,14,6,0,5,0,760,2
ESP-La Liga,2023-24,Atlético Madrid,Thomas Lemar,FRA,MF,27,1995,1.8,99,0,8,58,34,4,99,2,1,50.0,1,50.0,78,447,217,5,4,0,3,2,83,9
ESP-La Liga,2023-24,Atlético Madrid,Yannick Carrasco,BEL,DF,29,1993,2.5,113,5,29,38,49,6,113,6,5,83.3,1,16.7,66,450,246,9,5,2,5,3,63,17
ESP-La Liga,2023-24,Atlético Madrid,Álvaro Morata,ESP,FW,30,1992,21.2,616,28,87,246,287,123,615,36,17,47.2,16,44.4,344,1587,693,22,13,17,40,31,432,88
ESP-La Liga,2023-24,Atlético Madrid,Ángel Correa,ARG,"FW,MF",28,1995,17.0,719,7,53,268,405,129,718,56,28,50.0,27,48.2,473,2206,1026,40,16,26,52,33,531,128
ESP-La Liga,2023-24,Atlético Madrid,Çağlar Söyüncü,TUR,DF,27,1996,1.3,97,5,47,48,3,1,97,1,1,100.0,0,0.0,65,337,150,2,2,1,0,2,65,0
ESP-La Liga,2023-24,Barcelona,Abde Ezzalzouli,MAR,"FW,MF",21,2001,0.8,54,0,2,13,39,7,54,4,2,50.0,2,50.0,41,302,143,7,3,4,4,2,43,12
ESP-La Liga,2023-24,Barcelona,Alejandro Balde,ESP,DF,19,2003,15.3,979,35,215,394,384,40,979,53,20,37.7,20,37.7,567,3770,2213,73,36,20,32,16,664,141
ESP-La Liga,2023-24,Barcelona,Andreas Christensen,DEN,"DF,MF",27,1996,22.0,1723,111,549,1077,104,18,1723,6,3,50.0,3,50.0,1101,5001,2934,24,18,1,6,9,1324,6
ESP-La Liga,2023-24,Barcelona,Ansu Fati,ESP,"MF,FW",20,2002,0.6,42,0,1,16,25,5,42,3,1,33.3,1,33.3,32,266,157,6,4,2,1,1,35,5
ESP-La Liga,2023-24,Barcelona,Eric García,ESP,DF,22,2001,0.6,53,2,18,33,2,1,53,0,0,,0,,34,171,114,0,0,0,0,0,37,0
ESP-La Liga,2023-24,Barcelona,Fermin López,ESP,"MF,FW",20,2003,16.1,841,11,95,418,335,69,841,38,22,57.9,12,31.6,486,2639,1446,42,28,10,51,25,618,93
ESP-La Liga,2023-24,Barcelona,Ferrán Torres,ESP,FW,23,2000,13.5,583,6,42,237,309,56,583,24,10,41.7,11,45.8,338,1744,789,30,21,15,35,13,468,113
ESP-La Liga,2023-24,Barcelona,Frenkie de Jong,NED,MF,26,1997,18.2,1840,69,359,1139,355,18,1840,24,13,54.2,8,33.3,1207,7284,4346,69,52,3,14,17,1467,38
ESP-La Liga,2023-24,Barcelona,Gavi,ESP,"MF,FW",18,2004,10.5,678,27,108,394,181,18,678,22,12,54.5,8,36.4,424,2231,1170,26,24,3,19,11,479,38
ESP-La Liga,2023-24,Barcelona,Héctor Fort,ESP,DF,16,2006,3.5,250,10,72,118,60,3,250,7,3,42.9,4,57.1,144,572,197,3,3,0,1,2,174,38
ESP-La Liga,2023-24,Barcelona,Iñaki Peña,ESP,GK,24,1999,10.0,314,279,313,1,0,0,314,0,0,,0,,187,792,437,0,0,0,0,0,165,0
ESP-La Liga,2023-24,Barcelona,Iñigo Martínez,ESP,DF,32,1991,14.4,1241,91,456,729,63,13,1241,1,0,0.0,1,100.0,833,4930,3438,33,22,1,3,0,935,5
ESP-La Liga,2023-24,Barcelona,João Cancelo,POR,DF,29,1994,27.8,2206,84,452,1110,670,71,2206,111,61,55.0,38,34.2,1250,7317,3916,106,58,39,55,25,1469,193
ESP-La Liga,2023-24,Barcelona,João Félix,POR,FW,23,1999,17.1,929,15,91,351,495,104,929,89,29,32.6,51,57.3,613,3648,1930,69,53,31,43,32,766,169
ESP-La Liga,2023-24,Barcelona,Jules Koundé,FRA,DF,24,1998,32.2,3041,157,903,1701,462,44,3041,38,16,42.1,17,44.7,1910,9350,5961,67,67,2,25,12,2187,64
ESP-La Liga,2023-24,Barcelona,Lamine Yamal,ESP,FW,16,2007,24.5,1475,14,118,460,923,147,1475,160,70,43.8,58,36.3,1023,6622,3889,123,78,57,54,26,1157,350
ESP-La Liga,2023-24,Barcelona,Marc Casado,ESP,MF,19,2003,0.2,11,2,4,6,1,0,11,0,0,,0,,5,29,14,1,0,0,0,0,7,0
ESP-La Liga,2023-24,Barcelona,Marc Guiu,ESP,"FW,MF",17,2006,0.8,20,0,0,10,10,4,20,0,0,,0,,13,47,13,1,1,1,3,2,16,8
ESP-La Liga,2023-24,Barcelona,Marc-André ter Stegen,GER,GK,31,1992,28.0,1080,816,1068,13,0,0,1080,0,0,,0,,695,3459,2503,0,0,0,1,0,609,0
ESP-La Liga,2023-24,Barcelona,Marcos Alonso,ESP,DF,32,1990,2.8,246,7,59,100,89,7,246,6,3,50.0,2,33.3,141,766,388,11,10,2,2,3,157,33
ESP-La Liga,2023-24,Barcelona,Oriol Romeu,ESP,MF,31,1991,10.4,922,27,148,615,161,4,922,5,4,80.0,1,20.0,539,2322,1245,12,25,0,9,8,701,4
ESP-La Liga,2023-24,Barcelona,Pau Cubarsí,ESP,DF,16,2007,17.3,1629,157,758,826,46,5,1629,4,3,75.0,1,25.0,1076,5220,2658,8,7,0,4,3,1263,2
ESP-La Liga,2023-24,Barcelona,Pedri,ESP,"MF,FW",20,2002,16.4,1359,22,171,773,427,36,1359,38,16,42.1,20,52.6,823,4535,2333,41,42,7,31,15,1080,81
ESP-La Liga,2023-24,Barcelona,Raphinha,BRA,"FW,MF",26,1996,15.2,894,11,80,338,484,81,893,46,24,52.2,19,41.3,495,2884,1418,49,22,23,41,8,620,164
ESP-La Liga,2023-24,Barcelona,Robert Lewandowski,POL,FW,34,1988,30.6,900,24,47,361,502,165,896,54,23,42.6,30,55.6,529,2549,1019,43,28,20,86,28,736,168
ESP-La Liga,2023-24,Barcelona,Ronald Araújo,URU,DF,24,1999,22.2,1811,157,732,1000,92,34,1811,11,8,72.7,2,18.2,1177,6282,3750,24,14,2,14,4,1350,11
ESP-La Liga,2023-24,Barcelona,Sergi Roberto,ESP,"MF,DF",31,1992,9.6,737,10,112,448,179,28,737,6,3,50.0,1,16.7,395,2125,1028,13,18,4,22,7,563,33
ESP-La Liga,2023-24,Barcelona,Vitor Roque,BRA,FW,18,2005,3.6,126,5,11,43,74,22,126,15,4,26.7,9,60.0,82,573,334,12,6,6,11,8,97,26
ESP-La Liga,2023-24,Barcelona,İlkay Gündoğan,GER,MF,32,1990,33.3,2733,42,376,1538,841,77,2731,61,34,55.7,19,31.1,1608,8881,4365,71,88,9,38,28,2109,116
ESP-La Liga,2023-24,Betis,Abde Ezzalzouli,MAR,FW,21,2001,9.6,518,7,58,194,271,60,517,50,21,42.0,23,46.0,300,2801,1587,57,34,35,29,31,377,89
ESP-La Liga,2023-24,Betis,Abner,BRA,DF,23,2000,15.6,966,72,344,405,226,28,966,13,7,53.8,5,38.5,447,1802,949,14,10,5,18,11,502,58
ESP-La Liga,2023-24,Betis,Aitor Ruibal,ESP,"DF,FW",27,1996,11.3,744,36,232,318,209,25,744,45,27,60.0,14,31.1,380,1932,1016,22,15,9,19,9,409,50
ESP-La Liga,2023-24,Betis,Andrés Guardado,MEX,MF,36,1986,5.0,346,5,64,222,64,2,346,7,6,85.7,1,14.3,175,971,432,5,7,0,9,3,216,6
ESP-La Liga,2023-24,Betis,Assane Diao,SEN,FW,17,2005,11.6,478,10,53,190,251,49,478,55,18,32.7,28,50.9,309,2486,935,33,25,14,60,35,344,101
ESP-La Liga,2023-24,Betis,Ayoze Pérez,ESP,FW,30,1993,25.5,1125,19,126,510,513,156,1125,112,50,44.6,54,48.2,700,4465,2436,90,51,41,70,51,799,175
ESP-La Liga,2023-24,Betis,Borja Iglesias,ESP,FW,30,1993,4.5,141,2,2,60,82,22,141,2,1,50.0,1,50.0,77,373,140,5,5,2,15,4,113,32
ESP-La Liga,2023-24,Betis,Chadi Riad,MAR,DF,20,2003,24.0,1426,194,871,532,27,15,1426,0,0,,0,,831,3955,1926,4,7,0,9,2,937,1
ESP-La Liga,2023-24,Betis,Claudio Bravo,CHI,GK,40,1983,7.0,241,194,239,2,0,0,241,0,0,,0,,132,817,591,0,0,0,0,0,100,0
ESP-La Liga,2023-24,Betis,Cédric Bakambu,COD,FW,32,1991,2.2,66,0,3,35,28,11,66,3,1,33.3,2,66.7,35,210,110,5,2,3,11,4,50,12
ESP-La Liga,2023-24,Betis,Ezequiel Ávila,ARG,FW,29,1994,3.3,125,4,9,47,69,10,125,4,2,50.0,1,25.0,89,478,184,7,4,1,5,3,106,31
ESP-La Liga,2023-24,Betis,Fran Vieites,ESP,GK,24,1999,3.5,130,118,129,1,0,0,130,0,0,,0,,60,301,204,0,0,0,0,0,41,0
ESP-La Liga,2023-24,Betis,Germán Pezzella,ARG,DF,32,1991,30.7,1779,240,1028,705,53,35,1779,6,3,50.0,3,50.0,974,4522,2271,5,7,0,19,4,1105,1
ESP-La Liga,2023-24,Betis,Guido Rodríguez,ARG,MF,29,1994,20.5,1259,70,360,747,156,19,1259,14,10,71.4,3,21.4,672,2647,1129,8,13,1,20,17,779,18
ESP-La Liga,2023-24,Betis,Héctor Bellerín,ESP,DF,28,1995,19.0,1170,53,349,544,286,24,1170,48,17,35.4,30,62.5,580,3153,1735,32,25,7,26,17,682,80
ESP-La Liga,2023-24,Betis,Isco,ESP,MF,31,1992,25.8,1847,8,123,951,800,80,1845,138,76,55.1,52,37.7,1172,7904,3643,100,85,11,79,67,1388,145
ESP-La Liga,2023-24,Betis,Johnny Cardoso,USA,MF,21,2001,14.8,830,40,222,512,111,12,830,20,11,55.0,8,40.0,406,1973,904,10,10,0,16,15,478,11
ESP-La Liga,2023-24,Betis,Juan Cruz,ESP,FW,23,2000,0.8,30,1,4,8,19,3,30,7,4,57.1,3,42.9,20,206,107,2,3,0,2,0,19,10
ESP-La Liga,2023-24,Betis,Juan Miranda,ESP,DF,23,2000,20.6,1384,75,439,581,371,28,1384,19,7,36.8,8,42.1,654,2498,1316,35,24,3,22,5,789,95
ESP-La Liga,2023-24,Betis,Luiz Felipe,ITA,DF,26,1997,4.0,209,36,134,73,4,3,209,0,0,,0,,106,499,145,0,0,0,1,0,129,0
ESP-La Liga,2023-24,Betis,Luiz Henrique,BRA,FW,22,2001,6.8,319,4,33,135,156,34,319,47,26,55.3,13,27.7,205,1791,897,35,14,10,13,17,235,58
ESP-La Liga,2023-24,Betis,Marc Bartra,ESP,DF,32,1991,2.5,141,22,86,49,7,4,141,2,2,100.0,0,0.0,91,406,215,2,3,0,1,2,90,0
ESP-La Liga,2023-24,Betis,Marc Roca,ESP,MF,26,1996,22.0,1403,53,333,858,229,23,1403,21,11,52.4,9,42.9,821,4146,2096,24,22,6,19,18,957,20
ESP-La Liga,2023-24,Betis,Nabil Fekir,FRA,"MF,FW",30,1993,11.7,749,4,48,361,351,54,749,34,21,61.8,6,17.6,449,2232,1113,32,28,7,43,23,584,77
ESP-La Liga,2023-24,Betis,Pablo Busto,ESP,DF,17,2005,0.5,33,2,8,17,8,0,33,1,1,100.0,0,0.0,12,80,52,1,0,0,0,1,17,1
ESP-La Liga,2023-24,Betis,Pablo Fornals,ESP,"FW,MF",27,1996,12.8,811,10,103,423,295,40,811,26,11,42.3,14,53.8,420,2044,1160,37,23,13,25,13,571,82
ESP-La Liga,2023-24,Betis,Paul Akouokou,CIV,MF,25,1997,0.3,26,2,10,14,3,0,26,0,0,,0,,11,42,8,0,0,0,0,0,15,0
ESP-La Liga,2023-24,Betis,Ricardo Visus,ESP,DF,22,2001,1.8,81,15,51,30,0,0,81,0,0,,0,,43,170,86,0,0,0,0,0,49,0
ESP-La Liga,2023-24,Betis,Rodri,ESP,"FW,MF",23,2000,11.7,711,3,98,325,299,43,711,57,24,42.1,24,42.1,496,3253,1607,49,30,14,28,18,564,116
ESP-La Liga,2023-24,Betis,Rui Silva,POR,GK,29,1994,27.5,1017,841,1012,5,0,0,1017,1,1,100.0,0,0.0,558,3004,1563,0,0,0,0,0,435,1
ESP-La Liga,2023-24,Betis,Sergi Altimira,ESP,MF,21,2001,6.3,391,22,93,236,64,6,391,11,6,54.5,5,45.5,224,1089,465,10,4,0,8,9,278,8
ESP-La Liga,2023-24,Betis,Sokratis Papastathopoulos,GRE,DF,35,1988,12.6,688,109,428,254,10,6,688,2,0,0.0,0,0.0,353,1426,726,1,0,0,3,0,442,1
ESP-La Liga,2023-24,Betis,William Carvalho,POR,MF,31,1992,7.6,707,13,105,495,111,7,707,13,4,30.8,8,61.5,437,1683,860,12,14,0,6,10,560,12
ESP-La Liga,2023-24,Betis,Willian José,BRA,FW,31,1991,21.9,683,18,50,333,304,73,683,12,6,50.0,6,50.0,377,1306,445,8,8,2,32,25,536,90
ESP-La Liga,2023-24,Betis,Youssouf Sabaly,SEN,DF,30,1993,11.6,761,37,250,340,178,14,761,23,12,52.2,8,34.8,437,2179,1089,31,22,2,18,13,488,43
ESP-La Liga,2023-24,Celta Vigo,Anastasios Douvikas,GRE,FW,23,1999,10.1,292,10,25,123,145,49,292,22,9,40.9,11,50.0,172,842,319,10,6,6,38,20,218,53
ESP-La Liga,2023-24,Celta Vigo,Carl Starfelt,SWE,DF,28,1995,24.6,1333,262,847,459,32,17,1333,1,0,0.0,1,100.0,614,2485,1142,5,2,1,6,1,698,1
ESP-La Liga,2023-24,Celta Vigo,Carles Pérez,ESP,"MF,DF",25,1998,8.6,393,9,55,147,200,25,393,37,14,37.8,18,48.6,264,1791,882,34,20,8,20,17,287,66
ESP-La Liga,2023-24,Celta Vigo,Carlos Dominguez,ESP,DF,22,2001,17.6,1068,110,498,515,63,10,1068,2,2,100.0,0,0.0,592,2792,1490,11,11,1,17,2,629,3
ESP-La Liga,2023-24,Celta Vigo,Carlos Dotor,ESP,MF,22,2001,7.9,414,14,89,237,93,8,414,3,3,100.0,0,0.0,203,883,348,3,6,0,13,9,282,12
ESP-La Liga,2023-24,Celta Vigo,Damián Rodríguez,ESP,MF,20,2003,2.9,227,6,42,132,54,1,227,0,0,,0,,145,548,239,2,4,1,1,2,174,4
ESP-La Liga,2023-24,Celta Vigo,Fran Beltrán,ESP,MF,24,1999,27.0,1593,50,326,985,297,12,1593,24,12,50.0,12,50.0,937,4446,2041,28,33,2,28,20,1060,30
ESP-La Liga,2023-24,Celta Vigo,Franco Cervi,ARG,"MF,DF",29,1994,6.1,366,5,94,160,116,14,366,6,0,0.0,5,83.3,195,1041,532,16,11,1,9,3,207,36
ESP-La Liga,2023-24,Celta Vigo,Gabriel Veiga,ESP,FW,21,2002,0.2,7,0,0,4,3,0,7,1,0,0.0,1,100.0,6,23,4,0,0,0,1,1,7,1
ESP-La Liga,2023-24,Celta Vigo,Hugo Sotelo,ESP,MF,19,2003,8.0,655,9,89,377,195,8,655,14,9,64.3,5,35.7,420,1832,826,16,15,2,11,12,492,13
ESP-La Liga,2023-24,Celta Vigo,Hugo Álvarez,ESP,"MF,DF",20,2003,8.5,536,16,96,188,263,32,536,29,16,55.2,11,37.9,320,1875,1108,36,15,16,15,13,359,80
ESP-La Liga,2023-24,Celta Vigo,Iago Aspas,ESP,FW,35,1987,30.1,1546,11,99,650,816,137,1541,47,29,61.7,12,25.5,995,5117,2527,84,61,25,52,36,1146,202
ESP-La Liga,2023-24,Celta Vigo,Iván Villar,ESP,GK,26,1997,11.3,348,314,348,0,0,0,348,0,0,,0,,173,844,550,0,0,0,0,0,118,0
ESP-La Liga,2023-24,Celta Vigo,Jailson Siqueira,BRA,"DF,MF",27,1995,10.0,607,49,238,330,49,6,607,10,6,60.0,4,40.0,377,2080,1358,16,12,1,9,9,383,8
ESP-La Liga,2023-24,Celta Vigo,Javier Manquillo,ESP,"DF,MF",29,1994,8.3,510,29,177,244,93,8,510,8,4,50.0,4,50.0,256,977,459,5,6,2,16,4,294,16
ESP-La Liga,2023-24,Celta Vigo,Javier Rueda Garcia,ESP,"MF,DF",21,2002,0.2,17,0,6,8,3,0,17,0,0,,0,,8,22,4,0,1,0,1,0,10,2
ESP-La Liga,2023-24,Celta Vigo,Jonathan Bamba,CIV,"MF,FW",27,1996,22.0,1037,12,119,457,487,91,1037,106,42,39.6,53,50.0,754,4987,2946,107,48,31,49,24,805,169
ESP-La Liga,2023-24,Celta Vigo,Joseph Aidoo,GHA,DF,27,1995,4.5,240,34,132,107,6,2,240,2,2,100.0,0,0.0,133,630,322,2,0,0,1,2,137,0
ESP-La Liga,2023-24,Celta Vigo,Jørgen Strand Larsen,NOR,FW,23,2000,31.8,997,19,69,472,471,165,997,74,29,39.2,39,52.7,620,2546,975,33,24,26,115,50,783,183
ESP-La Liga,2023-24,Celta Vigo,Kevin Vázquez,ESP,DF,30,1993,7.8,461,27,140,253,70,3,461,9,3,33.3,4,44.4,212,906,358,6,6,0,6,1,245,20
ESP-La Liga,2023-24,Celta Vigo,Luca de la Torre,USA,MF,25,1998,21.7,971,21,141,465,381,63,971,32,11,34.4,19,59.4,606,3777,2012,58,40,12,38,28,679,88
ESP-La Liga,2023-24,Celta Vigo,Manu Sánchez,ESP,"DF,MF",22,2000,19.7,1104,63,332,473,310,23,1104,28,11,39.3,16,57.1,508,2954,1490,41,25,5,32,11,527,67
ESP-La Liga,2023-24,Celta Vigo,Miguel Rodríguez,ESP,MF,20,2003,3.3,170,1,16,61,97,6,170,17,3,17.6,11,64.7,115,803,430,14,12,3,4,4,117,35
ESP-La Liga,2023-24,Celta Vigo,Mihailo Ristić,SRB,"DF,MF",27,1995,9.0,624,31,161,266,203,8,624,23,7,30.4,11,47.8,326,1911,1006,24,22,3,16,8,330,42
ESP-La Liga,2023-24,Celta Vigo,Renato Tapia,PER,"MF,DF",28,1995,14.9,949,68,318,503,140,13,949,39,27,69.2,9,23.1,477,2342,1057,9,13,0,20,10,529,14
ESP-La Liga,2023-24,Celta Vigo,Tadeo Allende,ARG,"MF,FW",24,1999,3.7,143,3,19,66,60,11,143,8,3,37.5,4,50.0,85,558,223,9,4,1,8,8,101,25
ESP-La Liga,2023-24,Celta Vigo,Unai Núñez,ESP,DF,26,1997,31.1,2025,278,1049,886,102,39,2025,12,10,83.3,2,16.7,1086,5296,2799,10,10,2,31,5,1131,2
ESP-La Liga,2023-24,Celta Vigo,Vicente Guaita,ESP,GK,36,1987,26.7,874,776,873,1,0,0,874,0,0,,0,,445,2241,1346,0,0,0,2,0,331,0
ESP-La Liga,2023-24,Celta Vigo,Williot Swedberg,SWE,"FW,MF",19,2004,4.9,175,1,22,68,87,23,175,14,7,50.0,5,35.7,107,561,273,7,6,4,10,10,119,26
ESP-La Liga,2023-24,Celta Vigo,Yoel Lago,ESP,DF,19,2004,1.0,93,14,66,26,1,1,93,0,0,,0,,76,324,137,0,0,0,0,0,77,0
ESP-La Liga,2023-24,Celta Vigo,Óscar Mingueza,ESP,"DF,MF",24,1999,33.3,2287,72,598,1012,701,43,2287,78,36,46.2,34,43.6,1313,6460,3490,74,76,9,31,26,1498,134
ESP-La Liga,2023-24,Cádiz,Aiham Ousou,SYR,DF,23,2000,4.8,215,19,114,93,12,2,215,1,1,100.0,0,0.0,124,741,376,2,6,0,3,0,111,0
ESP-La Liga,2023-24,Cádiz,Borja Vázquez,ESP,FW,18,2005,0.0,5,0,2,1,2,0,5,0,0,,0,,3,13,5,0,0,0,0,0,3,1
ESP-La Liga,2023-24,Cádiz,Brian Ocampo,URU,"MF,FW",24,1999,2.8,179,1,20,76,90,6,179,20,10,50.0,8,40.0,123,1011,548,18,15,1,17,10,130,25
ESP-La Liga,2023-24,Cádiz,Chris Ramos,ESP,"FW,MF",26,1997,29.0,896,51,100,323,479,136,896,69,18,26.1,44,63.8,431,1951,701,31,24,21,95,53,645,102
ESP-La Liga,2023-24,Cádiz,Darwin Machís,VEN,MF,30,1993,8.7,394,6,53,162,182,16,393,17,6,35.3,9,52.9,218,1393,558,20,20,5,20,11,225,54
ESP-La Liga,2023-24,Cádiz,David Gil,ESP,GK,29,1994,4.1,166,133,164,2,0,0,166,0,0,,0,,71,454,282,0,0,0,0,0,40,0
ESP-La Liga,2023-24,Cádiz,Diadie Samassékou,MLI,MF,27,1996,1.0,60,1,16,37,9,0,60,2,2,100.0,0,0.0,33,215,110,2,4,0,2,0,32,1
ESP-La Liga,2023-24,Cádiz,Fali,ESP,DF,29,1993,28.3,1307,191,647,615,52,18,1307,5,3,60.0,1,20.0,643,3354,2047,16,8,0,6,2,696,10
ESP-La Liga,2023-24,Cádiz,Fede San Emeterio,ESP,MF,26,1997,1.7,67,5,20,41,6,1,67,1,0,0.0,0,0.0,28,108,68,0,0,0,1,0,37,0
ESP-La Liga,2023-24,Cádiz,Gonzalo Escalante,ARG,MF,30,1993,18.9,907,50,221,549,141,19,907,7,3,42.9,4,57.1,397,1557,679,4,9,0,17,12,511,14
ESP-La Liga,2023-24,Cádiz,Isaac Carcelen,ESP,DF,30,1993,29.0,1425,98,432,647,351,11,1425,22,13,59.1,9,40.9,563,2560,1250,25,29,1,19,19,671,70
ESP-La Liga,2023-24,Cádiz,Iván Alejo,ESP,MF,28,1995,18.8,701,27,139,241,335,21,701,61,24,39.3,31,50.8,401,2974,1399,48,41,1,54,28,418,104
ESP-La Liga,2023-24,Cádiz,Javi Hernández,ESP,DF,25,1998,27.9,1571,112,509,669,412,29,1571,32,13,40.6,17,53.1,685,3932,2182,40,44,6,30,13,760,57
ESP-La Liga,2023-24,Cádiz,Jeremías Ledesma,ARG,GK,30,1993,33.9,1261,992,1248,17,0,0,1261,2,2,100.0,0,0.0,652,4356,3096,0,0,0,1,0,421,0
