league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
ITA-Serie A,2024-25,Parma,Adrian Benedyczak,POL,"FW,MF",23,2000,9,2,214,2.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,3,3,12,0.0,0.0,0.0,0.0,0.0,0.11,0.02,0.13,0.11,0.13
ITA-Serie A,2024-25,Parma,Adrian Bernabe,ESP,MF,23,2001,21,18,1453,16.1,1,1,2,1,0,0,1,0,1.3,1.3,1.1,2.4,37,115,20,0.06,0.06,0.12,0.06,0.12,0.08,0.07,0.15,0.08,0.15
ITA-Serie A,2024-25,Parma,Alessandro Circati,AUS,DF,20,2003,6,6,540,6.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,10,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.05,0.06
ITA-Serie A,2024-25,Parma,Alessandro Vogliacco,ITA,DF,25,1998,10,10,772,8.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,2,21,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
ITA-Serie A,2024-25,Parma,Ange-Yoan Bonny,FRA,FW,20,2003,37,30,2529,28.1,6,4,10,4,2,3,2,0,9.4,7.1,2.9,9.9,41,53,163,0.21,0.14,0.36,0.14,0.28,0.34,0.1,0.44,0.25,0.35
ITA-Serie A,2024-25,Parma,Antoine Hainaut,FRA,"DF,FW",22,2002,25,10,1206,13.4,2,0,2,2,0,0,4,0,0.8,0.8,1.0,1.8,22,34,37,0.15,0.0,0.15,0.15,0.15,0.06,0.08,0.14,0.06,0.14
ITA-Serie A,2024-25,Parma,Botond Balogh,HUN,DF,22,2002,29,23,2053,22.8,0,1,1,0,0,0,5,0,0.4,0.4,0.1,0.5,7,37,1,0.0,0.04,0.04,0.0,0.04,0.02,0.0,0.02,0.02,0.02
ITA-Serie A,2024-25,Parma,Dennis Man,ROU,"FW,MF",25,1998,33,23,1995,22.2,4,4,8,4,0,0,0,0,5.5,5.5,4.2,9.7,67,60,142,0.18,0.18,0.36,0.18,0.36,0.25,0.19,0.44,0.25,0.44
ITA-Serie A,2024-25,Parma,Drissa Camara,CIV,"MF,FW",22,2002,21,1,447,5.0,0,0,0,0,0,0,3,0,1.2,1.2,0.8,2.0,18,27,35,0.0,0.0,0.0,0.0,0.0,0.25,0.16,0.4,0.25,0.4
ITA-Serie A,2024-25,Parma,Emanuele Valeri,ITA,DF,25,1998,35,34,2873,31.9,2,6,8,1,1,1,1,0,1.8,1.0,4.7,5.8,79,93,109,0.06,0.19,0.25,0.03,0.22,0.06,0.15,0.21,0.03,0.18
ITA-Serie A,2024-25,Parma,Enrico Del Prato,ITA,DF,24,1999,34,32,2947,32.7,4,0,4,4,0,0,8,0,2.0,2.0,1.2,3.2,8,81,31,0.12,0.0,0.12,0.12,0.12,0.06,0.04,0.1,0.06,0.1
ITA-Serie A,2024-25,Parma,Gabriel Charpentier,CGO,FW,25,1999,10,0,271,3.0,1,2,3,1,0,0,1,0,1.3,1.3,0.9,2.3,6,7,16,0.33,0.66,1.0,0.33,1.0,0.44,0.31,0.75,0.44,0.75
ITA-Serie A,2024-25,Parma,Giovanni Leoni,ITA,DF,17,2006,17,14,1199,13.3,1,0,1,1,0,0,3,1,0.1,0.1,0.0,0.1,0,21,5,0.08,0.0,0.08,0.08,0.08,0.01,0.0,0.01,0.01,0.01
ITA-Serie A,2024-25,Parma,Hernani,BRA,MF,30,1994,25,15,1327,14.7,3,3,6,0,3,3,7,0,2.8,0.5,1.5,2.0,29,78,40,0.2,0.2,0.41,0.0,0.2,0.19,0.1,0.3,0.03,0.14
ITA-Serie A,2024-25,Parma,Jacob Ondrejka,SWE,"MF,FW",21,2002,12,3,422,4.7,5,0,5,5,0,0,0,0,1.3,1.3,0.6,1.9,13,11,21,1.07,0.0,1.07,1.07,1.07,0.27,0.13,0.4,0.27,0.4
ITA-Serie A,2024-25,Parma,Lautaro Valenti,ARG,DF,25,1999,20,18,1556,17.3,1,0,1,1,0,0,6,1,0.2,0.2,0.2,0.4,3,28,3,0.06,0.0,0.06,0.06,0.06,0.01,0.01,0.02,0.01,0.02
ITA-Serie A,2024-25,Parma,Leandro Chichizola,ARG,GK,34,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Parma,Mandela Keita,BEL,MF,22,2002,30,24,1826,20.3,0,2,2,0,0,0,6,1,0.1,0.1,1.0,1.2,13,50,5,0.0,0.1,0.1,0.0,0.1,0.01,0.05,0.06,0.01,0.06
ITA-Serie A,2024-25,Parma,Mateo Pellegrino,ARG,FW,23,2001,13,8,737,8.2,3,1,4,3,0,0,2,0,3.3,3.3,0.7,4.0,6,15,37,0.37,0.12,0.49,0.37,0.49,0.4,0.09,0.49,0.4,0.49
ITA-Serie A,2024-25,Parma,Mateusz Kowalski,POL,MF,19,2005,1,1,56,0.6,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,0,2,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.69,0.69,0.69
ITA-Serie A,2024-25,Parma,Mathias Løvik,NOR,"DF,FW",20,2003,6,0,92,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,1,6,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.18,0.09,0.18
ITA-Serie A,2024-25,Parma,Matteo Cancellieri,ITA,"FW,MF",22,2002,27,19,1424,15.8,3,0,3,3,0,0,2,1,2.7,2.7,0.7,3.4,40,24,79,0.19,0.0,0.19,0.19,0.19,0.17,0.04,0.21,0.17,0.21
ITA-Serie A,2024-25,Parma,Milan Đurić,BIH,FW,34,1990,9,3,268,3.0,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,0,7,6,0.34,0.0,0.34,0.34,0.34,0.08,0.0,0.08,0.08,0.08
ITA-Serie A,2024-25,Parma,Mohamed Haj,TUN,MF,19,2005,15,3,453,5.0,1,2,3,1,0,0,4,0,0.6,0.6,1.2,1.8,6,13,28,0.2,0.4,0.6,0.2,0.6,0.13,0.24,0.36,0.13,0.36
ITA-Serie A,2024-25,Parma,Nahuel Estévez,ARG,MF,28,1995,14,7,657,7.3,0,0,0,0,0,0,3,0,0.1,0.1,0.8,0.8,3,30,4,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.12,0.01,0.12
ITA-Serie A,2024-25,Parma,Pontus Almqvist,SWE,"FW,MF",25,1999,29,10,1112,12.4,1,1,2,1,0,0,5,0,2.1,2.1,1.3,3.5,42,12,85,0.08,0.08,0.16,0.08,0.16,0.17,0.11,0.28,0.17,0.28
ITA-Serie A,2024-25,Parma,Simon Sohm,SUI,MF,23,2001,37,36,2989,33.2,4,0,4,4,0,0,6,0,3.1,3.1,2.1,5.2,69,140,67,0.12,0.0,0.12,0.12,0.12,0.09,0.06,0.16,0.09,0.16
ITA-Serie A,2024-25,Parma,Valentin Mihaila,ROU,"FW,MF",24,2000,21,16,1288,14.3,0,3,3,0,0,0,2,0,2.4,2.4,1.2,3.6,25,41,72,0.0,0.21,0.21,0.0,0.21,0.17,0.08,0.25,0.17,0.25
ITA-Serie A,2024-25,Parma,Woyo Coulibaly,MLI,DF,25,1999,14,12,1084,12.0,0,1,1,0,0,0,1,1,0.1,0.1,0.9,1.1,36,41,23,0.0,0.08,0.08,0.0,0.08,0.01,0.08,0.09,0.01,0.09
ITA-Serie A,2024-25,Parma,Wylan Cyprien,FRA,MF,29,1995,2,0,28,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,2,0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.63,0.63
ITA-Serie A,2024-25,Parma,Yordan Osorio,VEN,DF,30,1994,3,2,172,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08
ITA-Serie A,2024-25,Parma,Zion Suzuki,JPN,GK,21,2002,37,37,3314,36.8,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Roma,Alexis Saelemaekers,BEL,"DF,FW",25,1999,22,17,1389,15.4,7,3,10,7,0,0,4,0,2.5,2.5,2.6,5.1,39,53,136,0.45,0.19,0.65,0.45,0.65,0.16,0.17,0.33,0.16,0.33
ITA-Serie A,2024-25,Roma,Anass Salah-Eddine,NED,DF,22,2002,3,2,152,1.7,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.5,8,2,15,0.0,0.59,0.59,0.0,0.59,0.19,0.08,0.27,0.19,0.27
ITA-Serie A,2024-25,Roma,Angeliño,ESP,DF,27,1997,38,36,3177,35.3,2,1,3,2,0,0,1,0,1.4,1.4,3.7,5.1,66,172,172,0.06,0.03,0.08,0.06,0.08,0.04,0.1,0.15,0.04,0.15
ITA-Serie A,2024-25,Roma,Artem Dovbyk,UKR,FW,27,1997,32,27,2418,26.9,12,2,14,10,2,2,0,0,11.9,10.3,2.4,12.7,24,16,175,0.45,0.07,0.52,0.37,0.45,0.44,0.09,0.53,0.38,0.47
ITA-Serie A,2024-25,Roma,Bryan Cristante,ITA,MF,29,1995,30,23,2045,22.7,4,2,6,4,0,0,8,0,2.1,2.1,1.4,3.5,25,145,41,0.18,0.09,0.26,0.18,0.26,0.09,0.06,0.15,0.09,0.15
ITA-Serie A,2024-25,Roma,Devyne Rensch,NED,DF,21,2003,14,5,469,5.2,0,1,1,0,0,0,0,0,0.3,0.3,0.8,1.0,2,14,25,0.0,0.19,0.19,0.0,0.19,0.05,0.15,0.2,0.05,0.2
ITA-Serie A,2024-25,Roma,Eldor Shomurodov,UZB,"FW,MF",29,1995,27,11,1097,12.2,4,4,8,4,0,0,1,0,4.7,4.7,1.3,6.1,19,21,62,0.33,0.33,0.66,0.33,0.66,0.39,0.11,0.5,0.39,0.5
ITA-Serie A,2024-25,Roma,Enzo Le Fée,FRA,MF,24,2000,6,4,318,3.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,15,28,3,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.1,0.06,0.1
ITA-Serie A,2024-25,Roma,Gianluca Mancini,ITA,DF,28,1996,37,36,3143,34.9,2,0,2,2,0,0,8,0,1.7,1.7,0.9,2.6,45,139,23,0.06,0.0,0.06,0.06,0.06,0.05,0.03,0.07,0.05,0.07
ITA-Serie A,2024-25,Roma,Leandro Paredes,ARG,MF,30,1994,22,15,1373,15.3,3,1,4,1,2,2,4,0,2.3,0.7,1.5,2.2,17,106,14,0.2,0.07,0.26,0.07,0.13,0.15,0.1,0.25,0.05,0.15
ITA-Serie A,2024-25,Roma,Lorenzo Pellegrini,ITA,MF,28,1996,25,20,1626,18.1,2,1,3,1,1,1,4,0,4.7,3.9,2.5,6.4,27,61,82,0.11,0.06,0.17,0.06,0.11,0.26,0.14,0.4,0.22,0.35
ITA-Serie A,2024-25,Roma,Lucas Gourna-Douath,FRA,MF,20,2003,6,2,229,2.5,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,4,9,9,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09
ITA-Serie A,2024-25,Roma,Manu Koné,FRA,MF,23,2001,34,31,2572,28.6,2,1,3,2,0,0,6,0,3.4,3.4,1.7,5.0,70,144,50,0.07,0.03,0.1,0.07,0.1,0.12,0.06,0.18,0.12,0.18
ITA-Serie A,2024-25,Roma,Mario Hermoso,ESP,DF,29,1995,8,2,251,2.8,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,3,14,5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
ITA-Serie A,2024-25,Roma,Mats Hummels,GER,DF,35,1988,14,11,915,10.2,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.5,4,26,1,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05
ITA-Serie A,2024-25,Roma,Matìas Soulé,ARG,"MF,DF",21,2003,27,22,1781,19.8,5,5,10,5,0,0,3,0,3.0,3.0,5.2,8.3,84,89,191,0.25,0.25,0.51,0.25,0.51,0.15,0.26,0.42,0.15,0.42
ITA-Serie A,2024-25,Roma,Mile Svilar,SRB,GK,24,1999,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Roma,Niccolò Pisilli,ITA,MF,19,2004,28,11,1227,13.6,2,1,3,2,0,0,7,0,2.7,2.7,0.7,3.4,22,63,44,0.15,0.07,0.22,0.15,0.22,0.2,0.05,0.25,0.2,0.25
ITA-Serie A,2024-25,Roma,Nicola Zalewski,POL,"DF,FW",22,2002,12,4,533,5.9,0,0,0,0,0,0,0,0,0.3,0.3,0.8,1.1,31,17,54,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.18,0.05,0.18
ITA-Serie A,2024-25,Roma,Obite N'Dicka,CIV,DF,24,1999,38,38,3420,38.0,0,1,1,0,0,0,2,0,1.0,1.0,0.7,1.8,29,107,5,0.0,0.03,0.03,0.0,0.03,0.03,0.02,0.05,0.03,0.05
ITA-Serie A,2024-25,Roma,Paulo Dybala,ARG,"FW,MF",30,1993,24,16,1417,15.7,6,3,9,3,3,3,2,0,6.4,4.0,5.0,9.0,41,79,122,0.38,0.19,0.57,0.19,0.38,0.4,0.32,0.72,0.25,0.57
ITA-Serie A,2024-25,Roma,Samuel Dahl,SWE,"DF,MF",24,2000,2,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Roma,Saud Abdulhamid,KSA,DF,25,1999,4,2,205,2.3,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,6,9,26,0.0,0.44,0.44,0.0,0.44,0.01,0.08,0.09,0.01,0.09
ITA-Serie A,2024-25,Roma,Stephan El Shaarawy,ITA,"DF,MF",31,1992,31,12,1098,12.2,3,4,7,3,0,0,2,0,2.7,2.7,1.2,3.9,42,49,77,0.25,0.33,0.57,0.25,0.57,0.22,0.1,0.32,0.22,0.32
ITA-Serie A,2024-25,Roma,Tammy Abraham,ENG,FW,26,1997,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Roma,Tommaso Baldanzi,ITA,"MF,FW",21,2003,31,5,832,9.2,1,1,2,1,0,0,2,0,1.4,1.4,1.0,2.4,39,23,57,0.11,0.11,0.22,0.11,0.22,0.16,0.1,0.26,0.16,0.26
ITA-Serie A,2024-25,Roma,Victor Nelsson,DEN,DF,25,1998,4,1,187,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
ITA-Serie A,2024-25,Roma,Zeki Çelik,TUR,DF,27,1997,31,27,2256,25.1,0,2,2,0,0,0,5,0,0.6,0.6,1.6,2.2,28,106,93,0.0,0.08,0.08,0.0,0.08,0.02,0.07,0.09,0.02,0.09
ITA-Serie A,2024-25,Torino,Aaron Ciammaglichella,ITA,MF,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Torino,Adam Masina,MAR,DF,30,1994,28,20,1919,21.3,1,2,3,1,0,0,5,0,0.7,0.7,0.3,1.0,15,73,10,0.05,0.09,0.14,0.05,0.14,0.03,0.01,0.05,0.03,0.05
ITA-Serie A,2024-25,Torino,Adrien Tameze,CMR,"MF,DF",30,1994,20,9,649,7.2,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.2,16,23,21,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.17,0.05,0.17
ITA-Serie A,2024-25,Torino,Alberto Paleari,ITA,GK,31,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Torino,Alessio Cacciamani,ITA,"MF,DF",17,2007,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Torino,Ali Dembélé,FRA,DF,20,2004,15,4,388,4.3,1,0,1,1,0,0,4,1,0.4,0.4,0.1,0.5,8,12,8,0.23,0.0,0.23,0.23,0.23,0.08,0.02,0.1,0.08,0.1
ITA-Serie A,2024-25,Torino,Antonio Sanabria,PAR,FW,28,1996,26,16,1318,14.6,2,1,3,2,0,1,2,0,2.9,2.1,0.5,2.6,6,18,54,0.14,0.07,0.2,0.14,0.2,0.2,0.03,0.23,0.14,0.18
ITA-Serie A,2024-25,Torino,Borna Sosa,CRO,DF,26,1998,19,14,1181,13.1,0,0,0,0,0,0,0,0,0.3,0.3,0.7,1.0,13,51,49,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07
ITA-Serie A,2024-25,Torino,Cesare Casadei,ITA,MF,21,2003,15,13,1017,11.3,1,1,2,1,0,0,1,0,1.2,1.2,0.4,1.5,14,36,12,0.09,0.09,0.18,0.09,0.18,0.1,0.03,0.14,0.1,0.14
ITA-Serie A,2024-25,Torino,Che Adams,SCO,FW,28,1996,36,30,2652,29.5,9,3,12,9,0,1,2,0,9.0,8.2,2.0,10.2,23,40,153,0.31,0.1,0.41,0.31,0.41,0.31,0.07,0.37,0.28,0.35
ITA-Serie A,2024-25,Torino,Cristiano Biraghi,ITA,DF,31,1992,15,13,1158,12.9,0,0,0,0,0,0,0,0,0.5,0.5,2.7,3.1,24,36,49,0.0,0.0,0.0,0.0,0.0,0.04,0.21,0.24,0.04,0.24
ITA-Serie A,2024-25,Torino,Duván Zapata,COL,FW,33,1991,7,7,587,6.5,3,0,3,3,0,0,1,0,3.4,3.4,0.5,3.9,6,7,36,0.46,0.0,0.46,0.46,0.46,0.52,0.08,0.59,0.52,0.59
ITA-Serie A,2024-25,Torino,Elif Elmas,MKD,"FW,MF",24,1999,13,12,1021,11.3,4,0,4,4,0,0,0,0,1.4,1.4,0.4,1.8,42,34,58,0.35,0.0,0.35,0.35,0.35,0.12,0.04,0.16,0.12,0.16
ITA-Serie A,2024-25,Torino,Eybi Nije,SWE,"FW,MF",19,2005,16,0,394,4.4,1,0,1,1,0,0,1,0,1.5,1.5,0.4,1.9,10,7,26,0.23,0.0,0.23,0.23,0.23,0.34,0.1,0.44,0.34,0.44
ITA-Serie A,2024-25,Torino,Guillermo Maripán,CHI,DF,30,1994,28,27,2340,26.0,1,1,2,1,0,0,4,1,0.9,0.9,1.0,2.0,14,96,9,0.04,0.04,0.08,0.04,0.08,0.04,0.04,0.08,0.04,0.08
ITA-Serie A,2024-25,Torino,Gvidas Gineitis,LTU,MF,20,2004,30,15,1430,15.9,3,1,4,3,0,0,5,0,1.3,1.3,2.0,3.3,15,36,43,0.19,0.06,0.25,0.19,0.25,0.08,0.13,0.21,0.08,0.21
ITA-Serie A,2024-25,Torino,Ivan Ilić,SRB,MF,23,2001,19,9,920,10.2,1,0,1,1,0,0,4,0,0.9,0.9,1.1,2.1,24,45,41,0.1,0.0,0.1,0.1,0.1,0.09,0.11,0.2,0.09,0.2
ITA-Serie A,2024-25,Torino,Karol Linetty,POL,MF,29,1995,28,18,1540,17.1,1,0,1,1,0,0,6,0,1.1,1.1,0.9,2.0,18,47,19,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.12,0.06,0.12
ITA-Serie A,2024-25,Torino,Marcus Pedersen,NOR,DF,24,2000,29,15,1362,15.1,0,0,0,0,0,0,3,0,0.6,0.6,0.4,1.0,44,19,77,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.06,0.04,0.06
ITA-Serie A,2024-25,Torino,Mërgim Vojvoda,KVX,DF,29,1995,17,12,1105,12.3,0,0,0,0,0,0,4,0,0.4,0.4,0.4,0.8,18,64,34,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07
ITA-Serie A,2024-25,Torino,Nikola Vlašić,CRO,"MF,FW",26,1997,30,23,2117,23.5,5,4,9,3,2,2,0,0,3.4,1.8,2.4,4.2,53,94,110,0.21,0.17,0.38,0.13,0.3,0.14,0.1,0.25,0.08,0.18
ITA-Serie A,2024-25,Torino,Raoul Bellanova,ITA,DF,24,2000,1,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,0,5,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.11,0.03,0.11
ITA-Serie A,2024-25,Torino,Saba Sazonov,GEO,DF,22,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Torino,Samuele Ricci,ITA,MF,22,2001,34,34,2825,31.4,1,1,2,1,0,0,8,1,1.3,1.3,0.6,1.8,43,116,30,0.03,0.03,0.06,0.03,0.06,0.04,0.02,0.06,0.04,0.06
ITA-Serie A,2024-25,Torino,Saúl Coco,EQG,DF,25,1999,32,32,2845,31.6,2,0,2,2,0,0,10,0,1.2,1.2,0.0,1.2,17,70,3,0.06,0.0,0.06,0.06,0.06,0.04,0.0,0.04,0.04,0.04
ITA-Serie A,2024-25,Torino,Sebastian Walukiewicz,POL,DF,24,2000,29,20,1661,18.5,0,0,0,0,0,0,6,0,0.4,0.4,0.3,0.7,25,80,31,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
ITA-Serie A,2024-25,Torino,Sergiu Perciun,MDA,"FW,MF",18,2006,5,0,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,2,4,12,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.1,0.03,0.1
ITA-Serie A,2024-25,Torino,Tommaso Gabellini,ITA,FW,17,2006,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.45,0.45
ITA-Serie A,2024-25,Torino,Valentino Lazaro,AUT,"DF,FW",28,1996,33,26,2307,25.6,0,6,6,0,0,0,6,0,1.0,1.0,3.3,4.4,35,76,131,0.0,0.23,0.23,0.0,0.23,0.04,0.13,0.17,0.04,0.17
ITA-Serie A,2024-25,Torino,Vanja Milinković-Savić,SRB,GK,27,1997,37,37,3330,37.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Torino,Yann Karamoh,FRA,"MF,FW",26,1998,29,10,1046,11.6,0,1,1,0,0,0,2,0,1.2,1.2,0.9,2.2,37,28,80,0.0,0.09,0.09,0.0,0.09,0.11,0.08,0.18,0.11,0.18
ITA-Serie A,2024-25,Udinese,Alexis Sánchez,CHI,FW,35,1988,13,6,437,4.9,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,2,19,19,0.0,0.0,0.0,0.0,0.0,0.16,0.04,0.2,0.16,0.2
ITA-Serie A,2024-25,Udinese,Arthur Atta,FRA,"MF,FW",21,2003,27,12,1251,13.9,0,1,1,0,0,0,5,0,1.3,1.3,1.4,2.8,31,57,77,0.0,0.07,0.07,0.0,0.07,0.1,0.1,0.2,0.1,0.2
ITA-Serie A,2024-25,Udinese,Brenner,BRA,"MF,FW",24,2000,9,5,386,4.3,1,2,3,1,0,0,0,0,0.6,0.6,0.5,1.1,5,7,16,0.23,0.47,0.7,0.23,0.7,0.15,0.11,0.26,0.15,0.26
ITA-Serie A,2024-25,Udinese,Christian Kabasele,BEL,DF,33,1991,16,12,1161,12.9,2,0,2,2,0,0,0,0,1.5,1.5,0.4,1.9,9,44,7,0.16,0.0,0.16,0.16,0.16,0.12,0.03,0.14,0.12,0.14
ITA-Serie A,2024-25,Udinese,Damián Pizarro,CHI,"FW,MF",19,2005,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Udinese,Daniele Padelli,ITA,GK,38,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2024-25,Udinese,Enzo Ebosse,CMR,DF,25,1999,2,0,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
ITA-Serie A,2024-25,Udinese,Florian Thauvin,FRA,"FW,MF",31,1993,25,24,1956,21.7,8,3,11,7,1,3,0,0,8.1,5.7,3.8,9.5,92,90,148,0.37,0.14,0.51,0.32,0.46,0.37,0.18,0.55,0.26,0.44
ITA-Serie A,2024-25,Udinese,Hassane Kamara,CIV,DF,30,1994,30,25,2001,22.2,1,4,5,1,0,0,8,1,0.9,0.9,2.7,3.6,52,61,103,0.04,0.18,0.22,0.04,0.22,0.04,0.12,0.16,0.04,0.16
ITA-Serie A,2024-25,Udinese,Iker Bravo,ESP,"FW,MF",19,2005,29,4,682,7.6,2,1,3,2,0,0,3,0,0.9,0.9,0.4,1.3,7,18,39,0.26,0.13,0.4,0.26,0.4,0.12,0.06,0.18,0.12,0.18
ITA-Serie A,2024-25,Udinese,Jaka Bijol,SVN,DF,25,1999,34,34,2963,32.9,1,0,1,1,0,0,13,1,2.0,2.0,0.6,2.6,22,98,10,0.03,0.0,0.03,0.03,0.03,0.06,0.02,0.08,0.06,0.08
ITA-Serie A,2024-25,Udinese,James Abankwah,IRL,"DF,MF",20,2004,6,0,88,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,4,1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
ITA-Serie A,2024-25,Udinese,Jesper Karlström,SWE,MF,29,1995,37,36,3186,35.4,0,3,3,0,0,0,9,0,0.7,0.7,1.1,1.8,23,135,46,0.0,0.08,0.08,0.0,0.08,0.02,0.03,0.05,0.02,0.05
ITA-Serie A,2024-25,Udinese,Jordan Zemura,ZIM,DF,24,1999,23,13,1415,15.7,1,2,3,1,0,0,2,0,1.0,1.0,1.0,2.0,25,42,76,0.06,0.13,0.19,0.06,0.19,0.07,0.06,0.13,0.07,0.13
