league,season,team,player,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
NED-Eredivisie,2024-25,AZ Alkmaar,Riechedly Bazoer,CUW,MF,27,1996,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,AZ Alkmaar,Ro-Zangelo Daal,NED,FW,20,2004,0.8,3,3.8,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,AZ Alkmaar,Rome-Jayden Owusu-Oduro,NED,GK,20,2004,28.0,4,0.14,3,1,0,0,0,0,1,0.04,1,0,0,0,0,0
NED-Eredivisie,2024-25,AZ Alkmaar,Ruben van Bommel,NED,FW,19,2004,16.6,64,3.87,41,4,6,8,3,2,8,0.48,4,1,0,1,1,1
NED-Eredivisie,2024-25,AZ Alkmaar,Seiya Maikuma,JPN,DF,26,1997,21.2,47,2.21,45,1,0,1,0,0,2,0.09,2,0,0,0,0,0
NED-Eredivisie,2024-25,AZ Alkmaar,Sven Mijnans,NED,MF,24,2000,24.7,107,4.33,77,14,6,6,3,1,15,0.61,11,1,1,0,1,1
NED-Eredivisie,2024-25,AZ Alkmaar,Troy Parrott,IRL,FW,22,2002,24.2,66,2.73,51,0,3,6,5,1,6,0.25,5,0,0,1,0,0
NED-Eredivisie,2024-25,AZ Alkmaar,Wouter Goes,NED,DF,20,2004,22.8,23,1.01,21,0,0,1,0,1,4,0.18,3,0,0,0,0,1
NED-Eredivisie,2024-25,AZ Alkmaar,Zico Buurmeester,NED,"MF,FW",22,2002,13.3,44,3.31,33,6,4,1,0,0,4,0.3,1,3,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Ahmetcan Kaplan,TUR,DF,21,2003,6.2,7,1.12,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Anton Gaaei,DEN,DF,21,2002,19.8,48,2.43,42,5,0,1,0,0,5,0.25,4,1,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Benjamin Tahirovic,BIH,MF,21,2003,0.8,1,1.18,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Bertrand Traoré,BFA,FW,28,1995,19.1,89,4.67,66,1,11,10,1,0,14,0.73,11,0,1,2,0,0
NED-Eredivisie,2024-25,Ajax,Branco van den Boomen,NED,MF,29,1995,7.0,29,4.14,24,4,0,1,0,0,3,0.43,3,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Brian Brobbey,NED,FW,22,2002,17.3,55,3.19,34,0,4,3,14,0,8,0.46,4,0,0,2,2,0
NED-Eredivisie,2024-25,Ajax,Carlos Forbs,POR,FW,20,2004,0.4,2,5.45,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Christian Rasmussen,DEN,FW,21,2003,2.4,8,3.29,6,2,0,0,0,0,1,0.41,1,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Chuba Akpom,ENG,FW,28,1995,9.2,22,2.38,12,0,3,4,3,0,2,0.22,2,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Daniele Rugani,ITA,DF,30,1994,7.9,4,0.51,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Davy Klaassen,NED,MF,31,1993,24.2,44,1.82,40,0,1,2,1,0,2,0.08,1,0,0,1,0,0
NED-Eredivisie,2024-25,Ajax,Devyne Rensch,NED,DF,21,2003,12.4,25,2.02,23,0,0,1,0,1,2,0.16,2,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Diant Ramaj,GER,GK,22,2001,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Dies Janse,NED,DF,18,2006,3.7,5,1.36,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Don-Angelo Konadu,NED,FW,18,2006,0.7,2,2.9,1,0,0,0,1,0,2,2.9,1,0,0,0,1,0
NED-Eredivisie,2024-25,Ajax,Jaydon Amauri Banel,NED,FW,19,2004,0.7,5,7.03,1,0,1,1,2,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Jordan Henderson,ENG,MF,34,1990,20.8,61,2.93,51,4,1,4,0,1,10,0.48,7,1,0,1,0,1
NED-Eredivisie,2024-25,Ajax,Jorrel Hato,NED,DF,18,2006,28.8,41,1.43,36,1,1,0,2,1,13,0.45,11,0,1,0,1,0
NED-Eredivisie,2024-25,Ajax,Jorthy Mokio,BEL,"MF,DF",16,2008,5.7,9,1.59,6,0,1,1,1,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Josip Šutalo,CRO,DF,24,2000,27.2,28,1.03,26,0,1,1,0,0,7,0.26,7,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Kenneth Taylor,NED,"MF,FW",22,2002,27.2,81,2.98,62,9,3,3,1,3,15,0.55,12,0,2,1,0,0
NED-Eredivisie,2024-25,Ajax,Kian Fitz-Jim,NED,MF,21,2003,13.7,42,3.07,36,0,1,2,3,0,5,0.36,4,0,0,0,1,0
NED-Eredivisie,2024-25,Ajax,Kristian Nökkvi Hlynsson,ISL,"MF,FW",20,2004,2.1,4,1.94,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Lucas Oliveira Rosa,BRA,DF,24,2000,2.7,3,1.1,3,0,0,0,0,0,1,0.37,1,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Matheus,BRA,GK,32,1992,9.0,2,0.22,2,0,0,0,0,0,1,0.11,1,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Mika Godts,BEL,FW,19,2005,18.3,63,3.45,42,1,12,5,2,1,5,0.27,3,0,1,1,0,0
NED-Eredivisie,2024-25,Ajax,Oliver Edvardsen,NOR,FW,25,1999,3.2,11,3.43,11,0,0,0,0,0,1,0.31,1,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Owen Wijndal,NED,DF,24,1999,4.1,7,1.7,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Rayane Bounida,BEL,FW,18,2006,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Remko Pasveer,NED,GK,40,1983,24.0,7,0.29,6,1,0,0,0,0,2,0.08,2,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Sean Steur,NED,MF,16,2008,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Sivert Mannsverk,NOR,MF,22,2002,2.0,4,2.0,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Steven Berghuis,NED,"FW,MF",32,1991,15.9,67,4.22,43,18,0,4,0,2,6,0.38,4,1,0,1,0,0
NED-Eredivisie,2024-25,Ajax,Steven Bergwijn,NED,FW,26,1997,0.2,2,12.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Wout Weghorst,NED,FW,31,1992,12.1,45,3.73,33,0,1,7,3,1,10,0.83,6,0,0,2,1,1
NED-Eredivisie,2024-25,Ajax,Youri Baas,NED,DF,21,2003,22.7,19,0.84,17,0,0,0,1,1,2,0.09,2,0,0,0,0,0
NED-Eredivisie,2024-25,Ajax,Youri Regeer,NED,"MF,DF",20,2003,1.3,6,4.74,2,2,1,0,1,0,2,1.58,0,1,0,0,1,0
NED-Eredivisie,2024-25,Almere City,Adi Nalic,BIH,"MF,FW",26,1997,7.7,14,1.81,9,0,4,0,0,1,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Alex Balboa,EQG,MF,23,2001,4.5,5,1.11,2,0,0,2,1,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Ali Jasim,IRQ,"FW,MF",20,2004,4.9,24,4.95,21,0,3,0,0,0,1,0.21,1,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Anas Tahiri,BEL,MF,29,1995,19.6,33,1.68,33,0,0,0,0,0,3,0.15,3,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Baptiste Guillaume,BEL,"FW,MF",29,1995,4.9,10,2.05,9,0,0,1,0,0,1,0.21,1,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Charles-Andréas Brym,CAN,FW,25,1998,14.3,37,2.58,27,0,4,0,5,1,1,0.07,1,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Christopher Mamengi,NED,DF,23,2001,2.5,1,0.39,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Damil Dankerlui,SUR,"DF,FW",27,1996,1.9,5,2.59,3,2,0,0,0,0,1,0.52,1,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Emanuel Poku,NED,FW,19,2005,1.6,3,1.86,1,0,2,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Faiz Mattoir,COM,"FW,MF",24,2000,3.1,11,3.5,6,1,1,1,2,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Guus Beaumont,NED,MF,22,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Hamdi Akujobi,NED,DF,24,2000,26.0,42,1.61,35,3,1,1,2,0,4,0.15,4,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,James Lawrence,WAL,DF,31,1992,19.5,20,1.03,17,0,0,1,0,2,1,0.05,1,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Jeffry Puriel,BOE,FW,21,2002,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Jochem van de Kamp,NED,"MF,FW",20,2003,22.2,47,2.11,33,1,2,2,4,5,1,0.04,1,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Joey Jacobs,NED,DF,24,2000,13.0,13,1.0,6,6,0,0,1,0,1,0.08,1,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Jonas Wendlinger,AUT,GK,24,2000,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Junior Kadile,FRA,"FW,MF",21,2002,24.5,61,2.49,35,0,11,8,4,3,4,0.16,3,0,1,0,0,0
NED-Eredivisie,2024-25,Almere City,Kornelius Hansen,NOR,"FW,MF",23,2001,21.0,53,2.53,36,2,6,5,3,1,4,0.19,3,0,0,1,0,0
NED-Eredivisie,2024-25,Almere City,Logan Delaurier-Chaubet,FRA,FW,22,2002,6.2,18,2.91,12,0,1,2,1,2,1,0.16,0,0,0,1,0,0
NED-Eredivisie,2024-25,Almere City,Marvin da Graça,LUX,DF,29,1995,8.8,10,1.13,8,0,0,1,0,1,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Nordin Bakker,NED,GK,26,1997,33.9,12,0.35,12,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Olivier de Nijs,NED,"MF,FW",19,2004,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Ricardo Visus,ESP,DF,23,2001,21.8,17,0.78,13,1,1,1,0,1,1,0.05,1,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Ruben Providence,HAI,"FW,MF",23,2001,5.8,12,2.06,8,0,1,2,1,0,2,0.34,1,0,0,1,0,0
NED-Eredivisie,2024-25,Almere City,Sherel Floranus,CUW,DF,25,1998,2.0,2,1.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Stije Resink,NED,MF,21,2003,2.6,3,1.13,1,0,0,2,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Thom Haye,IDN,MF,29,1995,22.7,97,4.28,58,26,0,8,2,3,3,0.13,2,1,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Thomas Robinet,FRA,"MF,FW",27,1996,30.0,60,2.0,50,0,1,6,2,1,2,0.07,2,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Théo Barbet,FRA,DF,23,2001,9.6,3,0.31,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Tim Receveur,NED,MF,33,1991,1.5,3,2.03,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Vasilios Zagaritis,GRE,DF,23,2001,32.9,94,2.86,66,16,6,2,3,1,3,0.09,1,2,0,0,0,0
NED-Eredivisie,2024-25,Almere City,Àlex Carbonell,ESP,MF,26,1997,2.6,19,7.18,16,2,0,1,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Anis Hadj Moussa,ALG,"FW,MF",22,2002,21.9,91,4.16,51,18,11,6,3,2,13,0.59,6,0,5,1,1,0
NED-Eredivisie,2024-25,Feyenoord,Antoni Milambo,NED,MF,19,2005,22.0,54,2.46,40,2,4,1,3,4,10,0.46,8,0,1,0,1,0
NED-Eredivisie,2024-25,Feyenoord,Ayase Ueda,JPN,FW,25,1998,13.4,19,1.42,15,0,2,0,2,0,2,0.15,2,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Aymen Sliti,NED,"FW,MF",18,2006,1.0,4,4.04,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Bart Nieuwkoop,NED,"DF,MF",28,1996,5.2,11,2.13,9,0,0,0,1,1,1,0.19,1,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Calvin Stengs,NED,"MF,FW",25,1998,7.0,31,4.43,22,6,0,2,1,0,5,0.71,3,2,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Chris Nadje,FRA,MF,22,2001,2.2,9,4.15,3,0,2,2,2,0,1,0.46,0,0,0,1,0,0
NED-Eredivisie,2024-25,Feyenoord,Djomar Giersthove,NED,DF,19,2005,0.1,1,10.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Dávid Hancko,SVK,DF,26,1997,32.0,65,2.03,55,2,1,7,0,0,4,0.12,3,0,0,1,0,0
NED-Eredivisie,2024-25,Feyenoord,Facundo González,URU,DF,21,2003,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Gernot Trauner,AUT,DF,32,1992,15.4,18,1.17,13,0,0,5,0,0,2,0.13,1,0,0,1,0,0
NED-Eredivisie,2024-25,Feyenoord,Gijs Smal,NED,"DF,MF",26,1997,15.0,50,3.33,42,6,0,1,1,0,3,0.2,3,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Givairo Read,NED,DF,18,2006,22.0,58,2.64,47,4,1,3,2,1,12,0.55,10,0,0,2,0,0
NED-Eredivisie,2024-25,Feyenoord,Gjivai Zechiël,NED,MF,20,2004,2.9,8,2.79,7,0,0,1,0,0,1,0.35,1,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Hugo Bueno,ESP,DF,21,2002,13.3,34,2.56,30,0,2,1,0,1,4,0.3,3,0,0,1,0,0
NED-Eredivisie,2024-25,Feyenoord,Hwang In-beom,KOR,MF,27,1996,18.0,66,3.67,52,10,1,3,0,0,7,0.39,7,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Ibrahim Osman,GHA,"FW,MF",19,2004,8.8,33,3.76,24,0,4,4,1,0,6,0.68,4,0,1,1,0,0
NED-Eredivisie,2024-25,Feyenoord,Igor Paixão,BRA,"FW,MF",24,2000,31.9,162,5.07,98,29,15,7,11,2,17,0.53,13,2,0,0,1,1
NED-Eredivisie,2024-25,Feyenoord,Jakub Moder,POL,MF,25,1999,13.3,35,2.63,29,0,0,2,4,0,7,0.53,7,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Jan Plug,NED,DF,19,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Jeyland Mitchell,CRC,DF,19,2004,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Jordan Lotomba,SUI,DF,25,1998,5.4,9,1.67,6,0,2,1,0,0,2,0.37,1,0,1,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Julián Carranza,ARG,FW,24,2000,9.1,16,1.75,12,0,0,2,1,1,3,0.33,2,0,0,1,0,0
NED-Eredivisie,2024-25,Feyenoord,Justin Bijlow,NED,GK,26,1998,4.0,1,0.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Luka Ivanušec,CRO,"FW,MF",25,1998,5.4,18,3.35,16,2,0,0,0,0,1,0.19,1,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Lutsharel Geertruida,NED,DF,24,2000,3.0,10,3.33,8,0,0,1,1,0,1,0.33,1,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Marcos López,PER,MF,24,1999,1.0,4,4.0,2,0,0,0,2,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Marcus Pedersen,NOR,MF,24,2000,0.1,1,7.5,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Neraysho Kasanwirjo,NED,DF,22,2002,1.3,5,3.98,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Oussama Targhalline,MAR,MF,22,2002,3.1,15,4.77,13,0,1,1,0,0,3,0.95,3,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Plamen Andreev,BUL,GK,19,2004,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Quilindschy Hartman,NED,DF,22,2001,7.2,17,2.38,17,0,0,0,0,0,1,0.14,1,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Quinten Timber,NED,MF,23,2001,15.5,52,3.36,38,0,5,2,2,5,5,0.32,3,0,0,1,0,1
NED-Eredivisie,2024-25,Feyenoord,Ramiz Zerrouki,ALG,MF,26,1998,12.1,30,2.47,24,5,0,1,0,0,1,0.08,1,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Santiago Giménez,MEX,FW,23,2001,8.5,19,2.24,12,0,2,2,3,0,2,0.24,0,0,0,1,1,0
NED-Eredivisie,2024-25,Feyenoord,Shiloh ’t Zand,NED,MF,21,2003,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Stephano Carrillo,MEX,FW,18,2006,0.6,1,1.73,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Thomas Beelen,NED,DF,23,2001,18.9,24,1.27,19,0,1,2,1,1,4,0.21,2,0,1,0,0,1
NED-Eredivisie,2024-25,Feyenoord,Timon Wellenreuther,GER,GK,28,1995,29.0,6,0.21,6,0,0,0,0,0,2,0.07,2,0,0,0,0,0
NED-Eredivisie,2024-25,Feyenoord,Zepiqueno Redmond,NED,FW,18,2006,1.8,4,2.28,2,0,0,0,1,1,1,0.57,1,0,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Abdurrahman Burak Sayın,,FW,,,0.0,1,22.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Alen Halilović,CRO,"MF,FW",28,1996,19.7,66,3.36,29,18,2,9,6,2,6,0.31,3,1,1,1,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Alessio da Cruz,CPV,FW,27,1997,13.2,13,0.99,5,0,2,4,2,0,1,0.08,1,0,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Ante Erceg,CRO,"FW,MF",34,1989,3.2,3,0.94,0,0,1,1,1,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Bojan Radulovic,SRB,FW,24,1999,6.0,8,1.33,5,0,0,1,2,0,2,0.33,0,0,0,1,1,0
NED-Eredivisie,2024-25,Fortuna Sittard,Daley Sinkgraven,NED,"MF,FW",29,1995,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Dario Grujcic,AUT,"DF,MF",25,1999,3.1,6,1.96,3,2,0,0,0,1,1,0.33,0,1,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Edouard Michut,FRA,"MF,FW",21,2003,11.4,19,1.66,12,0,2,2,2,1,2,0.18,0,0,0,1,1,0
NED-Eredivisie,2024-25,Fortuna Sittard,Ezequiel Bullaude,ARG,"MF,FW",23,2000,22.9,33,1.44,21,0,0,6,3,3,3,0.13,3,0,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Hasip Korkmazyürek,GER,MF,21,2003,0.1,2,30.0,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Ivo Pinto,POR,DF,34,1990,27.9,59,2.12,48,6,4,0,0,1,5,0.18,5,0,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Jasper Dahlhaus,NED,"DF,FW",22,2001,19.6,40,2.04,29,4,4,2,0,1,4,0.2,3,0,1,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Josip Mitrović,CRO,"DF,MF",24,2000,10.3,21,2.03,15,3,0,2,1,0,1,0.1,1,0,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Kaj Sierhuis,NED,FW,26,1998,5.9,7,1.18,6,0,0,0,0,1,2,0.34,1,0,0,0,0,1
NED-Eredivisie,2024-25,Fortuna Sittard,Kristoffer Peterson,SWE,"FW,MF",29,1994,20.2,68,3.37,34,14,10,6,3,1,8,0.4,4,1,0,2,0,1
NED-Eredivisie,2024-25,Fortuna Sittard,Loreintz Rosier,FRA,"MF,DF",25,1998,23.9,31,1.3,26,0,0,2,2,1,2,0.08,2,0,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Luka Tunjić,GER,"FW,MF",18,2005,5.3,23,4.32,14,6,1,2,0,0,2,0.38,1,1,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Luuk Koopmans,NED,GK,30,1993,6.0,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Makan Aiko,FRA,FW,23,2001,13.1,22,1.68,13,0,0,2,7,0,2,0.15,0,0,0,1,1,0
NED-Eredivisie,2024-25,Fortuna Sittard,Mattijs Branderhorst,NED,GK,30,1993,28.0,2,0.07,2,0,0,0,0,0,1,0.04,1,0,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Milan Robberechts,BEL,MF,20,2004,0.1,1,9.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Mitchell Dijks,NED,DF,31,1993,18.8,31,1.65,20,2,7,0,2,0,6,0.32,4,0,1,0,1,0
NED-Eredivisie,2024-25,Fortuna Sittard,Owen Johnson,NED,"FW,MF",18,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Rodrigo Guth,BRA,DF,23,2000,30.5,24,0.79,23,0,0,1,0,0,2,0.07,2,0,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Ryan Fosso,SUI,MF,22,2002,28.3,53,1.87,38,0,7,4,3,1,5,0.18,4,0,1,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Samuel Bastien,COD,"MF,FW",27,1996,14.4,39,2.71,26,11,0,2,0,0,4,0.28,2,2,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Shawn Adewoye,BEL,DF,24,2000,19.4,16,0.82,14,0,0,1,0,1,1,0.05,1,0,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Syb Van Ottele,NED,"DF,MF",22,2002,20.8,38,1.82,34,2,1,0,1,0,5,0.24,5,0,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Tristan Schenkhuizen,NED,"MF,FW",20,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Fortuna Sittard,Úmaro Embaló,POR,FW,23,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Go Ahead Eag,Aske Adelgaard,DEN,DF,20,2003,13.6,33,2.43,18,13,0,1,1,0,3,0.22,2,1,0,0,0,0
NED-Eredivisie,2024-25,Go Ahead Eag,Bobby Adekanye,NED,"FW,MF",25,1999,8.6,23,2.66,17,1,1,2,2,0,1,0.12,1,0,0,0,0,0
NED-Eredivisie,2024-25,Go Ahead Eag,Calvin Twigt,NED,MF,21,2003,5.0,15,3.03,15,0,0,0,0,0,1,0.2,1,0,0,0,0,0
NED-Eredivisie,2024-25,Go Ahead Eag,Dean James,IDN,DF,24,2000,18.9,58,3.07,31,24,1,0,2,0,4,0.21,4,0,0,0,0,0
NED-Eredivisie,2024-25,Go Ahead Eag,Enric Llansana,NED,MF,23,2001,30.2,74,2.45,65,1,1,6,0,1,10,0.33,10,0,0,0,0,0
NED-Eredivisie,2024-25,Go Ahead Eag,Evert Linthorst,NED,MF,24,2000,27.9,60,2.15,56,0,1,1,1,1,8,0.29,8,0,0,0,0,0
NED-Eredivisie,2024-25,Go Ahead Eag,Finn Stokkers,NED,FW,28,1996,4.9,13,2.65,10,0,0,3,0,0,5,1.02,4,0,0,1,0,0
NED-Eredivisie,2024-25,Go Ahead Eag,Gerrit Nauber,GER,DF,32,1992,29.7,17,0.57,15,0,0,2,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Go Ahead Eag,Jakob Breum,DEN,"MF,FW",20,2003,22.9,100,4.37,61,22,4,8,4,1,10,0.44,8,1,1,0,0,0
NED-Eredivisie,2024-25,Go Ahead Eag,Jamal Amofa,NED,DF,25,1998,1.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Go Ahead Eag,Jari De Busser,BEL,GK,24,1999,16.0,3,0.19,3,0,0,0,0,0,2,0.12,2,0,0,0,0,0
NED-Eredivisie,2024-25,Go Ahead Eag,Joris Kramer,NED,DF,27,1996,33.8,48,1.42,38,0,0,7,3,0,5,0.15,3,0,0,2,0,0
NED-Eredivisie,2024-25,Go Ahead Eag,Julius Dirksen,NED,"DF,MF",21,2003,0.8,4,4.93,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
NED-Eredivisie,2024-25,Go Ahead Eag,Luca Everink,NED,DF,23,2001,1.2,2,1.61,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
