league,season,team,player,nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
GER-Bundesliga,2024-25,Augsburg,Jeffrey Gouweleeuw,NED,DF,33,1991,32.7,9,0,0,22,13,2,17,35,28,0,1,0,141,62,35,63.9
GER-Bundesliga,2024-25,Augsburg,Keven Schlotterbeck,GER,DF,27,1997,14.4,4,1,1,10,11,1,3,15,17,0,2,0,55,40,18,69.0
GER-Bundesliga,2024-25,Augsburg,Kristijan Jakić,CRO,MF,27,1997,25.6,2,0,0,23,28,3,13,28,23,0,0,0,133,35,30,53.8
GER-Bundesliga,2024-25,Augsburg,Mads Pedersen,DEN,DF,27,1996,2.6,0,0,0,5,1,1,5,2,7,0,1,0,11,1,2,33.3
GER-Bundesliga,2024-25,Augsburg,Marius Wolf,GER,DF,29,1995,23.8,2,0,0,19,14,4,115,24,16,0,0,0,82,8,8,50.0
GER-Bundesliga,2024-25,Augsburg,Maximilian Bauer,GER,DF,24,2000,7.3,1,0,0,7,13,0,4,6,8,0,0,0,20,19,12,61.3
GER-Bundesliga,2024-25,Augsburg,Mergim Berisha,GER,FW,26,1998,0.4,1,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0.0
GER-Bundesliga,2024-25,Augsburg,Mert Kömür,GER,MF,19,2005,7.3,1,0,0,7,12,3,26,3,2,0,0,0,32,11,18,37.9
GER-Bundesliga,2024-25,Augsburg,Nediljko Labrović,CRO,GK,24,1999,15.0,0,0,0,0,2,0,0,0,0,0,0,0,14,6,1,85.7
GER-Bundesliga,2024-25,Augsburg,Niklas Dorsch,GER,MF,26,1998,0.4,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,
GER-Bundesliga,2024-25,Augsburg,Noahkai Banks,USA,DF,17,2006,3.1,2,0,0,2,1,0,2,5,5,0,0,1,13,8,8,50.0
GER-Bundesliga,2024-25,Augsburg,Phillip Tietz,GER,FW,27,1997,18.7,4,0,0,36,12,16,1,5,6,0,0,0,48,78,85,47.9
GER-Bundesliga,2024-25,Augsburg,Robert Gumny,POL,DF,26,1998,3.0,2,0,0,4,4,0,5,1,3,0,0,0,11,3,3,50.0
GER-Bundesliga,2024-25,Augsburg,Ruben Vargas,SUI,"MF,FW",25,1998,3.4,3,0,0,5,3,0,12,2,1,0,0,0,14,3,5,37.5
GER-Bundesliga,2024-25,Augsburg,Samuel Essende,COD,FW,26,1998,18.2,4,2,0,45,34,13,5,0,6,0,0,0,42,57,73,43.8
GER-Bundesliga,2024-25,Augsburg,Steve Mounié,BEN,"FW,MF",29,1994,3.9,2,0,0,9,5,1,3,1,4,0,0,0,8,26,25,51.0
GER-Bundesliga,2024-25,Augsburg,Tim Breithaupt,GER,MF,22,2002,1.3,0,0,0,2,3,0,1,2,1,0,0,0,9,4,5,44.4
GER-Bundesliga,2024-25,Augsburg,Yusuf Kabadayı,GER,"FW,MF",20,2004,0.8,0,0,0,1,1,1,1,0,0,0,0,0,6,0,2,0.0
GER-Bundesliga,2024-25,Bayern Munich,Adam Aznou,MAR,DF,18,2006,0.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
GER-Bundesliga,2024-25,Bayern Munich,Aleksandar Pavlovic,GER,MF,20,2004,16.1,2,0,0,17,9,0,5,5,21,0,0,0,72,12,10,54.5
GER-Bundesliga,2024-25,Bayern Munich,Alphonso Davies,CAN,DF,23,2000,17.3,0,0,0,8,26,3,22,13,17,0,0,0,115,9,8,52.9
GER-Bundesliga,2024-25,Bayern Munich,Arijon Ibrahimović,GER,FW,18,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GER-Bundesliga,2024-25,Bayern Munich,Daniel Peretz,ISR,GK,24,2000,3.0,1,0,0,0,2,0,0,0,0,0,0,0,10,0,0,
GER-Bundesliga,2024-25,Bayern Munich,Dayot Upamecano,FRA,DF,25,1998,19.5,6,0,0,20,11,0,6,34,22,0,0,0,115,59,42,58.4
GER-Bundesliga,2024-25,Bayern Munich,Eric Dier,ENG,DF,30,1994,16.3,1,0,0,16,4,1,2,20,11,0,0,0,80,52,43,54.7
GER-Bundesliga,2024-25,Bayern Munich,Gabriel Vidovic,CRO,MF,20,2003,0.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0
GER-Bundesliga,2024-25,Bayern Munich,Harry Kane,ENG,FW,31,1993,26.5,5,0,0,9,21,16,13,2,11,2,0,0,61,29,20,59.2
GER-Bundesliga,2024-25,Bayern Munich,Hiroki Ito,JPN,DF,25,1999,2.8,1,0,0,2,3,0,2,6,0,0,0,0,13,5,1,83.3
GER-Bundesliga,2024-25,Bayern Munich,Jamal Musiala,GER,MF,21,2003,20.0,3,0,0,20,55,2,8,8,21,1,0,0,75,7,14,33.3
GER-Bundesliga,2024-25,Bayern Munich,Jonah Kusi-Asare,SWE,FW,17,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
GER-Bundesliga,2024-25,Bayern Munich,Jonas Urbig,GER,GK,20,2003,8.0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,0,100.0
GER-Bundesliga,2024-25,Bayern Munich,Joshua Kimmich,GER,MF,29,1995,31.6,4,0,0,15,27,2,176,25,29,0,0,0,190,12,9,57.1
GER-Bundesliga,2024-25,Bayern Munich,Josip Stanišić,CRO,DF,24,2000,9.7,0,0,0,2,4,0,11,6,11,0,0,0,64,11,6,64.7
GER-Bundesliga,2024-25,Bayern Munich,João Palhinha,POR,MF,29,1995,7.5,2,1,0,13,10,0,2,4,14,0,1,0,17,20,11,64.5
GER-Bundesliga,2024-25,Bayern Munich,Kim Min-jae,KOR,DF,27,1996,25.4,2,0,0,25,4,0,0,37,20,0,0,0,153,82,43,65.6
GER-Bundesliga,2024-25,Bayern Munich,Kingsley Coman,FRA,FW,28,1996,14.2,0,0,0,9,12,8,45,8,12,0,0,0,59,11,16,40.7
GER-Bundesliga,2024-25,Bayern Munich,Konrad Laimer,AUT,DF,27,1997,18.9,8,0,0,35,12,1,21,8,27,0,0,0,81,15,13,53.6
GER-Bundesliga,2024-25,Bayern Munich,Leon Goretzka,GER,"MF,DF",29,1995,14.7,2,0,0,12,11,0,5,20,11,0,0,0,77,31,26,54.4
GER-Bundesliga,2024-25,Bayern Munich,Leroy Sané,GER,FW,28,1996,18.2,2,0,0,16,25,6,51,7,15,1,0,0,82,7,6,53.8
GER-Bundesliga,2024-25,Bayern Munich,Manuel Neuer,GER,GK,38,1986,22.0,0,0,0,0,1,0,0,0,0,0,0,0,54,4,0,100.0
GER-Bundesliga,2024-25,Bayern Munich,Mathys Tel,FRA,"FW,MF",19,2005,2.8,0,0,0,5,6,1,5,1,2,0,0,0,10,1,0,100.0
GER-Bundesliga,2024-25,Bayern Munich,Michael Olise,FRA,"FW,MF",22,2001,25.9,3,0,0,22,65,5,131,8,23,2,0,0,105,11,12,47.8
GER-Bundesliga,2024-25,Bayern Munich,Raphaël Guerreiro,POR,"DF,MF",30,1993,17.5,2,0,0,9,7,0,27,10,12,0,0,0,94,8,13,38.1
GER-Bundesliga,2024-25,Bayern Munich,Sacha Boey,FRA,DF,23,2000,6.6,1,0,0,7,7,0,11,2,5,0,1,0,38,6,9,40.0
GER-Bundesliga,2024-25,Bayern Munich,Serge Gnabry,GER,"FW,MF",29,1995,13.8,0,0,0,19,6,8,22,6,11,0,0,0,47,4,10,28.6
GER-Bundesliga,2024-25,Bayern Munich,Sven Ulreich,GER,GK,35,1988,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
GER-Bundesliga,2024-25,Bayern Munich,Thomas Müller,GER,"MF,FW",34,1989,13.6,3,0,0,14,12,3,46,2,5,0,0,0,24,19,29,39.6
GER-Bundesliga,2024-25,Bochum,Aliou Badara Baldé,GUI,"MF,FW",21,2002,1.0,1,0,0,1,0,2,4,0,1,0,0,0,3,0,2,0.0
GER-Bundesliga,2024-25,Bochum,Anthony Losilla,FRA,MF,38,1986,12.6,1,0,0,18,9,1,4,18,16,0,0,0,45,29,23,55.8
GER-Bundesliga,2024-25,Bochum,Bernardo,BRA,DF,29,1995,19.8,5,0,0,24,11,0,14,26,28,0,0,0,83,90,43,67.7
GER-Bundesliga,2024-25,Bochum,Cristian Gamboa,CRC,DF,34,1989,2.5,1,0,0,1,3,0,7,2,3,0,0,0,11,0,1,0.0
GER-Bundesliga,2024-25,Bochum,Dani de Wit,NED,"MF,FW",26,1998,12.8,1,0,0,24,12,8,8,12,17,2,0,0,36,41,48,46.1
GER-Bundesliga,2024-25,Bochum,Erhan Mašović,SRB,DF,25,1998,10.1,2,0,0,12,4,0,0,12,10,0,0,0,32,22,15,59.5
GER-Bundesliga,2024-25,Bochum,Felix Passlack,GER,"DF,MF",26,1998,25.9,4,0,0,29,21,2,113,18,23,0,2,0,114,10,22,31.3
GER-Bundesliga,2024-25,Bochum,Gerrit Holtmann,PHI,"DF,FW",29,1995,12.6,2,0,0,26,7,4,91,16,19,0,0,0,49,12,16,42.9
GER-Bundesliga,2024-25,Bochum,Giorgos Masouras,GRE,"FW,MF",30,1994,11.7,1,0,0,12,10,15,26,4,10,0,0,0,44,26,36,41.9
GER-Bundesliga,2024-25,Bochum,Ibrahima Sissoko,MLI,MF,26,1997,29.0,11,1,1,75,29,2,21,36,44,1,1,0,154,76,54,58.5
GER-Bundesliga,2024-25,Bochum,Ivan Ordets,UKR,DF,32,1992,20.7,6,0,0,22,19,2,0,41,8,0,0,0,77,95,45,67.9
GER-Bundesliga,2024-25,Bochum,Jakov Medić,CRO,DF,25,1998,17.8,2,0,0,10,7,2,1,22,11,0,1,0,73,30,27,52.6
GER-Bundesliga,2024-25,Bochum,Kacper Koscierski,GER,DF,17,2007,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
GER-Bundesliga,2024-25,Bochum,Koji Miyoshi,JPN,"FW,MF",27,1997,5.2,0,1,0,10,4,2,9,2,5,0,0,0,22,2,13,13.3
GER-Bundesliga,2024-25,Bochum,Lukas Daschner,GER,"MF,FW",25,1998,4.6,0,0,0,4,2,0,19,0,2,0,0,0,17,4,8,33.3
GER-Bundesliga,2024-25,Bochum,Mats Pannewig,GER,MF,19,2004,3.0,1,0,0,5,1,0,3,2,6,0,0,0,24,5,10,33.3
GER-Bundesliga,2024-25,Bochum,Matúš Bero,SVK,MF,28,1995,28.5,11,0,0,50,34,1,124,17,35,0,0,0,164,22,43,33.8
GER-Bundesliga,2024-25,Bochum,Maximilian Wittek,GER,DF,28,1995,30.1,8,0,0,34,34,0,164,27,42,0,0,0,115,23,23,50.0
GER-Bundesliga,2024-25,Bochum,Moritz Broschinski,GER,"FW,MF",23,2000,15.4,1,0,0,27,18,5,28,1,14,0,0,0,64,31,42,42.5
GER-Bundesliga,2024-25,Bochum,Moritz-Broni Kwarteng,GHA,"MF,FW",26,1998,1.9,1,0,0,3,1,0,1,0,3,0,0,0,8,0,1,0.0
GER-Bundesliga,2024-25,Bochum,Myron Boadu,NED,FW,23,2001,11.6,2,0,0,11,6,12,3,1,1,0,0,0,20,19,20,48.7
GER-Bundesliga,2024-25,Bochum,Patrick Drewes,GER,GK,31,1993,21.0,2,0,0,1,3,0,0,0,0,0,1,0,36,3,0,100.0
GER-Bundesliga,2024-25,Bochum,Philipp Hofmann,GER,FW,31,1993,25.3,4,0,0,36,31,4,10,4,12,0,1,0,52,164,126,56.6
GER-Bundesliga,2024-25,Bochum,Samuel Bamba,GER,"FW,MF",20,2004,0.3,0,0,0,0,1,1,5,0,1,0,0,0,2,1,2,33.3
GER-Bundesliga,2024-25,Bochum,Tim Oermann,GER,DF,20,2003,24.6,0,0,0,16,8,0,14,22,31,0,0,0,99,27,37,42.2
GER-Bundesliga,2024-25,Bochum,Timo Horn,GER,GK,31,1993,13.0,2,0,0,0,2,0,0,0,0,0,0,0,25,3,0,100.0
GER-Bundesliga,2024-25,Bochum,Tom Krauß,GER,MF,23,2001,12.0,2,0,0,14,16,0,10,11,18,0,0,0,78,9,8,52.9
GER-Bundesliga,2024-25,Dortmund,Alexander Meyer,GER,GK,33,1991,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
GER-Bundesliga,2024-25,Dortmund,Almugera Kabar,GER,DF,18,2006,1.5,2,1,1,2,2,0,1,1,3,0,0,0,4,2,3,40.0
GER-Bundesliga,2024-25,Dortmund,Ayman Azhil,MAR,MF,23,2001,0.3,1,0,0,2,0,1,0,0,1,0,0,0,2,0,0,
GER-Bundesliga,2024-25,Dortmund,Carney Chukwuemeka,ENG,MF,20,2003,2.8,1,0,0,4,5,1,1,1,5,0,0,0,12,6,8,42.9
GER-Bundesliga,2024-25,Dortmund,Cole Campbell,USA,"MF,FW",18,2006,0.2,0,0,0,1,1,0,1,0,0,0,0,0,3,0,2,0.0
GER-Bundesliga,2024-25,Dortmund,Daniel Svensson,SWE,"DF,FW",22,2002,8.7,0,0,0,4,7,1,36,5,11,0,0,0,31,6,15,28.6
GER-Bundesliga,2024-25,Dortmund,Donyell Malen,NED,"FW,MF",25,1999,6.8,1,0,0,2,7,3,13,3,0,0,0,0,15,1,3,25.0
GER-Bundesliga,2024-25,Dortmund,Emre Can,GER,"DF,MF",30,1994,23.4,4,1,0,25,19,0,11,20,28,0,0,0,113,45,25,64.3
GER-Bundesliga,2024-25,Dortmund,Felix Nmecha,GER,MF,23,2000,16.8,3,0,0,22,26,0,6,23,22,1,1,0,85,23,20,53.5
GER-Bundesliga,2024-25,Dortmund,Gio Reyna,USA,MF,21,2002,3.9,3,0,0,8,3,0,15,0,0,0,0,0,19,7,6,53.8
GER-Bundesliga,2024-25,Dortmund,Gregor Kobel,SUI,GK,26,1997,32.0,1,0,0,0,2,0,0,1,0,0,0,0,61,5,0,100.0
GER-Bundesliga,2024-25,Dortmund,Jamie Gittens,ENG,"FW,MF",19,2004,19.7,4,0,0,25,44,3,49,10,19,1,0,0,63,5,7,41.7
GER-Bundesliga,2024-25,Dortmund,Julian Brandt,GER,MF,28,1996,25.6,1,0,0,8,9,5,71,14,11,0,0,0,119,11,29,27.5
GER-Bundesliga,2024-25,Dortmund,Julian Ryerson,NOR,DF,26,1997,25.1,6,1,1,31,23,0,110,22,30,0,0,0,120,10,23,30.3
GER-Bundesliga,2024-25,Dortmund,Julien Duranville,BEL,"FW,MF",18,2006,3.1,3,0,0,10,7,2,13,0,0,1,0,0,5,0,1,0.0
GER-Bundesliga,2024-25,Dortmund,Karim Adeyemi,GER,"FW,MF",22,2002,15.9,4,0,0,27,18,4,26,7,14,0,0,0,48,9,13,40.9
GER-Bundesliga,2024-25,Dortmund,Kjell-Arik Wätjen,GER,MF,18,2006,0.2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
GER-Bundesliga,2024-25,Dortmund,Marcel Sabitzer,AUT,MF,30,1994,18.0,3,0,0,12,9,0,23,10,19,0,0,0,58,17,13,56.7
GER-Bundesliga,2024-25,Dortmund,Maximilian Beier,GER,"FW,MF",21,2002,17.7,2,0,0,17,16,9,16,7,16,0,0,0,49,23,20,53.5
GER-Bundesliga,2024-25,Dortmund,Nico Schlotterbeck,GER,DF,24,1999,22.0,7,2,1,18,19,0,14,22,24,0,1,0,157,52,27,65.8
GER-Bundesliga,2024-25,Dortmund,Niklas Süle,GER,DF,28,1995,11.7,1,0,0,5,2,0,1,4,12,0,1,0,53,12,6,66.7
GER-Bundesliga,2024-25,Dortmund,Pascal Groß,GER,"MF,DF",33,1991,25.9,5,1,0,18,12,0,174,9,28,0,1,0,96,24,32,42.9
GER-Bundesliga,2024-25,Dortmund,Ramy Bensebaini,ALG,DF,29,1995,22.5,6,0,0,28,24,0,36,33,25,0,0,0,100,41,25,62.1
GER-Bundesliga,2024-25,Dortmund,Salih Özcan,TUR,MF,26,1998,4.3,0,0,0,11,7,1,3,11,7,0,0,0,33,15,8,65.2
GER-Bundesliga,2024-25,Dortmund,Serhou Guirassy,GUI,FW,28,1996,28.9,4,0,0,16,53,12,1,4,6,2,0,0,45,109,97,52.9
GER-Bundesliga,2024-25,Dortmund,Waldemar Anton,GER,DF,28,1996,21.7,4,0,0,20,20,1,24,30,21,0,0,1,122,46,27,63.0
GER-Bundesliga,2024-25,Dortmund,Yan Couto,BRA,"DF,FW",22,2002,9.9,5,0,0,12,7,0,53,10,16,0,0,0,55,1,7,12.5
GER-Bundesliga,2024-25,Dortmund,Yannik Lührs,GER,DF,20,2003,1.4,0,0,0,2,0,0,0,2,1,0,0,0,5,4,1,80.0
GER-Bundesliga,2024-25,Eint Frankfurt,Ansgar Knauff,GER,"MF,DF",22,2002,17.7,3,0,0,27,28,11,32,12,22,0,0,0,76,19,27,41.3
GER-Bundesliga,2024-25,Eint Frankfurt,Arthur Theate,BEL,DF,24,2000,30.0,6,1,1,14,23,1,26,39,25,0,0,0,123,54,44,55.1
GER-Bundesliga,2024-25,Eint Frankfurt,Aurele Amenda,SUI,DF,21,2003,1.1,1,0,0,3,2,0,0,2,0,0,0,0,2,8,3,72.7
GER-Bundesliga,2024-25,Eint Frankfurt,Can Uzun,TUR,"MF,FW",18,2005,7.5,1,0,0,8,16,0,18,1,4,0,0,0,31,5,3,62.5
GER-Bundesliga,2024-25,Eint Frankfurt,Ellyes Skhiri,TUN,MF,29,1995,24.8,6,0,0,22,19,2,3,31,22,0,0,0,105,19,19,50.0
GER-Bundesliga,2024-25,Eint Frankfurt,Elye Wahi,FRA,"FW,MF",21,2003,2.2,1,0,0,2,3,4,5,0,0,0,0,0,8,2,8,20.0
GER-Bundesliga,2024-25,Eint Frankfurt,Fares Chaïbi,ALG,"MF,FW",21,2002,11.3,2,0,0,5,7,1,72,10,9,0,0,0,30,16,21,43.2
GER-Bundesliga,2024-25,Eint Frankfurt,Hugo Ekitike,FRA,FW,22,2002,28.5,1,0,0,39,17,19,17,7,12,1,0,0,87,52,59,46.8
GER-Bundesliga,2024-25,Eint Frankfurt,Hugo Larsson,SWE,MF,20,2004,26.6,2,0,0,21,5,2,8,30,27,0,1,0,121,13,14,48.1
GER-Bundesliga,2024-25,Eint Frankfurt,Igor Matanovic,CRO,FW,21,2003,3.5,0,0,0,6,11,1,0,1,0,0,0,0,8,10,15,40.0
GER-Bundesliga,2024-25,Eint Frankfurt,Jean Mattéo Bahoya,FRA,"MF,FW",19,2005,10.2,3,0,0,9,7,2,31,4,18,0,0,0,51,13,7,65.0
GER-Bundesliga,2024-25,Eint Frankfurt,Junior Dina Ebimbe,FRA,"MF,FW",23,2000,3.3,0,0,0,10,4,1,8,7,2,0,1,0,11,8,4,66.7
GER-Bundesliga,2024-25,Eint Frankfurt,Kauã Santos,BRA,GK,21,2003,8.5,0,0,0,0,2,0,0,0,0,0,0,1,19,7,0,100.0
GER-Bundesliga,2024-25,Eint Frankfurt,Kevin Trapp,GER,GK,34,1990,25.5,0,0,0,0,1,0,0,0,0,0,0,0,52,4,3,57.1
GER-Bundesliga,2024-25,Eint Frankfurt,Mahmoud Dahoud,GER,MF,28,1996,4.0,2,0,0,10,2,0,4,2,4,0,0,0,20,1,2,33.3
GER-Bundesliga,2024-25,Eint Frankfurt,Mario Götze,GER,"MF,FW",32,1992,17.1,1,0,0,15,15,1,39,7,28,0,0,0,104,3,10,23.1
GER-Bundesliga,2024-25,Eint Frankfurt,Michy Batshuayi,BEL,FW,30,1993,3.3,2,0,0,6,2,4,1,1,1,0,0,0,10,3,8,27.3
GER-Bundesliga,2024-25,Eint Frankfurt,Nathaniel Brown,GER,"DF,MF",21,2003,21.6,2,0,0,15,22,0,92,15,42,0,0,0,81,5,18,21.7
GER-Bundesliga,2024-25,Eint Frankfurt,Niels Nkounkou,FRA,"DF,MF",23,2000,4.2,1,0,0,5,2,0,23,7,10,0,0,0,24,3,5,37.5
GER-Bundesliga,2024-25,Eint Frankfurt,Nnamdi Collins,GER,DF,20,2004,16.5,4,0,0,26,22,0,17,16,24,0,0,0,78,13,13,50.0
GER-Bundesliga,2024-25,Eint Frankfurt,Omar Marmoush,EGY,FW,25,1999,16.1,2,0,0,8,55,7,78,2,8,1,0,0,51,7,14,33.3
GER-Bundesliga,2024-25,Eint Frankfurt,Oscar Højlund,DEN,MF,19,2005,8.0,0,0,0,12,3,0,1,5,12,0,0,0,40,7,17,29.2
GER-Bundesliga,2024-25,Eint Frankfurt,Rasmus Kristensen,DEN,DF,27,1997,27.9,4,0,0,24,12,0,59,20,33,0,0,0,121,44,30,59.5
GER-Bundesliga,2024-25,Eint Frankfurt,Robin Koch,GER,DF,28,1996,28.7,3,0,0,24,13,1,1,25,11,0,1,0,112,102,48,68.0
GER-Bundesliga,2024-25,Eint Frankfurt,Timothy Chandler,USA,DF,34,1990,0.3,0,0,0,0,2,0,1,3,0,0,0,0,1,4,1,80.0
GER-Bundesliga,2024-25,Eint Frankfurt,Tuta,BRA,"DF,MF",25,1999,25.3,8,0,0,30,9,0,3,40,27,0,0,1,120,45,44,50.6
GER-Bundesliga,2024-25,Freiburg,Christian Günter,GER,DF,31,1993,25.7,0,0,0,14,4,5,121,8,21,0,0,1,61,7,15,31.8
GER-Bundesliga,2024-25,Freiburg,Eren Dinkçi,GER,"MF,FW",22,2001,13.3,1,0,0,9,6,1,15,7,13,1,0,0,55,6,14,30.0
GER-Bundesliga,2024-25,Freiburg,Florent Muslija,KVX,"FW,MF",26,1998,1.9,0,0,0,0,2,0,14,1,4,0,0,0,12,0,1,0.0
GER-Bundesliga,2024-25,Freiburg,Florian Müller,GER,GK,26,1997,8.4,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,
GER-Bundesliga,2024-25,Freiburg,Ifechukwu Ogbus,SUI,DF,18,2005,0.2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,
GER-Bundesliga,2024-25,Freiburg,Jan-Niklas Beste,GER,"FW,MF",25,1999,2.4,0,0,0,3,6,1,20,1,1,0,0,0,16,1,4,20.0
GER-Bundesliga,2024-25,Freiburg,Johan Manzambi,SUI,"FW,MF",18,2005,3.7,2,0,0,7,7,0,5,4,2,0,0,0,14,9,5,64.3
GER-Bundesliga,2024-25,Freiburg,Jordy Makengo,FRA,DF,22,2001,8.3,1,0,0,5,6,2,25,7,9,0,0,0,26,5,6,45.5
GER-Bundesliga,2024-25,Freiburg,Junior Adamu,AUT,FW,23,2001,17.2,5,1,0,38,22,17,5,12,3,0,0,0,52,53,108,32.9
GER-Bundesliga,2024-25,Freiburg,Kiliann Sildillia,FRA,DF,22,2002,8.9,2,0,0,10,9,1,19,11,10,0,1,0,33,21,22,48.8
GER-Bundesliga,2024-25,Freiburg,Lucas Höler,GER,"FW,MF",30,1994,20.7,3,0,0,30,30,8,14,7,24,0,0,0,68,80,61,56.7
GER-Bundesliga,2024-25,Freiburg,Lukas Kübler,GER,DF,31,1992,20.5,5,0,0,25,23,1,30,53,21,0,0,0,73,42,22,65.6
GER-Bundesliga,2024-25,Freiburg,Matthias Ginter,GER,DF,30,1994,28.5,5,0,0,13,26,1,13,19,17,1,0,0,93,98,61,61.6
GER-Bundesliga,2024-25,Freiburg,Max Rosenfelder,GER,DF,21,2003,13.9,2,0,0,9,14,1,9,7,17,0,2,0,60,12,22,35.3
GER-Bundesliga,2024-25,Freiburg,Maximilian Eggestein,GER,MF,27,1996,31.6,4,0,0,22,24,1,9,39,32,0,0,0,154,60,56,51.7
GER-Bundesliga,2024-25,Freiburg,Maximilian Philipp,GER,"MF,FW",30,1994,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
GER-Bundesliga,2024-25,Freiburg,Merlin Röhl,GER,"MF,FW",22,2002,10.7,2,0,0,21,19,0,12,6,10,0,0,0,49,14,34,29.2
GER-Bundesliga,2024-25,Freiburg,Michael Gregoritsch,AUT,FW,30,1994,7.1,2,0,0,7,5,4,1,1,2,0,0,0,18,31,34,47.7
GER-Bundesliga,2024-25,Freiburg,Nicolas Höfler,GER,MF,34,1990,8.8,3,0,0,12,5,0,1,14,23,0,0,0,27,28,15,65.1
GER-Bundesliga,2024-25,Freiburg,Noah Atubolu,GER,GK,22,2002,25.6,2,0,0,0,0,0,0,0,0,0,0,0,53,10,1,90.9
GER-Bundesliga,2024-25,Freiburg,Noah Weißhaupt,GER,FW,22,2001,0.9,0,0,0,1,6,0,8,0,0,0,0,0,3,0,0,
GER-Bundesliga,2024-25,Freiburg,Patrick Osterhage,GER,MF,24,2000,25.2,6,1,1,25,22,5,20,18,29,0,0,0,106,31,36,46.3
GER-Bundesliga,2024-25,Freiburg,Philipp Lienhart,AUT,DF,28,1996,30.8,5,0,0,22,19,3,9,36,13,0,0,0,113,57,36,61.3
GER-Bundesliga,2024-25,Freiburg,Ritsu Doan,JPN,"FW,MF",26,1998,31.8,2,0,0,27,56,8,80,14,42,1,1,0,133,16,36,30.8
GER-Bundesliga,2024-25,Freiburg,Roland Sallai,HUN,"FW,MF",27,1997,0.5,0,0,0,0,1,0,4,1,1,0,0,0,0,0,1,0.0
GER-Bundesliga,2024-25,Freiburg,Vincenzo Grifo,ITA,"FW,MF",31,1993,27.0,2,0,0,15,12,2,155,9,22,0,0,0,134,15,16,48.4
GER-Bundesliga,2024-25,Gladbach,Alassane Pléa,FRA,"MF,FW",31,1993,21.1,3,0,0,17,33,8,45,2,3,1,0,0,66,15,32,31.9
GER-Bundesliga,2024-25,Gladbach,Fabio Chiarodia,ITA,DF,19,2005,4.2,0,0,0,7,0,0,0,9,4,0,0,0,9,7,2,77.8
GER-Bundesliga,2024-25,Gladbach,Florian Neuhaus,GER,MF,27,1997,4.2,1,0,0,4,7,0,9,6,3,0,0,0,24,0,2,0.0
GER-Bundesliga,2024-25,Gladbach,Franck Honorat,FRA,FW,27,1996,16.0,0,0,0,7,5,8,125,5,7,0,0,0,72,9,12,42.9
GER-Bundesliga,2024-25,Gladbach,Grant Ranos,ARM,FW,21,2003,0.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
GER-Bundesliga,2024-25,Gladbach,Joe Scally,USA,DF,21,2002,28.6,6,0,0,23,48,1,50,16,32,0,1,0,97,24,28,46.2
GER-Bundesliga,2024-25,Gladbach,Jonas Omlin,SUI,GK,30,1994,10.9,0,1,0,1,1,0,0,0,0,0,0,0,21,2,0,100.0
GER-Bundesliga,2024-25,Gladbach,Julian Weigl,GER,MF,28,1995,32.0,8,0,0,23,24,0,11,48,25,0,3,0,133,39,19,67.2
GER-Bundesliga,2024-25,Gladbach,Kevin Stöger,AUT,MF,30,1993,17.2,3,0,0,22,40,1,116,16,21,0,0,0,75,5,15,25.0
GER-Bundesliga,2024-25,Gladbach,Ko Itakura,JPN,DF,27,1997,31.0,5,0,0,28,12,1,9,28,29,0,1,0,95,65,35,65.0
GER-Bundesliga,2024-25,Gladbach,Luca Netz,GER,DF,21,2003,10.8,2,0,0,8,6,1,16,10,14,0,0,0,42,11,14,44.0
GER-Bundesliga,2024-25,Gladbach,Lukas Ullrich,GER,DF,20,2004,21.1,4,0,0,22,17,0,47,23,16,0,2,0,73,14,19,42.4
GER-Bundesliga,2024-25,Gladbach,Marvin Friedrich,GER,DF,28,1995,11.0,0,0,0,5,4,0,0,5,9,0,0,0,42,34,19,64.2
GER-Bundesliga,2024-25,Gladbach,Moritz Nicolas,GER,GK,26,1997,18.2,0,0,0,0,0,0,0,1,0,0,0,0,23,7,1,87.5
GER-Bundesliga,2024-25,Gladbach,Nathan N'Goumou,CMR,FW,24,2000,9.2,0,0,0,7,12,7,22,4,11,1,0,0,21,9,17,34.6
GER-Bundesliga,2024-25,Gladbach,Nico Elvedi,SUI,DF,27,1996,23.7,1,0,0,9,14,1,1,30,23,0,0,1,89,46,44,51.1
