league,season,team,player,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
FRA-Ligue 1,2023-24,Strasbourg,Junior Mwanga,FRA,"MF,FW",20,2003,16.1,32,1.98,24,1,1,3,2,1,3,0.19,3,0,0,0,0,0
FRA-Ligue 1,2023-24,Strasbourg,Jérémy Sebas,MTQ,"FW,MF",20,2003,4.4,10,2.24,6,0,2,1,1,0,3,0.67,1,0,1,0,1,0
FRA-Ligue 1,2023-24,Strasbourg,Kévin Gameiro,FRA,"FW,MF",36,1987,15.0,52,3.48,43,0,2,6,1,0,5,0.33,2,0,0,3,0,0
FRA-Ligue 1,2023-24,Strasbourg,Lebo Mothiba,RSA,FW,27,1996,6.9,12,1.75,8,0,1,1,2,0,1,0.15,0,0,0,1,0,0
FRA-Ligue 1,2023-24,Strasbourg,Lucas Perrin,FRA,DF,24,1998,30.3,14,0.46,12,0,0,1,1,0,1,0.03,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Strasbourg,Marvin Senaya,TOG,"DF,MF",22,2001,23.8,42,1.77,27,4,3,2,3,3,3,0.13,1,1,0,0,0,1
FRA-Ligue 1,2023-24,Strasbourg,Matz Sels,BEL,GK,31,1992,19.0,2,0.11,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Strasbourg,Mohamed Bechikh,FRA,"FW,MF",18,2005,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Strasbourg,Moïse Sahi Dion,CIV,"MF,FW",21,2001,7.0,11,1.57,10,0,1,0,0,0,1,0.14,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Strasbourg,Patrick Ouotro,CIV,FW,17,2005,0.1,1,11.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Strasbourg,Rabby Nzingoula,CGO,"MF,FW",17,2005,1.5,3,2.03,2,0,0,0,1,0,1,0.68,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Strasbourg,Saidou Sow,GUI,DF,21,2002,8.0,5,0.63,5,0,0,0,0,0,1,0.13,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Strasbourg,Sanjin Prcić,BIH,MF,29,1993,1.0,4,4.09,4,0,0,0,0,0,1,1.02,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Strasbourg,Steven Baseya,FRA,DF,18,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Strasbourg,Thomas Delaine,FRA,"DF,MF",31,1992,22.7,49,2.16,34,8,4,1,2,0,6,0.26,1,2,1,0,2,0
FRA-Ligue 1,2023-24,Strasbourg,Ângelo,BRA,"FW,MF",18,2004,12.2,54,4.45,43,2,5,1,2,1,6,0.49,5,0,0,0,1,0
FRA-Ligue 1,2023-24,Toulouse,Aron Dønnum,NOR,"FW,MF",25,1998,17.7,53,2.99,30,4,3,7,7,2,4,0.23,3,0,0,0,1,0
FRA-Ligue 1,2023-24,Toulouse,Christian Mawissa,FRA,DF,18,2005,12.4,15,1.21,12,0,1,1,0,1,1,0.08,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Toulouse,Cristian Cásseres Jr.,VEN,MF,23,2000,21.6,37,1.71,26,5,1,2,0,3,4,0.18,4,0,0,0,0,0
FRA-Ligue 1,2023-24,Toulouse,Denis Genreau,AUS,"MF,FW",24,1999,5.2,13,2.52,12,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Toulouse,Fares Chaïbi,ALG,"FW,MF",20,2002,0.6,3,4.66,2,1,0,0,0,0,1,1.55,0,1,0,0,0,0
FRA-Ligue 1,2023-24,Toulouse,Frank Magri,CMR,"FW,MF",23,1999,16.0,32,2.0,21,1,4,2,4,0,3,0.19,2,0,0,1,0,0
FRA-Ligue 1,2023-24,Toulouse,Gabriel Suazo,CHI,DF,25,1997,26.2,83,3.17,62,11,2,1,2,5,9,0.34,8,0,0,0,0,1
FRA-Ligue 1,2023-24,Toulouse,Gelabert,ESP,"MF,FW",22,2000,8.4,21,2.5,15,3,1,1,1,0,3,0.36,2,1,0,0,0,0
FRA-Ligue 1,2023-24,Toulouse,Guillaume Restes,FRA,GK,18,2005,34.0,2,0.06,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Toulouse,Ibrahim Cissoko,NED,"FW,MF",20,2003,2.7,15,5.58,9,0,5,0,0,1,1,0.37,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Toulouse,Kévin Keben Biakolo,CMR,DF,19,2004,5.8,4,0.69,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Toulouse,Logan Costa,CPV,DF,22,2001,29.4,21,0.71,21,0,0,0,0,0,2,0.07,2,0,0,0,0,0
FRA-Ligue 1,2023-24,Toulouse,Mamady Bangré,BFA,"FW,MF",22,2001,1.1,7,6.24,6,0,1,0,0,0,1,0.89,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Toulouse,Mikkel Desler,DEN,DF,28,1995,17.2,29,1.69,18,2,1,5,2,1,2,0.12,1,0,0,1,0,0
FRA-Ligue 1,2023-24,Toulouse,Moussa Diarra,MLI,DF,22,2000,15.5,21,1.35,17,1,0,1,2,0,6,0.39,4,0,0,0,2,0
FRA-Ligue 1,2023-24,Toulouse,Naatan Skyttä,FIN,"MF,FW",21,2002,1.3,10,7.5,7,1,1,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Toulouse,Niklas Schmidt,GER,MF,25,1998,14.1,48,3.4,34,10,2,1,1,0,3,0.21,2,1,0,0,0,0
FRA-Ligue 1,2023-24,Toulouse,Rasmus Nicolaisen,DEN,DF,26,1997,32.5,16,0.49,8,0,1,4,1,2,1,0.03,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Toulouse,Shavy Babicka,GAB,"FW,MF",23,2000,4.1,9,2.17,7,0,0,2,0,0,2,0.48,2,0,0,0,0,0
FRA-Ligue 1,2023-24,Toulouse,Stijn Spierings,NED,MF,27,1996,16.8,41,2.44,34,1,1,3,1,1,3,0.18,3,0,0,0,0,0
FRA-Ligue 1,2023-24,Toulouse,Thijs Dallinga,NED,FW,22,2000,27.9,49,1.76,33,0,4,8,2,2,9,0.32,6,0,0,2,1,0
FRA-Ligue 1,2023-24,Toulouse,Vincent Sierro,SUI,MF,27,1995,25.1,76,3.03,37,23,3,7,4,2,8,0.32,3,3,1,0,1,0
FRA-Ligue 1,2023-24,Toulouse,Warren Kamanzi,NOR,"DF,FW",22,2000,13.2,23,1.74,19,2,0,1,0,1,3,0.23,3,0,0,0,0,0
FRA-Ligue 1,2023-24,Toulouse,Yanis Begraoui,MAR,"FW,MF",22,2001,3.3,7,2.11,3,0,0,0,3,1,1,0.3,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Toulouse,Yann Gboho,FRA,"MF,FW",22,2001,13.3,39,2.94,27,0,7,1,4,0,7,0.53,5,0,0,0,2,0
FRA-Ligue 1,2023-24,Toulouse,Zakaria Aboukhlal,MAR,"MF,FW",23,2000,8.4,20,2.39,10,0,2,3,3,2,2,0.24,0,0,0,1,1,0
GER-Bundesliga,2023-24,Augsburg,Arne Engels,BEL,"MF,DF",19,2003,15.6,40,2.56,28,8,0,2,2,0,8,0.51,5,1,0,0,2,0
GER-Bundesliga,2023-24,Augsburg,Arne Maier,GER,MF,24,1999,11.1,66,5.92,37,19,2,6,2,0,6,0.54,3,1,0,2,0,0
GER-Bundesliga,2023-24,Augsburg,Dion Drena Beljo,CRO,"FW,MF",21,2002,6.5,21,3.24,12,0,3,2,4,0,3,0.46,1,0,0,1,1,0
GER-Bundesliga,2023-24,Augsburg,Elvis Rexhbeçaj,KVX,MF,25,1997,22.1,41,1.86,31,2,2,3,3,0,1,0.05,1,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Ermedin Demirović,BIH,"FW,MF",25,1998,31.9,72,2.26,49,0,9,8,6,0,14,0.44,11,0,2,0,1,0
GER-Bundesliga,2023-24,Augsburg,Finn Dahmen,GER,GK,25,1998,31.0,10,0.32,6,4,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Fredrik Jensen,FIN,"MF,FW",25,1997,14.9,50,3.36,27,18,0,4,0,1,8,0.54,4,3,0,1,0,0
GER-Bundesliga,2023-24,Augsburg,Iago,BRA,DF,26,1997,18.0,42,2.33,33,1,2,1,3,2,2,0.11,2,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Irvin Cardona,FRA,"MF,DF",25,1997,0.6,1,1.67,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Jeffrey Gouweleeuw,NED,DF,32,1991,28.8,37,1.28,30,2,0,4,0,1,2,0.07,2,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Kevin Mbabu,SUI,DF,28,1995,22.7,57,2.51,44,7,4,0,2,0,4,0.18,3,1,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Kristijan Jakić,CRO,MF,26,1997,11.7,20,1.71,13,0,1,1,2,3,3,0.26,2,0,0,1,0,0
GER-Bundesliga,2023-24,Augsburg,Mads Pedersen,DEN,DF,26,1996,19.8,38,1.92,25,3,3,3,3,1,3,0.15,3,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Mahmut Kücüksahin,,MF,19,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Masaya Okugawa,JPN,"FW,DF",27,1996,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Maximilian Bauer,GER,DF,23,2000,9.0,4,0.44,2,0,0,2,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Mergim Berisha,GER,FW,25,1998,1.4,5,3.69,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Mert Kömür,GER,"MF,DF",18,2005,1.3,5,3.81,2,1,0,0,2,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Nathanael Mbuku,COD,FW,21,2002,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Niklas Dorsch,GER,MF,25,1998,15.4,18,1.17,12,0,1,2,2,1,1,0.06,1,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Ohis Felix Uduokhai,GER,DF,25,1997,32.5,20,0.62,12,2,0,2,1,3,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Patric Pfeiffer,GER,DF,23,1999,5.7,7,1.23,4,0,0,3,0,0,1,0.18,1,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Pep Biel,ESP,"MF,FW",26,1996,3.2,10,3.17,7,2,1,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Phillip Tietz,GER,FW,26,1997,26.5,55,2.08,45,0,1,7,2,0,8,0.3,6,0,0,2,0,0
GER-Bundesliga,2023-24,Augsburg,Robert Gumny,POL,DF,25,1998,5.3,11,2.06,6,2,1,2,0,0,3,0.56,3,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Ruben Vargas,SUI,"MF,FW",24,1998,21.8,69,3.17,49,7,4,5,4,0,7,0.32,6,0,0,1,0,0
GER-Bundesliga,2023-24,Augsburg,Sven Michel,GER,"FW,MF",33,1990,6.5,16,2.47,13,0,1,1,0,1,3,0.46,3,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Tim Breithaupt,GER,MF,21,2002,7.0,11,1.58,11,0,0,0,0,0,1,0.14,1,0,0,0,0,0
GER-Bundesliga,2023-24,Augsburg,Tomáš Koubek,CZE,GK,30,1992,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Aleksandar Pavlovic,GER,MF,19,2004,13.6,40,2.93,31,6,1,0,1,1,6,0.44,3,1,0,0,1,1
GER-Bundesliga,2023-24,Bayern Munich,Alphonso Davies,CAN,DF,22,2000,22.9,76,3.31,63,1,7,1,2,2,14,0.61,10,1,2,0,1,0
GER-Bundesliga,2023-24,Bayern Munich,Bouna Sarr,SEN,DF,31,1992,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Bryan Zaragoza,ESP,"FW,MF",22,2001,2.0,7,3.44,5,0,2,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Daniel Peretz,ISR,GK,23,2000,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Dayot Upamecano,FRA,DF,24,1998,19.6,27,1.38,26,0,0,0,1,0,3,0.15,3,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Eric Dier,ENG,DF,29,1994,13.0,13,1.0,12,0,0,1,0,0,5,0.39,4,0,0,1,0,0
GER-Bundesliga,2023-24,Bayern Munich,Eric Maxim Choupo-Moting,CMR,"MF,FW",34,1989,8.0,34,4.26,26,0,2,5,1,0,5,0.63,3,0,0,2,0,0
GER-Bundesliga,2023-24,Bayern Munich,Frans Krätzig,GER,DF,20,2003,0.6,2,3.16,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Harry Kane,ENG,FW,30,1993,31.5,83,2.63,54,2,7,13,7,0,11,0.35,8,1,0,2,0,0
GER-Bundesliga,2023-24,Bayern Munich,Jamal Musiala,GER,"MF,FW",20,2003,19.5,106,5.44,75,0,12,10,6,3,18,0.92,13,0,3,1,1,0
GER-Bundesliga,2023-24,Bayern Munich,Jonathan Asp Jensen,DEN,FW,17,2006,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Joshua Kimmich,GER,"MF,DF",28,1995,24.2,128,5.29,79,43,2,2,1,1,11,0.45,6,3,1,1,0,0
GER-Bundesliga,2023-24,Bayern Munich,Kim Min-jae,KOR,DF,26,1996,21.9,26,1.19,24,1,0,0,0,1,3,0.14,3,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Kingsley Coman,FRA,FW,27,1996,12.4,63,5.09,50,0,6,4,3,0,7,0.57,6,0,0,1,0,0
GER-Bundesliga,2023-24,Bayern Munich,Konrad Laimer,AUT,"DF,MF",26,1997,19.7,67,3.4,57,3,3,2,1,1,8,0.41,6,0,1,1,0,0
GER-Bundesliga,2023-24,Bayern Munich,Leon Goretzka,GER,MF,28,1995,24.9,71,2.85,64,1,2,2,1,1,12,0.48,12,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Leroy Sané,GER,FW,27,1996,23.7,143,6.02,98,22,10,7,5,1,18,0.76,12,3,1,1,0,1
GER-Bundesliga,2023-24,Bayern Munich,Lovro Zvonarek,CRO,"FW,MF",18,2005,1.8,3,1.66,3,0,0,0,0,0,1,0.55,1,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Manuel Neuer,GER,GK,37,1986,22.8,4,0.18,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Mathys Tel,FRA,"FW,MF",18,2005,11.7,45,3.86,25,0,9,8,3,0,13,1.11,8,0,3,1,1,0
GER-Bundesliga,2023-24,Bayern Munich,Matteo Perez Vinlöf,SWE,FW,17,2005,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Matthijs de Ligt,NED,DF,23,1999,15.4,13,0.84,11,0,0,2,0,0,1,0.06,1,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Noussair Mazraoui,MAR,DF,25,1997,13.3,36,2.71,30,1,2,1,0,2,7,0.53,7,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Raphaël Guerreiro,POR,"DF,MF",29,1993,13.2,50,3.78,41,6,1,1,0,1,7,0.53,7,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Ryan Gravenberch,NED,FW,21,2002,0.1,3,27.0,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Sacha Boey,FRA,DF,22,2000,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Serge Gnabry,GER,"FW,MF",28,1995,4.8,19,3.96,12,0,1,5,1,0,2,0.42,1,0,0,0,1,0
GER-Bundesliga,2023-24,Bayern Munich,Sven Ulreich,GER,GK,34,1988,11.0,1,0.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Bayern Munich,Thomas Müller,GER,"MF,FW",33,1989,18.4,96,5.22,81,0,1,7,5,2,14,0.76,12,0,0,0,1,1
GER-Bundesliga,2023-24,Bochum,Andreas Luthe,GER,GK,36,1987,1.0,1,1.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Bochum,Anthony Losilla,FRA,MF,37,1986,28.6,43,1.5,34,0,2,3,3,1,2,0.07,2,0,0,0,0,0
GER-Bundesliga,2023-24,Bochum,Bernardo,BRA,DF,28,1995,32.5,46,1.42,32,3,1,4,4,2,4,0.12,2,0,0,2,0,0
GER-Bundesliga,2023-24,Bochum,Christopher Antwi-Adjei,GHA,"FW,MF",29,1994,13.5,48,3.55,31,9,2,3,3,0,4,0.3,4,0,0,0,0,0
GER-Bundesliga,2023-24,Bochum,Cristian Gamboa,CRC,DF,33,1989,13.2,20,1.52,15,3,0,2,0,0,2,0.15,1,1,0,0,0,0
GER-Bundesliga,2023-24,Bochum,Danilo Soares,BRA,DF,31,1991,3.9,6,1.54,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Bochum,Erhan Mašović,SRB,"DF,MF",24,1998,24.7,17,0.69,12,0,0,4,1,0,1,0.04,1,0,0,0,0,0
GER-Bundesliga,2023-24,Bochum,Felix Passlack,GER,DF,25,1998,10.7,30,2.82,20,5,2,1,1,1,2,0.19,2,0,0,0,0,0
GER-Bundesliga,2023-24,Bochum,Gonçalo Paciência,POR,"FW,MF",28,1994,7.2,30,4.15,11,1,4,9,5,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Bochum,Ivan Ordets,UKR,DF,31,1992,20.9,12,0.57,10,0,0,1,1,0,1,0.05,0,0,0,0,1,0
GER-Bundesliga,2023-24,Bochum,Keven Schlotterbeck,GER,DF,26,1997,24.3,27,1.11,15,0,1,6,4,1,3,0.12,1,0,0,0,2,0
GER-Bundesliga,2023-24,Bochum,Kevin Stöger,AUT,MF,29,1993,29.6,231,7.79,131,77,5,10,7,1,18,0.61,10,6,1,1,0,0
GER-Bundesliga,2023-24,Bochum,Lukas Daschner,GER,"MF,FW",24,1998,6.0,20,3.35,15,1,1,1,2,0,2,0.33,2,0,0,0,0,0
GER-Bundesliga,2023-24,Bochum,Manuel Riemann,GER,GK,34,1988,33.0,29,0.88,21,8,0,0,0,0,3,0.09,2,1,0,0,0,0
GER-Bundesliga,2023-24,Bochum,Matúš Bero,SVK,"MF,FW",27,1995,18.5,29,1.57,22,0,0,3,2,2,2,0.11,1,0,0,0,1,0
GER-Bundesliga,2023-24,Bochum,Maximilian Wittek,GER,"DF,FW",27,1995,11.9,48,4.04,23,12,3,4,4,2,7,0.59,1,0,2,1,2,1
GER-Bundesliga,2023-24,Bochum,Moritz Broschinski,GER,FW,22,2000,13.9,34,2.46,25,0,2,6,0,1,7,0.51,5,0,1,1,0,0
GER-Bundesliga,2023-24,Bochum,Moritz-Broni Kwarteng,GHA,FW,25,1998,3.1,17,5.44,8,0,5,3,1,0,1,0.32,1,0,0,0,0,0
GER-Bundesliga,2023-24,Bochum,Noah Loosli,SUI,DF,26,1997,3.8,2,0.52,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Bochum,Patrick Osterhage,GER,MF,23,2000,20.7,49,2.37,40,1,3,1,3,1,3,0.15,2,0,1,0,0,0
GER-Bundesliga,2023-24,Bochum,Philipp Förster,GER,"MF,FW",28,1995,4.3,19,4.45,8,7,0,2,1,1,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Bochum,Philipp Hofmann,GER,FW,30,1993,17.5,51,2.92,32,0,2,9,7,1,4,0.23,2,0,0,2,0,0
GER-Bundesliga,2023-24,Bochum,Simon Zoller,GER,"FW,MF",32,1991,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Bochum,Takuma Asano,JPN,"FW,MF",28,1994,22.1,65,2.95,44,1,5,8,6,1,5,0.23,3,0,0,2,0,0
GER-Bundesliga,2023-24,Bochum,Tim Oermann,GER,DF,19,2003,7.9,10,1.26,6,3,0,1,0,0,1,0.13,1,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Aaron Seydel,GER,FW,27,1996,6.9,13,1.89,12,0,0,0,1,0,1,0.15,1,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Alexander Brunst,GER,GK,28,1995,3.0,2,0.67,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Andreas Müller,GER,MF,23,2000,3.9,5,1.29,5,0,0,0,0,0,1,0.26,1,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Asaf Arania,ISR,MF,17,2005,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Bartol Franjić,CRO,MF,23,2000,13.7,17,1.24,14,1,0,0,0,2,2,0.15,2,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Braydon Manu,GHA,MF,26,1997,1.9,7,3.68,5,0,2,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Christoph Klarer,AUT,DF,23,2000,26.2,22,0.84,19,1,0,2,0,0,2,0.08,2,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Christoph Zimmermann,GER,DF,30,1993,13.6,9,0.67,8,0,0,0,1,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Clemens Riedel,GER,DF,20,2003,8.4,20,2.38,13,1,2,3,0,1,2,0.24,2,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Emir Karic,AUT,DF,26,1997,19.8,47,2.37,41,1,3,0,0,2,2,0.1,2,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Fabian Holland,GER,"MF,DF",33,1990,20.4,45,2.21,34,6,2,0,1,2,4,0.2,3,1,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Fabian Nürnberger,BUL,"DF,MF",24,1999,16.8,52,3.09,39,7,1,3,1,1,3,0.18,2,0,0,0,1,0
GER-Bundesliga,2023-24,Darmstadt 98,Fabian Schnellhardt,GER,MF,29,1994,2.6,8,3.06,4,1,1,2,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Fabio Torsiello,ITA,"FW,DF",18,2005,1.7,2,1.15,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Filip Stojilković,SUI,"FW,MF",23,2000,1.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Frank Ronstadt,GER,"DF,MF",26,1997,0.8,3,3.55,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Fraser Hornby,SCO,"FW,MF",23,1999,2.4,8,3.3,6,0,1,1,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Gerrit Holtmann,PHI,"MF,FW",28,1995,4.4,19,4.36,12,0,3,2,2,0,1,0.23,0,0,0,1,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Jannik Müller,GER,"DF,MF",29,1994,12.6,11,0.87,11,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Julian Justvan,GER,"MF,FW",25,1998,11.4,46,4.05,30,8,5,2,1,0,2,0.18,2,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Klaus Gjasula,ALB,"DF,MF",33,1989,15.1,14,0.92,12,1,0,0,0,1,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Luca Pfeiffer,GER,"FW,MF",26,1996,18.0,49,2.73,33,1,2,8,5,0,6,0.33,4,0,0,2,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Marcel Schuhen,GER,GK,30,1993,31.0,11,0.35,8,3,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Marvin Mehlem,GER,MF,25,1997,16.5,51,3.11,39,1,1,2,7,1,4,0.24,4,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Matej Maglica,CRO,DF,24,1998,18.9,21,1.11,18,1,0,1,0,1,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Mathias Honsak,AUT,"FW,MF",26,1996,11.3,21,1.85,15,0,2,2,1,1,3,0.26,1,0,1,1,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Matthias Bader,GER,"DF,MF",26,1997,20.0,49,2.45,37,2,3,3,2,2,4,0.2,3,0,0,0,0,1
GER-Bundesliga,2023-24,Darmstadt 98,Oscar Vilhelmsson,SWE,"FW,MF",19,2003,15.3,30,1.97,20,0,1,6,2,1,1,0.07,1,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Sebastian Polter,GER,FW,32,1991,5.0,10,2.02,7,1,0,1,1,0,2,0.4,2,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Thomas Isherwood,SWE,DF,25,1998,7.1,1,0.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Tim Skarke,GER,"FW,DF",26,1996,26.7,73,2.73,47,9,5,7,4,1,2,0.07,2,0,0,0,0,0
GER-Bundesliga,2023-24,Darmstadt 98,Tobias Kempe,GER,MF,34,1989,15.0,57,3.8,28,22,1,3,2,1,8,0.53,4,2,0,0,2,0
GER-Bundesliga,2023-24,Dortmund,Alexander Meyer,GER,GK,32,1991,7.7,1,0.13,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Dortmund,Antonios Papadopoulos,GER,DF,23,1999,1.3,2,1.54,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
GER-Bundesliga,2023-24,Dortmund,Donyell Malen,NED,"FW,MF",24,1999,19.8,74,3.74,49,0,7,13,4,1,14,0.71,6,0,2,3,2,1
GER-Bundesliga,2023-24,Dortmund,Emre Can,GER,"MF,DF",29,1994,21.7,44,2.03,38,1,0,2,1,2,4,0.18,4,0,0,0,0,0
GER-Bundesliga,2023-24,Dortmund,Felix Nmecha,GER,MF,22,2000,11.3,35,3.09,26,0,2,4,3,0,3,0.26,2,0,0,1,0,0
