league,season,team,player,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
ITA-Serie A,2023-24,Monza,Warren Bondo,FRA,MF,19,2003,16.4,30,1.83,21,0,2,4,1,2,4,0.24,3,0,0,1,0,0
ITA-Serie A,2023-24,Napoli,Alessandro Zanoli,ITA,"DF,FW",22,2000,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Alessio Zerbin,ITA,"FW,DF",24,1999,1.7,5,3.0,4,0,0,0,1,0,1,0.6,0,0,0,0,1,0
ITA-Serie A,2023-24,Napoli,Alex Meret,ITA,GK,26,1997,30.8,5,0.16,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Amir Rrahmani,KVX,DF,29,1994,28.9,43,1.49,34,0,1,4,1,3,5,0.17,5,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,27,1995,31.0,89,2.88,84,1,1,2,1,0,4,0.13,4,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Cyril Ngonge,BEL,FW,23,2000,3.5,26,7.45,10,3,5,4,4,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Diego Demme,GER,MF,31,1991,0.8,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Elif Elmas,MKD,"FW,MF",23,1999,3.8,9,2.4,7,0,1,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Giacomo Raspadori,ITA,"FW,MF",23,2000,17.6,75,4.25,49,11,4,7,3,1,3,0.17,3,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Gianluca Gaetano,ITA,MF,23,2000,1.8,8,4.44,7,0,0,0,1,0,1,0.56,0,0,0,0,1,0
ITA-Serie A,2023-24,Napoli,Giovanni Di Lorenzo,ITA,DF,29,1993,35.9,126,3.51,114,0,5,6,0,1,10,0.28,9,0,0,1,0,0
ITA-Serie A,2023-24,Napoli,Giovanni Simeone,ARG,FW,28,1995,8.9,28,3.15,17,0,2,4,4,1,1,0.11,0,0,0,0,1,0
ITA-Serie A,2023-24,Napoli,Hamed Junior Traorè,CIV,MF,23,2000,4.2,16,3.77,13,0,2,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Jens Cajuste,SWE,MF,23,1999,11.3,37,3.28,31,0,4,1,0,1,5,0.44,4,0,0,0,0,1
ITA-Serie A,2023-24,Napoli,Jesper Lindstrøm,DEN,"FW,MF",23,2000,4.8,24,5.01,17,3,3,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Juan Jesus,BRA,DF,32,1991,23.5,13,0.55,11,0,0,2,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Khvicha Kvaratskhelia,GEO,FW,22,2001,30.4,155,5.1,80,15,26,16,14,4,16,0.53,6,0,3,3,3,1
ITA-Serie A,2023-24,Napoli,Leander Dendoncker,BEL,MF,28,1995,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Leo Skiri Østigård,NOR,DF,23,1999,18.1,11,0.61,10,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Mathías Olivera,URU,DF,25,1997,17.4,42,2.41,35,1,1,3,1,1,2,0.11,1,0,0,0,0,1
ITA-Serie A,2023-24,Napoli,Matteo Politano,ITA,FW,29,1993,26.2,142,5.41,100,16,6,14,6,0,15,0.57,10,2,2,0,1,0
ITA-Serie A,2023-24,Napoli,Mário Rui,POR,DF,32,1991,13.4,41,3.06,25,13,0,0,3,0,2,0.15,2,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Natan,BRA,DF,22,2001,10.6,9,0.85,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Nikita Contini Baranovsky,ITA,GK,27,1996,0.2,1,5.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Pasquale Mazzocchi,ITA,DF,28,1995,4.8,7,1.48,6,0,0,1,0,0,1,0.21,1,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Pierluigi Gollini,ITA,GK,28,1995,7.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Piotr Zieliński,POL,MF,29,1994,21.4,91,4.26,60,21,4,5,1,0,8,0.37,4,1,0,2,1,0
ITA-Serie A,2023-24,Napoli,Stanislav Lobotka,SVK,MF,28,1994,36.5,88,2.41,77,1,4,1,4,1,4,0.11,4,0,0,0,0,0
ITA-Serie A,2023-24,Napoli,Victor Osimhen,NGA,FW,24,1998,22.0,54,2.45,29,0,4,14,7,0,8,0.36,5,0,1,1,1,0
ITA-Serie A,2023-24,Roma,Andrea Belotti,ITA,FW,29,1993,7.5,23,3.05,11,0,3,3,5,1,6,0.8,3,0,2,1,0,0
ITA-Serie A,2023-24,Roma,Angeliño,ESP,DF,26,1997,12.7,33,2.6,30,2,0,1,0,0,3,0.24,3,0,0,0,0,0
ITA-Serie A,2023-24,Roma,Bryan Cristante,ITA,"MF,DF",28,1995,36.5,82,2.24,69,0,0,9,4,0,16,0.44,9,0,0,6,1,0
ITA-Serie A,2023-24,Roma,Chris Smalling,ENG,DF,33,1989,4.3,3,0.69,2,0,0,1,0,0,1,0.23,1,0,0,0,0,0
ITA-Serie A,2023-24,Roma,Dean Huijsen,ESP,DF,18,2005,5.7,8,1.41,4,0,1,2,1,0,4,0.71,1,0,1,1,1,0
ITA-Serie A,2023-24,Roma,Diego Llorente,ESP,DF,29,1993,24.1,22,0.91,19,0,0,2,1,0,2,0.08,2,0,0,0,0,0
ITA-Serie A,2023-24,Roma,Edoardo Bove,ITA,MF,21,2002,19.8,40,2.02,34,0,1,0,5,0,2,0.1,2,0,0,0,0,0
ITA-Serie A,2023-24,Roma,Gianluca Mancini,ITA,DF,27,1996,31.9,28,0.88,23,0,1,2,1,1,1,0.03,1,0,0,0,0,0
ITA-Serie A,2023-24,Roma,Houssem Aouar,ALG,"MF,FW",25,1998,8.4,21,2.5,12,4,1,2,2,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Roma,João Costa,BRA,"MF,FW",18,2005,0.2,2,12.86,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Roma,Leandro Paredes,ARG,MF,29,1994,29.3,80,2.73,51,20,1,3,3,2,9,0.31,4,3,0,1,1,0
ITA-Serie A,2023-24,Roma,Leonardo Spinazzola,ITA,DF,30,1993,14.6,44,3.02,39,1,3,1,0,0,4,0.27,3,0,1,0,0,0
ITA-Serie A,2023-24,Roma,Lorenzo Pellegrini,ITA,MF,27,1996,20.7,69,3.34,40,17,3,4,4,1,9,0.44,4,1,1,1,2,0
ITA-Serie A,2023-24,Roma,Mile Svilar,SRB,GK,23,1999,15.0,3,0.2,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Roma,Niccolò Pisilli,ITA,MF,18,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Roma,Nicola Zalewski,POL,"DF,FW",21,2002,10.8,37,3.44,23,2,5,3,4,0,3,0.28,2,0,0,1,0,0
ITA-Serie A,2023-24,Roma,Obite N'Dicka,CIV,DF,23,1999,24.1,23,0.95,20,1,0,1,1,0,3,0.12,2,0,0,1,0,0
ITA-Serie A,2023-24,Roma,Ola Solbakken,NOR,FW,24,1998,0.3,1,3.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Roma,Paulo Dybala,ARG,"FW,MF",29,1993,21.8,95,4.36,56,25,3,4,6,1,19,0.87,12,4,2,0,1,0
ITA-Serie A,2023-24,Roma,Rasmus Kristensen,DEN,DF,26,1997,19.4,28,1.44,21,3,3,0,1,0,3,0.15,2,0,0,0,1,0
ITA-Serie A,2023-24,Roma,Renato Sanches,POR,MF,25,1997,1.6,6,3.7,6,0,0,0,0,0,1,0.62,1,0,0,0,0,0
ITA-Serie A,2023-24,Roma,Riccardo Pagano,ITA,"MF,DF",18,2004,0.6,5,8.82,2,1,1,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Roma,Rick Karsdorp,NED,DF,28,1995,13.2,22,1.64,20,1,0,0,1,0,3,0.22,2,0,0,0,1,0
ITA-Serie A,2023-24,Roma,Romelu Lukaku,BEL,FW,30,1993,29.3,67,2.28,56,0,3,6,1,1,9,0.31,8,0,1,0,0,0
ITA-Serie A,2023-24,Roma,Rui Patrício,POR,GK,35,1988,23.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Roma,Sardar Azmoun,IRN,"FW,MF",28,1995,6.5,18,2.77,10,0,1,5,2,0,5,0.77,1,0,0,2,2,0
ITA-Serie A,2023-24,Roma,Stephan El Shaarawy,ITA,"FW,DF",30,1992,19.3,53,2.74,35,1,3,8,4,2,7,0.36,5,0,1,1,0,0
ITA-Serie A,2023-24,Roma,Tammy Abraham,ENG,FW,25,1997,2.7,3,1.12,1,0,0,0,1,1,1,0.37,0,0,0,0,1,0
ITA-Serie A,2023-24,Roma,Tommaso Baldanzi,ITA,"FW,MF",20,2003,5.8,23,4.0,12,0,4,3,4,0,1,0.17,0,0,0,1,0,0
ITA-Serie A,2023-24,Roma,Zeki Çelik,TUR,DF,26,1997,7.5,19,2.54,15,1,1,0,0,2,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Agustín Martegani,ARG,MF,23,2000,8.1,19,2.34,16,1,0,0,1,1,2,0.25,2,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Alessandro Zanoli,ITA,DF,22,2000,10.2,24,2.34,20,2,0,1,1,0,2,0.2,2,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Andres Sfait,ROU,"DF,MF",18,2004,0.3,1,3.91,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Antonio Candreva,ITA,"MF,FW",36,1987,30.6,119,3.89,72,30,6,10,1,0,13,0.43,8,2,1,2,0,0
ITA-Serie A,2023-24,Salernitana,Benoît Costil,FRA,GK,36,1987,13.0,4,0.31,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Boulaye Dia,SEN,"FW,MF",26,1996,12.7,26,2.05,21,0,1,3,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Chukwubuikem Ikwuemesi,NGA,FW,21,2001,11.8,18,1.53,10,0,2,2,4,0,2,0.17,2,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Domagoj Bradarić,CRO,DF,23,1999,30.5,61,2.0,46,9,1,1,2,2,3,0.1,3,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Dylan Bronn,TUN,"DF,MF",28,1995,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Emanuel Vignato,ITA,"MF,FW",22,2000,3.5,7,2.03,6,0,0,0,0,1,1,0.29,1,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Emil Bohinen,NOR,MF,24,1999,5.9,12,2.02,10,0,0,0,1,1,1,0.17,1,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Erik Botheim,NOR,"FW,MF",23,2000,3.5,1,0.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Federico Fazio,ARG,DF,36,1987,15.1,9,0.6,7,0,0,2,0,0,2,0.13,1,0,0,1,0,0
ITA-Serie A,2023-24,Salernitana,Flavius Daniliuc,AUT,DF,22,2001,8.3,10,1.21,9,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Gerardo Fusco,ITA,FW,18,2005,0.2,2,12.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Giulio Maggiore,ITA,MF,25,1998,20.0,32,1.6,22,0,1,6,2,1,3,0.15,3,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Grigoris Kastanos,CYP,"MF,DF",25,1998,16.4,57,3.46,34,15,1,2,5,0,6,0.36,2,2,0,1,1,0
ITA-Serie A,2023-24,Salernitana,Guillermo Ochoa,MEX,GK,38,1985,21.0,1,0.05,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Iron Gomis,FRA,MF,23,1999,1.5,7,4.7,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Jovane Cabral,CPV,"MF,FW",25,1998,7.5,25,3.31,20,1,2,1,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Junior Sambia,FRA,"DF,MF",26,1996,11.5,27,2.36,18,4,1,3,1,0,4,0.35,2,2,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Jérôme Boateng,GER,DF,34,1988,2.6,3,1.13,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Kostas Manolas,GRE,DF,32,1991,5.4,4,0.74,2,0,0,1,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Lassana Coulibaly,MLI,MF,27,1996,23.1,40,1.73,35,0,0,1,2,2,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Lorenzo Pirola,ITA,DF,21,2002,22.1,9,0.41,5,0,0,1,1,2,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Loum Tchaouna,FRA,"FW,MF",19,2003,23.3,56,2.4,42,1,5,6,2,0,7,0.3,4,0,2,1,0,0
ITA-Serie A,2023-24,Salernitana,Mamadou Coulibaly,SEN,DF,24,1999,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Marco Pellegrino,ARG,DF,21,2002,6.1,3,0.49,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Mateusz Łęgowski,POL,MF,20,2003,12.7,18,1.41,15,0,0,1,1,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Matteo Lovato,ITA,DF,23,2000,10.5,10,0.95,10,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Niccolò Pierozzi,ITA,DF,21,2001,9.7,9,0.93,5,0,0,2,2,0,2,0.21,0,0,0,1,1,0
ITA-Serie A,2023-24,Salernitana,Norbert Gyömbér,SVK,DF,31,1992,19.6,9,0.46,8,0,1,0,0,0,1,0.05,1,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Pasquale Mazzocchi,ITA,DF,28,1995,14.1,30,2.12,26,1,0,2,1,0,2,0.14,2,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Shon Weissman,ISR,"FW,DF",27,1996,5.5,3,0.55,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Simeon Nwankwo,NGA,FW,31,1992,7.6,7,0.92,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Toma Bašić,CRO,MF,26,1996,12.9,27,2.09,20,4,2,1,0,0,1,0.08,1,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Triantafyllos Pasaridīs,GRE,DF,27,1996,5.0,6,1.2,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Trivante Stewart,JAM,"FW,MF",23,2000,1.1,3,2.7,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Salernitana,Vincenzo Fiorillo,ITA,GK,33,1990,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Alessio Cragno,ITA,GK,29,1994,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Andrea Consigli,ITA,GK,36,1987,35.0,4,0.11,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Andrea Pinamonti,ITA,FW,24,1999,34.2,59,1.73,37,0,3,6,11,2,8,0.23,4,0,1,0,2,1
ITA-Serie A,2023-24,Sassuolo,Armand Lauriente,FRA,FW,24,1998,32.3,110,3.4,67,16,12,7,8,0,8,0.25,4,1,0,2,1,0
ITA-Serie A,2023-24,Sassuolo,Cristian Volpato,ITA,"MF,FW",19,2003,7.2,35,4.9,21,6,6,2,0,0,2,0.28,2,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Daniel Boloca,ROU,MF,24,1998,22.5,52,2.32,46,0,6,0,0,0,4,0.18,4,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Domenico Berardi,ITA,FW,28,1994,15.9,64,4.02,49,2,2,7,3,1,5,0.31,3,0,0,1,1,0
ITA-Serie A,2023-24,Sassuolo,Emil Ceide,NOR,"FW,MF",21,2001,2.0,7,3.6,5,0,1,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Filippo Missori,ITA,DF,19,2004,3.0,3,1.02,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Gian Marco Ferrari,ITA,DF,31,1992,25.2,35,1.39,32,1,0,1,0,1,1,0.04,1,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Grégoire Defrel,MTQ,"FW,MF",32,1991,8.4,19,2.26,16,1,0,2,0,0,2,0.24,2,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Jeremy Toljan,GER,DF,28,1994,23.1,38,1.64,33,3,0,1,1,0,7,0.3,6,0,0,0,1,0
ITA-Serie A,2023-24,Sassuolo,Josh Doig,SCO,DF,21,2002,14.9,27,1.81,19,6,0,2,0,0,4,0.27,2,1,0,1,0,0
ITA-Serie A,2023-24,Sassuolo,Justin Kumi,ITA,FW,19,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Kevin Miranda,ITA,DF,20,2003,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Kristian Thorstvedt,NOR,MF,24,1999,26.6,80,3.0,66,1,3,4,3,3,4,0.15,1,0,0,1,1,1
ITA-Serie A,2023-24,Sassuolo,Luca Lipani,ITA,MF,18,2005,4.3,9,2.1,5,0,2,1,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Marash Kumbulla,ALB,DF,23,2000,4.0,1,0.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Marcus Pedersen,NOR,DF,23,2000,17.9,25,1.39,23,1,1,0,0,0,3,0.17,3,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Martin Erlic,CRO,DF,25,1998,29.1,12,0.41,8,1,0,1,2,0,1,0.03,0,1,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Matheus Henrique,BRA,MF,25,1997,27.8,77,2.77,63,7,1,3,3,0,5,0.18,5,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Mattia Viti,ITA,DF,21,2002,10.9,7,0.64,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Matías Viña,URU,DF,25,1997,11.3,33,2.93,24,2,3,1,2,1,6,0.53,5,0,0,1,0,0
ITA-Serie A,2023-24,Sassuolo,Maxime Lopez,FRA,MF,25,1997,1.6,5,3.21,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Nedim Bajrami,ALB,"MF,FW",24,1999,14.6,50,3.44,30,10,3,5,1,1,6,0.41,4,1,0,1,0,0
ITA-Serie A,2023-24,Sassuolo,Pedro Obiang,EQG,MF,31,1992,5.0,10,1.99,8,1,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Ruan,BRA,DF,24,1999,16.8,9,0.53,7,0,0,0,1,1,2,0.12,1,0,0,0,1,0
ITA-Serie A,2023-24,Sassuolo,Samu Castillejo,ESP,"FW,MF",28,1995,6.0,27,4.54,22,2,1,1,1,0,1,0.17,1,0,0,0,0,0
ITA-Serie A,2023-24,Sassuolo,Samuele Mulattieri,ITA,"FW,MF",22,2000,5.1,10,1.95,7,1,0,1,1,0,1,0.19,0,0,0,0,1,0
ITA-Serie A,2023-24,Sassuolo,Uroš Račić,SRB,MF,25,1998,9.1,17,1.86,13,0,0,3,1,0,3,0.33,2,0,0,1,0,0
ITA-Serie A,2023-24,Torino,Adam Masina,MAR,DF,29,1994,11.4,10,0.88,8,0,0,0,0,2,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Torino,Adrien Tameze,CMR,"DF,MF",29,1994,23.8,32,1.34,29,0,0,1,0,2,4,0.17,2,0,0,0,0,2
ITA-Serie A,2023-24,Torino,Alessandro Buongiorno,ITA,DF,24,1999,28.1,22,0.78,17,0,0,1,1,3,1,0.04,0,0,0,0,1,0
ITA-Serie A,2023-24,Torino,Alessandro Dellavalle,ITA,DF,19,2004,0.2,1,6.0,1,0,0,0,0,0,1,6.0,1,0,0,0,0,0
ITA-Serie A,2023-24,Torino,Antonio Sanabria,PAR,"FW,MF",27,1996,23.7,38,1.6,29,0,1,7,1,0,3,0.13,2,0,0,1,0,0
ITA-Serie A,2023-24,Torino,Brandon Soppy,FRA,DF,21,2002,2.0,3,1.52,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Torino,David Okereke,NGA,"FW,MF",25,1997,2.8,3,1.07,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Torino,David Zima,CZE,DF,22,2000,1.0,1,0.99,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Torino,Demba Seck,SEN,MF,22,2001,4.7,9,1.9,7,0,0,1,1,0,1,0.21,1,0,0,0,0,0
ITA-Serie A,2023-24,Torino,Duván Zapata,COL,FW,32,1991,32.0,75,2.34,53,0,8,5,9,0,6,0.19,4,0,1,1,0,0
ITA-Serie A,2023-24,Torino,Gvidas Gineitis,LTU,MF,19,2004,6.0,16,2.68,9,5,1,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Torino,Ivan Ilić,SRB,MF,22,2001,23.3,73,3.13,39,26,1,6,1,0,5,0.21,4,1,0,0,0,0
ITA-Serie A,2023-24,Torino,Karol Linetty,POL,MF,28,1995,20.6,36,1.74,27,4,1,2,2,0,1,0.05,1,0,0,0,0,0
ITA-Serie A,2023-24,Torino,Koffi Djidji,CIV,DF,30,1992,8.4,4,0.47,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Torino,Luca Gemello,ITA,GK,23,2000,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Torino,Matteo Lovato,ITA,DF,23,2000,6.0,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Torino,Mërgim Vojvoda,KVX,DF,28,1995,15.3,38,2.48,34,3,1,0,0,0,4,0.26,2,2,0,0,0,0
ITA-Serie A,2023-24,Torino,Nemanja Radonjić,SRB,"MF,FW",27,1996,4.2,9,2.17,5,0,2,2,0,0,1,0.24,0,0,1,0,0,0
ITA-Serie A,2023-24,Torino,Nikola Vlašić,CRO,"MF,FW",25,1997,29.0,95,3.28,78,0,3,9,1,4,8,0.28,7,0,1,0,0,0
ITA-Serie A,2023-24,Torino,Perr Schuurs,NED,DF,23,1999,8.6,2,0.23,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Torino,Pietro Pellegri,ITA,FW,22,2001,8.4,12,1.43,5,0,1,1,5,0,1,0.12,1,0,0,0,0,0
ITA-Serie A,2023-24,Torino,Raoul Bellanova,ITA,DF,23,2000,33.8,96,2.83,74,4,7,4,6,1,9,0.27,9,0,0,0,0,0
ITA-Serie A,2023-24,Torino,Ricardo Rodríguez,SUI,DF,30,1992,30.8,49,1.59,41,5,1,1,1,0,3,0.1,3,0,0,0,0,0
ITA-Serie A,2023-24,Torino,Saba Sazonov,GEO,DF,21,2002,4.0,2,0.51,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Torino,Samuele Ricci,ITA,MF,21,2001,26.6,68,2.56,50,8,2,4,4,0,7,0.26,3,0,1,2,1,0
ITA-Serie A,2023-24,Torino,Simone Verdi,ITA,FW,31,1992,0.0,1,22.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Torino,Valentino Lazaro,AUT,"DF,MF",27,1996,22.2,58,2.62,36,18,2,1,1,0,5,0.23,4,1,0,0,0,0
ITA-Serie A,2023-24,Torino,Vanja Milinković-Savić,SRB,GK,26,1997,36.0,5,0.14,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0
ITA-Serie A,2023-24,Torino,Yann Karamoh,FRA,"MF,FW",25,1998,1.8,4,2.24,2,0,1,0,1,0,2,1.12,1,0,0,0,1,0
ITA-Serie A,2023-24,Torino,Zanos Savva,CYP,"DF,MF",17,2005,0.3,1,3.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Udinese,Adam Masina,MAR,DF,29,1994,0.7,2,2.86,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Udinese,Antonio Tikvić,CRO,DF,19,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Udinese,Axel Guessand,FRA,DF,18,2004,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Udinese,Beto,GNB,FW,25,1998,0.8,6,7.3,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Udinese,Brenner,BRA,"MF,FW",23,2000,2.1,5,2.38,3,0,0,1,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Udinese,Christian Kabasele,BEL,DF,32,1991,9.6,5,0.52,3,0,0,1,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Udinese,Domingos Quina,POR,MF,23,1999,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Udinese,Enzo Ebosse,CMR,DF,24,1999,0.1,1,11.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2023-24,Udinese,Festy Ebosele,IRL,DF,20,2002,18.9,55,2.91,30,1,10,2,12,0,4,0.21,0,0,1,0,3,0
ITA-Serie A,2023-24,Udinese,Florian Thauvin,FRA,FW,30,1993,19.0,71,3.74,53,6,4,6,2,0,4,0.21,4,0,0,0,0,0
ITA-Serie A,2023-24,Udinese,Hassane Kamara,CIV,DF,29,1994,24.7,51,2.06,41,2,3,2,1,2,5,0.2,4,0,0,1,0,0
