league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
BEL-Belgian Pro League,2023-24,RWDM,Pierre Dwomoh,BEL,MF,19,2004,25.3,774,986,78.5,12843,4260,353,416,84.9,307,385,79.7,72,110,65.5,1,2.3,1.7,-1.3,14,80,14,2,114
BEL-Belgian Pro League,2023-24,RWDM,Rikelmi,BRA,"MF,FW",21,2001,3.0,93,108,86.1,1383,273,44,52,84.6,41,46,89.1,2,3,66.7,0,0.2,0.1,-0.2,1,6,2,0,8
BEL-Belgian Pro League,2023-24,RWDM,Sada Diallo,BEL,"MF,DF",21,2002,1.0,36,45,80.0,724,287,7,9,77.8,24,26,92.3,4,8,50.0,0,0.0,0.0,0.0,0,1,0,0,0
BEL-Belgian Pro League,2023-24,RWDM,Shuto Abe,JPN,MF,25,1997,16.4,525,697,75.3,8876,2426,238,298,79.9,217,273,79.5,49,75,65.3,1,1.3,1.3,-0.3,9,59,7,2,70
BEL-Belgian Pro League,2023-24,RWDM,Tayo Adaramola,IRL,DF,19,2003,6.4,182,245,74.3,2884,1196,93,111,83.8,75,100,75.0,8,19,42.1,0,0.6,0.3,-0.6,4,15,7,5,22
BEL-Belgian Pro League,2023-24,RWDM,Théo Defourny,BEL,GK,31,1992,29.8,581,894,65.0,18935,15323,87,87,100.0,222,226,98.2,260,563,46.2,0,0.0,0.1,0.0,1,17,1,0,1
BEL-Belgian Pro League,2023-24,RWDM,Théo Gécé,BEL,MF,22,2001,1.4,33,47,70.2,564,186,11,14,78.6,16,19,84.2,3,6,50.0,0,0.0,0.0,0.0,0,0,0,0,4
BEL-Belgian Pro League,2023-24,RWDM,Willian Klaus,BRA,DF,29,1994,13.8,469,562,83.5,9962,3228,100,123,81.3,307,330,93.0,58,97,59.8,1,0.4,0.3,0.6,1,12,2,0,14
BEL-Belgian Pro League,2023-24,RWDM,Xavier Mercier,FRA,"MF,FW",34,1989,14.6,433,633,68.4,7995,2958,177,216,81.9,168,239,70.3,63,125,50.4,3,5.8,4.7,-2.8,47,48,32,8,86
BEL-Belgian Pro League,2023-24,RWDM,Youssouf Koné,MLI,DF,28,1995,6.2,227,290,78.3,4600,1474,82,93,88.2,101,123,82.1,37,64,57.8,0,0.0,0.1,0.0,1,20,3,1,13
BEL-Belgian Pro League,2023-24,RWDM,Zakaria El Ouahdi,MAR,DF,21,2001,4.8,123,151,81.5,1878,561,62,71,87.3,47,55,85.5,6,12,50.0,0,0.4,0.3,-0.4,5,5,3,1,11
BEL-Belgian Pro League,2023-24,Sint-Truiden,Aboubakary Koita,MTN,"MF,FW",24,1998,25.3,638,828,77.1,11314,2920,287,335,85.7,251,305,82.3,80,142,56.3,2,4.3,3.8,-2.3,43,61,30,4,104
BEL-Belgian Pro League,2023-24,Sint-Truiden,Adriano Bertaccini,BEL,"MF,FW",22,2000,0.4,6,9,66.7,82,15,5,6,83.3,1,2,50.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1
BEL-Belgian Pro League,2023-24,Sint-Truiden,Bruno Godeau,BEL,DF,31,1992,27.5,1909,2174,87.8,37311,13191,640,697,91.8,1017,1081,94.1,206,318,64.8,0,0.4,1.0,-0.4,5,144,5,2,101
BEL-Belgian Pro League,2023-24,Sint-Truiden,Daiki Hashioka,JPN,"DF,MF",24,1999,16.7,734,907,80.9,11818,3436,360,409,88.0,308,366,84.2,42,81,51.9,2,1.7,1.0,0.3,14,53,10,5,65
BEL-Belgian Pro League,2023-24,Sint-Truiden,Daniel Schmidt,JPN,GK,31,1992,4.0,132,160,82.5,3638,2437,19,19,100.0,67,67,100.0,44,72,61.1,0,0.0,0.0,0.0,0,2,1,0,0
BEL-Belgian Pro League,2023-24,Sint-Truiden,Eric Bocat,FRA,"DF,MF",24,1999,27.2,1171,1469,79.7,19145,4528,555,641,86.6,516,618,83.5,69,142,48.6,3,3.2,4.1,-0.2,35,56,32,16,83
BEL-Belgian Pro League,2023-24,Sint-Truiden,Fatih Kaya,,FW,23,1999,13.0,178,233,76.4,2869,448,80,102,78.4,71,87,81.6,16,22,72.7,0,1.1,0.8,-1.1,14,11,4,0,21
BEL-Belgian Pro League,2023-24,Sint-Truiden,Frederic Ananou,TOG,"DF,MF",25,1997,6.0,250,290,86.2,3718,714,139,151,92.1,90,100,90.0,10,21,47.6,1,0.5,0.3,0.5,7,6,4,1,17
BEL-Belgian Pro League,2023-24,Sint-Truiden,Jarne Steuckers,BEL,"MF,FW",21,2002,27.1,1225,1634,75.0,24590,6244,432,534,80.9,554,674,82.2,199,328,60.7,6,6.7,7.3,-0.7,87,127,82,21,196
BEL-Belgian Pro League,2023-24,Sint-Truiden,Jo Coppens,BEL,GK,32,1990,4.0,162,199,81.4,3368,2155,57,57,100.0,76,79,96.2,27,61,44.3,0,0.0,0.0,0.0,0,0,0,0,0
BEL-Belgian Pro League,2023-24,Sint-Truiden,Joel Fujita,JPN,MF,21,2002,9.9,450,554,81.2,7646,1960,187,224,83.5,209,242,86.4,36,58,62.1,1,0.8,0.9,0.2,8,34,11,2,52
BEL-Belgian Pro League,2023-24,Sint-Truiden,Joselpho Barnes,GHA,"FW,MF",21,2001,4.8,74,104,71.2,984,184,46,57,80.7,19,28,67.9,3,9,33.3,0,0.3,0.1,-0.3,5,3,1,0,4
BEL-Belgian Pro League,2023-24,Sint-Truiden,Kahveh Zahiroleslam,USA,FW,21,2002,13.9,147,234,62.8,2181,322,85,126,67.5,48,73,65.8,6,10,60.0,1,1.3,0.4,-0.3,11,10,4,0,17
BEL-Belgian Pro League,2023-24,Sint-Truiden,Mathias Delorge,BEL,MF,19,2004,29.5,1625,1885,86.2,32616,8484,566,649,87.2,762,824,92.5,261,340,76.8,2,1.4,2.3,0.6,24,166,20,2,190
BEL-Belgian Pro League,2023-24,Sint-Truiden,Matte Smets,BEL,DF,19,2004,30.0,2011,2190,91.8,43512,12387,467,509,91.7,1201,1258,95.5,331,394,84.0,0,0.3,0.5,-0.3,5,84,3,1,72
BEL-Belgian Pro League,2023-24,Sint-Truiden,Olivier Dumont,BEL,MF,21,2002,0.9,30,39,76.9,431,110,16,20,80.0,10,13,76.9,2,4,50.0,0,0.0,0.0,0.0,1,1,0,0,2
BEL-Belgian Pro League,2023-24,Sint-Truiden,Rein Van Helden,BEL,DF,21,2002,27.5,1759,2009,87.6,34029,10772,572,647,88.4,974,1046,93.1,183,266,68.8,0,0.4,0.5,-0.4,7,115,4,1,116
BEL-Belgian Pro League,2023-24,Sint-Truiden,Rihito Yamamoto,JPN,"MF,FW",21,2001,8.1,243,311,78.1,3866,967,116,141,82.3,95,119,79.8,17,28,60.7,0,0.7,0.7,-0.7,7,28,4,1,42
BEL-Belgian Pro League,2023-24,Sint-Truiden,Robert-Jan Vanwesemael,BEL,DF,21,2002,5.1,203,230,88.3,3131,629,96,105,91.4,91,99,91.9,11,18,61.1,0,0.6,0.6,-0.6,2,6,2,1,9
BEL-Belgian Pro League,2023-24,Sint-Truiden,Ryotaro Ito,JPN,MF,25,1998,19.8,955,1095,87.2,17427,4483,394,443,88.9,421,456,92.3,109,140,77.9,1,2.1,2.2,-1.1,29,93,28,6,132
BEL-Belgian Pro League,2023-24,Sint-Truiden,Ryoya Ogawa,JPN,"DF,MF",26,1996,2.2,120,146,82.2,1857,647,65,74,87.8,46,57,80.7,7,12,58.3,2,1.4,0.9,0.6,5,6,3,2,14
BEL-Belgian Pro League,2023-24,Sint-Truiden,Shinji Okazaki,JPN,"FW,MF",37,1986,0.7,10,11,90.9,130,32,8,8,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0
BEL-Belgian Pro League,2023-24,Sint-Truiden,Stan Van Dessel,BEL,"MF,DF",22,2001,0.7,46,56,82.1,847,251,15,15,100.0,26,32,81.3,4,8,50.0,0,0.1,0.1,-0.1,2,3,0,0,6
BEL-Belgian Pro League,2023-24,Sint-Truiden,Wolke Janssens,BEL,DF,28,1995,3.7,230,251,91.6,3900,1132,92,102,90.2,122,127,96.1,10,13,76.9,0,0.2,0.1,-0.2,2,5,0,0,15
BEL-Belgian Pro League,2023-24,Sint-Truiden,Zion Suzuki,JPN,GK,20,2002,22.0,774,1010,76.6,19555,14108,189,192,98.4,349,358,97.5,226,439,51.5,0,0.0,0.0,0.0,1,10,0,0,0
BEL-Belgian Pro League,2023-24,Standard Liège,Aiden O'Neill,AUS,MF,25,1998,16.7,670,811,82.6,11608,3389,279,327,85.3,304,349,87.1,60,90,66.7,0,0.3,0.5,-0.3,6,78,7,2,84
BEL-Belgian Pro League,2023-24,Standard Liège,Arnaud Bodart,BEL,GK,25,1998,29.0,639,952,67.1,17259,12309,113,114,99.1,330,332,99.4,189,496,38.1,0,0.0,0.0,0.0,0,17,0,0,1
BEL-Belgian Pro League,2023-24,Standard Liège,Aron Dønnum,NOR,"DF,FW",25,1998,4.8,133,197,67.5,2741,1023,54,67,80.6,47,66,71.2,27,57,47.4,1,0.7,0.6,0.3,11,10,5,1,15
BEL-Belgian Pro League,2023-24,Standard Liège,Cihan Çanak,TUR,"DF,MF",18,2005,6.9,201,298,67.4,3266,1212,105,119,88.2,68,104,65.4,17,49,34.7,2,1.7,1.9,0.3,14,17,8,4,22
BEL-Belgian Pro League,2023-24,Standard Liège,Denis Drăguș,ROU,FW,24,1999,3.5,48,78,61.5,794,227,24,40,60.0,18,25,72.0,4,6,66.7,0,0.0,0.1,0.0,1,5,5,0,15
BEL-Belgian Pro League,2023-24,Standard Liège,Gilles Dewaele,BEL,"DF,MF",27,1996,7.5,329,464,70.9,5509,1932,155,195,79.5,145,185,78.4,20,64,31.3,1,1.0,0.4,0.0,7,21,3,1,30
BEL-Belgian Pro League,2023-24,Standard Liège,Hakim Sahabo,RWA,MF,18,2005,5.3,227,274,82.8,4588,1040,63,76,82.9,120,139,86.3,36,48,75.0,0,0.1,0.2,-0.1,1,32,3,0,29
BEL-Belgian Pro League,2023-24,Standard Liège,Hayao Kawabe,JPN,"MF,FW",27,1995,21.5,543,792,68.6,9753,3230,230,294,78.2,215,300,71.7,70,144,48.6,5,2.2,3.2,2.8,33,69,27,6,93
BEL-Belgian Pro League,2023-24,Standard Liège,Ibe Hautekiet,BEL,DF,21,2002,0.6,18,34,52.9,305,69,9,14,64.3,6,9,66.7,2,8,25.0,0,0.3,0.3,-0.3,3,1,1,0,2
BEL-Belgian Pro League,2023-24,Standard Liège,Isaac Hayden,JAM,MF,28,1995,7.4,369,414,89.1,6586,1478,134,155,86.5,193,205,94.1,30,39,76.9,0,0.2,0.1,-0.2,2,20,1,0,29
BEL-Belgian Pro League,2023-24,Standard Liège,Isaac Price,NIR,"MF,DF",19,2003,18.4,635,896,70.9,12038,3576,248,309,80.3,279,368,75.8,90,174,51.7,2,1.8,2.2,0.2,18,75,20,9,90
BEL-Belgian Pro League,2023-24,Standard Liège,Jacob Barrett Laursen,DEN,DF,28,1994,1.7,55,67,82.1,887,250,26,31,83.9,19,22,86.4,6,9,66.7,0,0.0,0.0,0.0,0,2,0,0,0
BEL-Belgian Pro League,2023-24,Standard Liège,Jonathan Panzo,ENG,DF,22,2000,2.4,106,131,80.9,1930,608,34,37,91.9,63,73,86.3,6,16,37.5,0,0.1,0.0,-0.1,1,16,0,0,18
BEL-Belgian Pro League,2023-24,Standard Liège,Kamal Sowah,GHA,"FW,MF",23,2000,13.6,412,567,72.7,6298,1572,212,261,81.2,147,193,76.2,25,51,49.0,0,1.1,1.8,-1.1,14,39,22,7,53
BEL-Belgian Pro League,2023-24,Standard Liège,Kelvin Yeboah,ITA,FW,23,2000,4.9,57,88,64.8,855,214,29,43,67.4,21,28,75.0,4,7,57.1,1,0.5,0.4,0.5,6,3,5,1,10
BEL-Belgian Pro League,2023-24,Standard Liège,Konstantinos Laifis,CYP,DF,30,1993,18.7,939,1114,84.3,20285,8073,253,288,87.8,495,540,91.7,173,250,69.2,0,0.2,0.8,-0.2,3,55,2,1,52
BEL-Belgian Pro League,2023-24,Standard Liège,Laurent Henkinet,BEL,GK,30,1992,1.0,27,32,84.4,566,332,5,5,100.0,19,19,100.0,3,8,37.5,0,0.0,0.0,0.0,0,0,0,0,0
BEL-Belgian Pro League,2023-24,Standard Liège,Lucas Noubi,BEL,DF,18,2005,11.8,553,717,77.1,11671,4110,170,205,82.9,296,341,86.8,84,157,53.5,0,0.2,0.2,-0.2,3,56,3,1,58
BEL-Belgian Pro League,2023-24,Standard Liège,Marlon Fossey,USA,DF,24,1998,18.0,726,965,75.2,11322,3925,384,458,83.8,287,372,77.2,39,85,45.9,2,2.3,1.3,-0.3,23,24,26,11,52
BEL-Belgian Pro League,2023-24,Standard Liège,Merveille Bokadi,COD,DF,31,1992,14.5,686,790,86.8,13397,5053,214,242,88.4,366,404,90.6,85,114,74.6,1,0.2,0.2,0.8,3,38,0,0,55
BEL-Belgian Pro League,2023-24,Standard Liège,Moussa Djenepo,MLI,"DF,FW",25,1998,16.6,371,479,77.5,5593,1144,199,231,86.1,135,167,80.8,22,41,53.7,0,1.5,2.2,-1.5,16,21,12,5,28
BEL-Belgian Pro League,2023-24,Standard Liège,Nathan Ngoy,BEL,DF,20,2003,13.1,569,738,77.1,11093,4025,213,253,84.2,265,324,81.8,80,138,58.0,0,0.2,0.3,-0.2,5,54,7,2,73
BEL-Belgian Pro League,2023-24,Standard Liège,Noah Dodeigne,BEL,"DF,FW",20,2003,0.4,15,19,78.9,271,98,7,8,87.5,5,6,83.3,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,0
BEL-Belgian Pro League,2023-24,Standard Liège,Noah Ohio,NED,FW,20,2003,3.5,69,91,75.8,970,145,41,55,74.5,16,21,76.2,5,5,100.0,0,0.2,0.2,-0.2,5,4,3,0,5
BEL-Belgian Pro League,2023-24,Standard Liège,Renaud Emond,BEL,FW,31,1991,1.1,12,23,52.2,169,29,9,13,69.2,3,7,42.9,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0
BEL-Belgian Pro League,2023-24,Standard Liège,Romaine Mundle,ENG,"FW,MF",20,2003,1.7,47,67,70.1,686,222,29,36,80.6,15,22,68.2,1,3,33.3,0,0.2,0.1,-0.2,2,4,3,0,7
BEL-Belgian Pro League,2023-24,Standard Liège,Sacha Banse,BFA,MF,22,2001,0.5,12,17,70.6,260,83,5,6,83.3,4,4,100.0,2,5,40.0,0,0.0,0.0,0.0,0,1,0,0,0
BEL-Belgian Pro League,2023-24,Standard Liège,Seydou Fini,ITA,"DF,FW",17,2006,0.5,25,31,80.6,404,139,12,13,92.3,9,11,81.8,3,5,60.0,0,0.0,0.2,0.0,0,3,2,0,3
BEL-Belgian Pro League,2023-24,Standard Liège,Souleyman Doumbia,CIV,DF,26,1996,6.2,368,441,83.4,6269,1983,158,173,91.3,182,205,88.8,21,47,44.7,0,0.0,0.1,0.0,1,16,2,1,28
BEL-Belgian Pro League,2023-24,Standard Liège,Steven Alzate,COL,MF,24,1998,18.5,864,1024,84.4,15634,4199,354,401,88.3,373,421,88.6,104,146,71.2,4,2.7,2.6,1.3,17,78,13,0,96
BEL-Belgian Pro League,2023-24,Standard Liège,Stipe Perica,CRO,"FW,MF",28,1995,1.0,17,25,68.0,277,67,8,14,57.1,7,8,87.5,1,1,100.0,0,0.1,0.1,-0.1,2,1,1,1,4
BEL-Belgian Pro League,2023-24,Standard Liège,Wilfried Kanga,CIV,FW,25,1998,25.7,283,422,67.1,3594,707,191,247,77.3,73,111,65.8,3,15,20.0,3,2.6,2.5,0.4,21,21,9,1,30
BEL-Belgian Pro League,2023-24,Standard Liège,William Balikwisha,COD,MF,24,1999,12.1,424,555,76.4,7403,2162,169,211,80.1,196,245,80.0,43,66,65.2,1,1.3,1.2,-0.3,19,50,17,8,70
BEL-Belgian Pro League,2023-24,Standard Liège,Zinho Vanheusden,BEL,DF,24,1999,19.4,972,1213,80.1,19161,6997,308,347,88.8,555,611,90.8,96,223,43.0,0,0.1,0.8,-0.1,2,92,12,2,99
BEL-Belgian Pro League,2023-24,Union SG,Alessio Castro-Montes,BEL,DF,26,1997,20.8,684,934,73.2,12027,5036,305,375,81.3,278,359,77.4,79,144,54.9,2,2.9,2.7,-0.9,35,70,33,13,112
BEL-Belgian Pro League,2023-24,Union SG,Anthony Moris,LUX,GK,33,1990,28.8,770,999,77.1,22988,16851,108,108,100.0,353,366,96.4,306,518,59.1,0,0.1,0.1,-0.1,1,19,1,0,0
BEL-Belgian Pro League,2023-24,Union SG,Bart Nieuwkoop,NED,DF,27,1996,2.0,78,100,78.0,1288,464,45,51,88.2,21,29,72.4,10,14,71.4,0,0.2,0.5,-0.2,2,6,4,0,13
BEL-Belgian Pro League,2023-24,Union SG,Cameron Puertas,SUI,MF,24,1998,26.9,859,1216,70.6,14418,4897,406,516,78.7,305,405,75.3,96,203,47.3,14,11.8,9.2,2.2,90,97,53,7,148
BEL-Belgian Pro League,2023-24,Union SG,Casper Terho,FIN,DF,20,2003,10.9,280,393,71.2,4495,1779,139,172,80.8,115,152,75.7,18,48,37.5,0,0.6,0.9,-0.6,6,30,15,2,50
BEL-Belgian Pro League,2023-24,Union SG,Charles Vanhoutte,BEL,MF,24,1998,24.8,1105,1358,81.4,19537,6297,473,549,86.2,465,542,85.8,115,185,62.2,2,1.6,1.6,0.4,21,149,13,2,154
BEL-Belgian Pro League,2023-24,Union SG,Christian Burgess,ENG,DF,31,1991,27.5,1181,1430,82.6,26423,9899,260,323,80.5,676,769,87.9,235,310,75.8,1,0.5,0.3,0.5,7,58,3,0,110
BEL-Belgian Pro League,2023-24,Union SG,Dennis Eckert,GER,FW,26,1997,12.6,180,248,72.6,2675,621,89,121,73.6,58,76,76.3,14,21,66.7,2,1.6,1.4,0.4,14,20,9,0,31
BEL-Belgian Pro League,2023-24,Union SG,Elton Kabangu,BEL,"FW,MF",25,1998,1.4,44,57,77.2,641,110,26,33,78.8,13,17,76.5,2,3,66.7,1,0.6,0.1,0.4,3,1,2,2,4
BEL-Belgian Pro League,2023-24,Union SG,Fedde Leysen,BEL,DF,20,2003,3.7,138,194,71.1,2660,1029,50,61,82.0,63,81,77.8,20,42,47.6,0,0.0,0.1,0.0,1,21,1,0,17
BEL-Belgian Pro League,2023-24,Union SG,Guillaume François,BEL,DF,33,1990,0.8,10,17,58.8,249,111,3,4,75.0,3,8,37.5,4,5,80.0,0,0.0,0.0,0.0,0,2,0,0,2
BEL-Belgian Pro League,2023-24,Union SG,Gustaf Nilsson,SWE,FW,26,1997,16.1,236,374,63.1,3012,712,150,230,65.2,67,107,62.6,6,11,54.5,4,2.5,2.2,1.5,17,17,8,0,30
BEL-Belgian Pro League,2023-24,Union SG,Heinz Lindner,AUT,GK,33,1990,1.0,22,25,88.0,562,389,3,3,100.0,13,13,100.0,6,9,66.7,0,0.0,0.0,0.0,0,0,0,0,0
BEL-Belgian Pro League,2023-24,Union SG,Henok Teklab,GER,DF,24,1998,3.8,109,143,76.2,1706,496,53,63,84.1,41,53,77.4,9,14,64.3,1,0.8,0.7,0.2,7,10,2,0,16
BEL-Belgian Pro League,2023-24,Union SG,Jean Thierry Lazare,CIV,"MF,FW",25,1998,15.1,329,493,66.7,5563,1809,142,200,71.0,143,193,74.1,29,59,49.2,4,3.0,2.3,1.0,24,39,25,5,74
BEL-Belgian Pro League,2023-24,Union SG,Joachim Imbrechts,SWE,GK,21,2001,0.2,3,5,60.0,68,37,1,1,100.0,1,1,100.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0
BEL-Belgian Pro League,2023-24,Union SG,Kevin Mac Allister,ARG,DF,25,1997,21.0,1047,1273,82.2,19106,7038,373,412,90.5,574,672,85.4,83,146,56.8,0,0.6,0.9,-0.6,7,82,8,1,95
BEL-Belgian Pro League,2023-24,Union SG,Kevin Rodríguez,ECU,FW,23,2000,4.9,95,137,69.3,1414,385,55,75,73.3,24,38,63.2,9,11,81.8,2,1.1,1.1,0.9,4,12,5,2,10
BEL-Belgian Pro League,2023-24,Union SG,Koki Machida,JPN,DF,25,1997,22.2,1081,1353,79.9,19395,9139,451,517,87.2,510,606,84.2,94,180,52.2,0,1.0,1.3,-1.0,12,105,6,3,163
BEL-Belgian Pro League,2023-24,Union SG,Loïc Lapoussin,MAD,"DF,MF",27,1996,23.0,906,1167,77.6,15185,5995,433,517,83.8,366,445,82.2,76,134,56.7,4,4.6,4.6,-0.6,44,123,44,12,174
BEL-Belgian Pro League,2023-24,Union SG,Mathias Rasmussen,NOR,MF,25,1997,17.5,519,718,72.3,8466,3072,248,304,81.6,199,272,73.2,44,85,51.8,2,3.3,3.2,-1.3,37,59,18,2,90
BEL-Belgian Pro League,2023-24,Union SG,Mohamed Amoura,ALG,FW,23,2000,15.9,220,367,59.9,3154,800,120,183,65.6,60,108,55.6,15,26,57.7,2,2.4,3.3,-0.4,17,20,12,0,30
BEL-Belgian Pro League,2023-24,Union SG,Nathan Huygevelde,BEL,MF,19,2004,0.0,2,2,100.0,25,15,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
BEL-Belgian Pro League,2023-24,Union SG,Noah Sadiki,COD,MF,18,2004,12.7,408,496,82.3,6986,2196,166,193,86.0,194,222,87.4,31,51,60.8,1,0.8,0.9,0.2,9,43,14,4,68
BEL-Belgian Pro League,2023-24,Union SG,Ross Sykes,ENG,DF,24,1999,14.1,670,861,77.8,13385,4694,220,260,84.6,335,401,83.5,98,176,55.7,0,1.0,1.0,-1.0,6,50,8,4,63
BEL-Belgian Pro League,2023-24,Union SG,Senne Lynen,BEL,MF,24,1999,2.0,109,134,81.3,1816,528,47,58,81.0,51,56,91.1,6,11,54.5,0,0.4,0.3,-0.4,3,11,2,1,8
BEL-Belgian Pro League,2023-24,Westerlo,Allahyar Sayyadmanesh,IRN,"FW,MF",22,2001,4.3,61,104,58.7,932,270,38,53,71.7,15,23,65.2,5,14,35.7,0,0.3,0.5,-0.3,3,6,6,1,16
BEL-Belgian Pro League,2023-24,Westerlo,Arthur Piedfort,BEL,"MF,DF",18,2005,16.3,519,660,78.6,8932,2468,216,266,81.2,246,302,81.5,37,59,62.7,1,1.6,0.8,-0.6,14,47,6,0,57
BEL-Belgian Pro League,2023-24,Westerlo,Bakary Haidara,CIV,DF,18,2005,3.9,136,168,81.0,3339,980,22,32,68.8,80,86,93.0,33,47,70.2,0,0.0,0.0,0.0,1,11,0,0,8
BEL-Belgian Pro League,2023-24,Westerlo,Bryan Reynolds,USA,DF,22,2001,26.2,982,1342,73.2,16043,6700,490,587,83.5,391,514,76.1,70,166,42.2,2,1.9,2.1,0.1,25,86,24,9,127
BEL-Belgian Pro League,2023-24,Westerlo,Dire Mebude,SCO,"MF,FW",19,2004,1.1,23,30,76.7,313,97,11,16,68.8,7,7,100.0,2,3,66.7,0,0.1,0.1,-0.1,1,1,2,0,6
BEL-Belgian Pro League,2023-24,Westerlo,Dogucan Haspolat,TUR,MF,23,2000,5.2,237,303,78.2,4312,1296,94,109,86.2,108,124,87.1,27,50,54.0,0,0.1,0.4,-0.1,2,35,2,0,40
BEL-Belgian Pro League,2023-24,Westerlo,Edisson Jordanov,BUL,"DF,MF",30,1993,6.5,247,321,76.9,4216,1365,109,131,83.2,107,133,80.5,21,35,60.0,0,0.4,0.4,-0.4,6,14,5,2,28
BEL-Belgian Pro League,2023-24,Westerlo,Emin Bayram,TUR,DF,20,2003,21.9,1009,1243,81.2,20825,6686,309,378,81.7,515,581,88.6,164,243,67.5,2,0.8,0.9,1.2,5,67,7,1,78
BEL-Belgian Pro League,2023-24,Westerlo,Erdon Daci,MKD,FW,25,1998,7.7,116,172,67.4,1973,390,56,78,71.8,43,59,72.9,11,16,68.8,1,0.5,0.6,0.5,4,11,4,1,11
BEL-Belgian Pro League,2023-24,Westerlo,Fernand Gouré,CIV,"FW,MF",21,2002,0.3,5,12,41.7,50,4,3,7,42.9,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
BEL-Belgian Pro League,2023-24,Westerlo,Griffin Yow,USA,"FW,MF",20,2002,16.7,243,375,64.8,3756,1290,126,161,78.3,90,130,69.2,14,43,32.6,2,1.7,1.7,0.3,16,22,16,4,39
BEL-Belgian Pro League,2023-24,Westerlo,Jordan Bos,AUS,DF,20,2002,19.0,670,895,74.9,10179,3238,346,423,81.8,276,358,77.1,27,65,41.5,1,1.9,1.4,-0.9,16,38,10,5,64
BEL-Belgian Pro League,2023-24,Westerlo,Josimar Alcocer,CRC,"FW,MF",19,2004,0.3,6,8,75.0,63,37,4,4,100.0,1,1,100.0,0,1,0.0,0,0.1,0.1,-0.1,1,0,0,0,0
BEL-Belgian Pro League,2023-24,Westerlo,Ján Bernát,SVK,MF,22,2001,0.0,1,2,50.0,13,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
BEL-Belgian Pro League,2023-24,Westerlo,Kyan Vaesen,BEL,FW,22,2001,5.7,93,141,66.0,1307,444,53,74,71.6,28,48,58.3,5,7,71.4,1,0.6,0.6,0.4,7,15,1,0,12
BEL-Belgian Pro League,2023-24,Westerlo,Lucas Stassin,BEL,"FW,MF",18,2004,9.6,124,182,68.1,1845,354,70,95,73.7,34,52,65.4,10,14,71.4,1,0.9,0.9,0.1,9,3,6,1,15
BEL-Belgian Pro League,2023-24,Westerlo,Lukas Van Eenoo,BEL,"MF,DF",32,1991,4.3,138,192,71.9,2263,727,71,89,79.8,50,67,74.6,12,25,48.0,1,0.9,0.8,0.1,7,8,3,1,24
BEL-Belgian Pro League,2023-24,Westerlo,Mathias Fixelles,BEL,MF,26,1996,6.4,232,307,75.6,4429,1231,94,117,80.3,89,113,78.8,40,57,70.2,0,0.2,0.4,-0.2,3,28,5,0,41
BEL-Belgian Pro League,2023-24,Westerlo,Matija Frigan,CRO,FW,20,2003,11.2,121,186,65.1,2047,480,50,80,62.5,51,70,72.9,12,21,57.1,0,0.3,0.4,-0.3,6,12,5,0,16
BEL-Belgian Pro League,2023-24,Westerlo,Muhammed Gümüskaya,TUR,MF,22,2001,0.9,30,46,65.2,525,137,15,23,65.2,11,14,78.6,4,6,66.7,0,0.1,0.2,-0.1,1,1,2,2,4
BEL-Belgian Pro League,2023-24,Westerlo,Nacer Chadli,BEL,"MF,FW",33,1989,7.9,270,345,78.3,4355,1121,121,150,80.7,116,135,85.9,18,35,51.4,2,0.5,1.0,1.5,10,17,14,3,42
BEL-Belgian Pro League,2023-24,Westerlo,Nick Gillekens,BEL,GK,28,1995,4.0,137,176,77.8,4023,2790,19,19,100.0,58,60,96.7,56,91,61.5,0,0.0,0.0,0.0,0,7,0,0,0
BEL-Belgian Pro League,2023-24,Westerlo,Nicolas Madsen,DEN,MF,23,2000,23.5,869,1140,76.2,15842,5426,350,428,81.8,372,456,81.6,107,186,57.5,0,4.2,4.0,-4.2,57,82,39,9,144
BEL-Belgian Pro League,2023-24,Westerlo,Pietro Perdichizzi,BEL,DF,30,1992,6.0,289,335,86.3,6340,1963,89,102,87.3,149,159,93.7,48,65,73.8,0,0.0,0.1,0.0,0,18,2,1,20
BEL-Belgian Pro League,2023-24,Westerlo,Ravil Tagir,TUR,DF,20,2003,10.9,586,696,84.2,11643,4005,186,215,86.5,308,340,90.6,78,115,67.8,1,0.2,0.4,0.8,4,54,2,1,50
BEL-Belgian Pro League,2023-24,Westerlo,Roman Neustädter,RUS,DF,35,1988,23.3,1104,1270,86.9,23835,7801,285,326,87.4,606,649,93.4,199,265,75.1,0,0.2,0.3,-0.2,4,59,3,0,80
